Step       0 (bc0.0)s   | [R_te] min: 236.21          max: 284.62         Avg: 261.92 (5.69)       | [MSE_tr]  0.6134   
Step    1000 (bc2.8)s   | [R_te] min: 142.42          max: 151.09         Avg: 147.20 (1.03)       | [MSE_tr]  0.4430   
Step    2000 (bc2.8)s   | [R_te] min: 141.75          max: 145.94         Avg: 143.45 (0.50)       | [MSE_tr]  0.4341   
Step    3000 (bc2.8)s   | [R_te] min: 136.17          max: 146.56         Avg: 138.95 (0.90)       | [MSE_tr]  0.4287   
Step    4000 (bc2.8)s   | [R_te] min: 136.17          max: 145.92         Avg: 138.98 (0.86)       | [MSE_tr]  0.4248   
Step    5000 (bc2.8)s   | [R_te] min: 134.89          max: 140.69         Avg: 137.90 (0.62)       | [MSE_tr]  0.4220   
Step    6000 (bc2.7)s   | [R_te] min: 132.39          max: 140.43         Avg: 137.75 (0.87)       | [MSE_tr]  0.4194   
Step    7000 (bc2.8)s   | [R_te] min: 136.43          max: 141.28         Avg: 138.27 (0.50)       | [MSE_tr]  0.4172   
Step    8000 (bc2.8)s   | [R_te] min: 132.44          max: 138.61         Avg: 136.73 (0.53)       | [MSE_tr]  0.4154   
Step    9000 (bc2.8)s   | [R_te] min: 143.16          max: 159.90         Avg: 152.21 (1.55)       | [MSE_tr]  0.4110   
Step   10000 (bc2.8)s   | [R_te] min: 139.72          max: 152.80         Avg: 144.76 (1.46)       | [MSE_tr]  0.4066   
Step   11000 (bc2.8)s   | [R_te] min: 149.83          max: 157.37         Avg: 154.80 (0.72)       | [MSE_tr]  0.4051   
Step   12000 (bc2.8)s   | [R_te] min: 136.19          max: 140.04         Avg: 138.20 (0.41)       | [MSE_tr]  0.4036   
Step   13000 (bc2.8)s   | [R_te] min: 133.21          max: 140.60         Avg: 137.51 (0.83)       | [MSE_tr]  0.4029   
Step   14000 (bc2.8)s   | [R_te] min: 132.03          max: 140.63         Avg: 137.41 (0.75)       | [MSE_tr]  0.4021   
Step   15000 (bc2.8)s   | [R_te] min: 130.23          max: 139.61         Avg: 133.22 (0.94)       | [MSE_tr]  0.4009   
Step   16000 (bc2.8)s   | [R_te] min: 130.86          max: 139.82         Avg: 135.31 (1.05)       | [MSE_tr]  0.4001   
Step   17000 (bc2.8)s   | [R_te] min: 130.29          max: 140.11         Avg: 133.17 (0.95)       | [MSE_tr]  0.3992   
Step   18000 (bc2.8)s   | [R_te] min: 130.86          max: 141.05         Avg: 134.54 (1.15)       | [MSE_tr]  0.3987   
Step   19000 (bc2.8)s   | [R_te] min: 129.82          max: 134.66         Avg: 132.31 (0.46)       | [MSE_tr]  0.3980   
Step   20000 (bc2.8)s   | [R_te] min: 132.24          max: 139.24         Avg: 135.71 (0.69)       | [MSE_tr]  0.3982   
Step   21000 (bc2.8)s   | [R_te] min: 129.98          max: 139.44         Avg: 134.08 (0.86)       | [MSE_tr]  0.3976   
Step   22000 (bc2.8)s   | [R_te] min: 129.81          max: 140.17         Avg: 134.73 (1.12)       | [MSE_tr]  0.3966   
Step   23000 (bc2.8)s   | [R_te] min: 130.28          max: 135.23         Avg: 133.02 (0.46)       | [MSE_tr]  0.3962   
Step   24000 (bc2.8)s   | [R_te] min: 130.11          max: 135.04         Avg: 132.98 (0.52)       | [MSE_tr]  0.3961   
Step   25000 (bc2.8)s   | [R_te] min: 128.90          max: 140.82         Avg: 133.19 (1.00)       | [MSE_tr]  0.3960   
Step   26000 (bc2.8)s   | [R_te] min: 132.90          max: 139.24         Avg: 136.96 (0.56)       | [MSE_tr]  0.3954   
Step   27000 (bc2.8)s   | [R_te] min: 129.93          max: 140.53         Avg: 136.18 (1.07)       | [MSE_tr]  0.3954   
Step   28000 (bc2.8)s   | [R_te] min: 129.95          max: 135.02         Avg: 132.69 (0.49)       | [MSE_tr]  0.3948   
Step   29000 (bc2.8)s   | [R_te] min: 136.23          max: 141.24         Avg: 139.56 (0.45)       | [MSE_tr]  0.3950   
Step   30000 (bc2.8)s   | [R_te] min: 130.08          max: 134.93         Avg: 133.51 (0.45)       | [MSE_tr]  0.3950   
Step   31000 (bc2.8)s   | [R_te] min: 136.07          max: 140.96         Avg: 138.54 (0.54)       | [MSE_tr]  0.3950   
Step   32000 (bc2.8)s   | [R_te] min: 136.60          max: 144.12         Avg: 139.45 (0.60)       | [MSE_tr]  0.3945   
Step   33000 (bc2.8)s   | [R_te] min: 131.91          max: 140.22         Avg: 136.91 (0.90)       | [MSE_tr]  0.3942   
Step   34000 (bc2.8)s   | [R_te] min: 135.75          max: 140.31         Avg: 138.34 (0.51)       | [MSE_tr]  0.3946   
Step   35000 (bc2.8)s   | [R_te] min: 130.69          max: 140.57         Avg: 135.93 (1.20)       | [MSE_tr]  0.3937   
Step   36000 (bc2.8)s   | [R_te] min: 131.44          max: 144.87         Avg: 137.54 (1.20)       | [MSE_tr]  0.3938   
Step   37000 (bc2.8)s   | [R_te] min: 129.44          max: 134.31         Avg: 131.61 (0.47)       | [MSE_tr]  0.3942   
Step   38000 (bc2.8)s   | [R_te] min: 129.75          max: 138.10         Avg: 132.94 (0.86)       | [MSE_tr]  0.3930   
Step   39000 (bc2.8)s   | [R_te] min: 130.07          max: 144.11         Avg: 136.71 (1.43)       | [MSE_tr]  0.3930   
Step   40000 (bc2.8)s   | [R_te] min: 130.40          max: 140.29         Avg: 134.31 (1.03)       | [MSE_tr]  0.3927   
Step   41000 (bc2.8)s   | [R_te] min: 131.60          max: 145.73         Avg: 136.77 (1.11)       | [MSE_tr]  0.3934   
Step   42000 (bc2.8)s   | [R_te] min: 130.40          max: 138.49         Avg: 135.20 (0.90)       | [MSE_tr]  0.3932   
Step   43000 (bc2.8)s   | [R_te] min: 131.99          max: 144.03         Avg: 138.14 (0.97)       | [MSE_tr]  0.3928   
Step   44000 (bc2.8)s   | [R_te] min: 131.95          max: 144.33         Avg: 139.16 (1.06)       | [MSE_tr]  0.3927   
Step   45000 (bc2.8)s   | [R_te] min: 131.93          max: 145.23         Avg: 137.22 (1.11)       | [MSE_tr]  0.3933   
Step   46000 (bc2.8)s   | [R_te] min: 131.45          max: 138.39         Avg: 133.78 (0.71)       | [MSE_tr]  0.3932   
Step   47000 (bc2.8)s   | [R_te] min: 131.54          max: 138.11         Avg: 134.05 (0.64)       | [MSE_tr]  0.3923   
Step   48000 (bc2.8)s   | [R_te] min: 130.29          max: 139.98         Avg: 136.34 (0.81)       | [MSE_tr]  0.3933   
Step   49000 (bc2.8)s   | [R_te] min: 129.69          max: 139.68         Avg: 134.22 (1.05)       | [MSE_tr]  0.3927   
Step   50000 (bc2.8)s   | [R_te] min: 129.54          max: 136.21         Avg: 132.89 (0.60)       | [MSE_tr]  0.3925   
Step   51000 (bc2.8)s   | [R_te] min: 130.75          max: 138.46         Avg: 134.49 (0.81)       | [MSE_tr]  0.3919   
Step   52000 (bc2.8)s   | [R_te] min: 129.82          max: 135.03         Avg: 132.96 (0.51)       | [MSE_tr]  0.3921   
Step   53000 (bc2.8)s   | [R_te] min: 125.93          max: 133.56         Avg: 130.67 (0.71)       | [MSE_tr]  0.3938   
Step   54000 (bc2.8)s   | [R_te] min: 129.90          max: 139.92         Avg: 134.59 (0.94)       | [MSE_tr]  0.3921   
Step   55000 (bc2.8)s   | [R_te] min: 128.08          max: 134.18         Avg: 132.20 (0.55)       | [MSE_tr]  0.3926   
Step   56000 (bc2.8)s   | [R_te] min: 129.37          max: 136.77         Avg: 133.17 (0.62)       | [MSE_tr]  0.3916   
Step   57000 (bc2.8)s   | [R_te] min: 129.70          max: 139.00         Avg: 133.22 (0.73)       | [MSE_tr]  0.3925   
Step   58000 (bc2.8)s   | [R_te] min: 131.28          max: 138.22         Avg: 134.18 (0.65)       | [MSE_tr]  0.3915   
Step   59000 (bc2.8)s   | [R_te] min: 130.13          max: 139.49         Avg: 135.20 (1.07)       | [MSE_tr]  0.3920   
Step   60000 (bc2.8)s   | [R_te] min: 129.62          max: 134.05         Avg: 132.12 (0.52)       | [MSE_tr]  0.3919   
Step   61000 (bc2.8)s   | [R_te] min: 129.08          max: 135.76         Avg: 132.84 (0.60)       | [MSE_tr]  0.3917   
Step   62000 (bc2.8)s   | [R_te] min: 129.88          max: 134.68         Avg: 132.77 (0.44)       | [MSE_tr]  0.3917   
Step   63000 (bc2.8)s   | [R_te] min: 130.27          max: 137.52         Avg: 132.51 (0.71)       | [MSE_tr]  0.3918   
Step   64000 (bc2.8)s   | [R_te] min: 129.92          max: 134.63         Avg: 132.05 (0.53)       | [MSE_tr]  0.3914   
Step   65000 (bc2.8)s   | [R_te] min: 129.44          max: 134.38         Avg: 132.13 (0.41)       | [MSE_tr]  0.3914   
Step   66000 (bc2.8)s   | [R_te] min: 123.92          max: 134.68         Avg: 129.21 (1.31)       | [MSE_tr]  0.3912   
Step   67000 (bc2.8)s   | [R_te] min: 129.60          max: 135.40         Avg: 132.38 (0.59)       | [MSE_tr]  0.3913   
Step   68000 (bc2.8)s   | [R_te] min: 128.43          max: 135.04         Avg: 132.47 (0.59)       | [MSE_tr]  0.3912   
Step   69000 (bc2.8)s   | [R_te] min: 129.67          max: 137.22         Avg: 132.43 (0.74)       | [MSE_tr]  0.3913   
Step   70000 (bc2.8)s   | [R_te] min: 130.50          max: 140.49         Avg: 134.14 (1.02)       | [MSE_tr]  0.3914   
Step   71000 (bc2.8)s   | [R_te] min: 130.44          max: 134.36         Avg: 132.41 (0.43)       | [MSE_tr]  0.3910   
Step   72000 (bc2.8)s   | [R_te] min: 129.48          max: 134.63         Avg: 132.15 (0.51)       | [MSE_tr]  0.3908   
Step   73000 (bc2.8)s   | [R_te] min: 125.01          max: 134.46         Avg: 132.14 (0.88)       | [MSE_tr]  0.3910   
Step   74000 (bc2.8)s   | [R_te] min: 130.79          max: 134.81         Avg: 133.20 (0.42)       | [MSE_tr]  0.3910   
Step   75000 (bc2.8)s   | [R_te] min: 130.20          max: 134.40         Avg: 133.04 (0.46)       | [MSE_tr]  0.3910   
Step   76000 (bc2.8)s   | [R_te] min: 128.89          max: 139.29         Avg: 133.16 (0.81)       | [MSE_tr]  0.3911   
Step   77000 (bc2.8)s   | [R_te] min: 130.26          max: 134.65         Avg: 132.33 (0.48)       | [MSE_tr]  0.3916   
