Step       0 (bc0.0)s   | [R_te] min: 236.21          max: 284.62         Avg: 261.92 (5.69)       | [MSE_tr]  0.4439   
Step    1000 (bc3.1)s   | [R_te] min: 281.80          max: 310.99         Avg: 296.31 (3.01)       | [MSE_tr]  0.3200   
Step    2000 (bc2.9)s   | [R_te] min: 191.79          max: 204.48         Avg: 197.98 (1.34)       | [MSE_tr]  0.3099   
Step    3000 (bc3.0)s   | [R_te] min: 179.50          max: 194.16         Avg: 188.00 (1.60)       | [MSE_tr]  0.3014   
Step    4000 (bc3.0)s   | [R_te] min: 169.69          max: 187.73         Avg: 179.77 (1.64)       | [MSE_tr]  0.2962   
Step    5000 (bc3.0)s   | [R_te] min: 171.07          max: 178.81         Avg: 175.52 (0.74)       | [MSE_tr]  0.2916   
Step    6000 (bc3.0)s   | [R_te] min: 174.37          max: 181.96         Avg: 177.37 (0.74)       | [MSE_tr]  0.2886   
Step    7000 (bc2.9)s   | [R_te] min: 170.54          max: 177.70         Avg: 174.64 (0.88)       | [MSE_tr]  0.2860   
Step    8000 (bc3.0)s   | [R_te] min: 173.22          max: 187.55         Avg: 179.71 (1.33)       | [MSE_tr]  0.2842   
Step    9000 (bc3.0)s   | [R_te] min: 172.22          max: 178.35         Avg: 174.64 (0.63)       | [MSE_tr]  0.2822   
Step   10000 (bc2.9)s   | [R_te] min: 175.50          max: 190.15         Avg: 182.12 (1.24)       | [MSE_tr]  0.2803   
Step   11000 (bc2.9)s   | [R_te] min: 175.35          max: 185.95         Avg: 178.58 (0.99)       | [MSE_tr]  0.2793   
Step   12000 (bc3.0)s   | [R_te] min: 179.07          max: 191.55         Avg: 185.48 (1.32)       | [MSE_tr]  0.2776   
Step   13000 (bc2.9)s   | [R_te] min: 176.78          max: 212.75         Avg: 189.72 (3.13)       | [MSE_tr]  0.2770   
Step   14000 (bc3.0)s   | [R_te] min: 207.67          max: 279.77         Avg: 246.74 (8.39)       | [MSE_tr]  0.2756   
Step   15000 (bc2.9)s   | [R_te] min: 202.77          max: 279.59         Avg: 261.50 (6.67)       | [MSE_tr]  0.2749   
Step   16000 (bc2.9)s   | [R_te] min: 191.16          max: 261.45         Avg: 207.34 (6.19)       | [MSE_tr]  0.2742   
Step   17000 (bc2.9)s   | [R_te] min: 177.96          max: 186.97         Avg: 183.32 (0.87)       | [MSE_tr]  0.2734   
Step   18000 (bc3.0)s   | [R_te] min: 176.10          max: 187.84         Avg: 180.42 (0.98)       | [MSE_tr]  0.2732   
Step   19000 (bc2.9)s   | [R_te] min: 174.29          max: 183.90         Avg: 179.31 (0.99)       | [MSE_tr]  0.2725   
