Step       0 (bc0.0)s   | [R_te] min: -2.34           max: 1.29           Avg: -0.04 (0.28)        | [MSE_tr]  0.8108    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc16.2)s  | [R_te] min: 2041.22         max: 2078.16        Avg: 2054.26 (3.96)      | [MSE_tr]  0.5382    | w_noise: [0.324 0.327 0.338 0.399 0.435 0.456 0.462 0.467 0.469 0.469]
Step    2000 (bc16.3)s  | [R_te] min: 2429.21         max: 2461.40        Avg: 2445.81 (2.86)      | [MSE_tr]  0.5038    | w_noise: [0.258 0.261 0.275 0.372 0.465 0.536 0.555 0.567 0.575 0.580]
Step    3000 (bc16.5)s  | [R_te] min: 2761.23         max: 2797.98        Avg: 2782.41 (3.89)      | [MSE_tr]  0.4869    | w_noise: [0.200 0.204 0.218 0.329 0.464 0.604 0.647 0.675 0.690 0.704]
Step    4000 (bc17.3)s  | [R_te] min: 2027.49         max: 2833.56        Avg: 2717.65 (73.02)     | [MSE_tr]  0.4774    | w_noise: [0.155 0.158 0.173 0.288 0.445 0.660 0.729 0.789 0.816 0.845]
Step    5000 (bc17.0)s  | [R_te] min: 2912.94         max: 2975.72        Avg: 2951.76 (6.54)      | [MSE_tr]  0.4709    | w_noise: [0.120 0.124 0.138 0.254 0.423 0.699 0.801 0.903 0.950 1.002]
Step    6000 (bc17.5)s  | [R_te] min: 2766.33         max: 2847.88        Avg: 2818.46 (7.32)      | [MSE_tr]  0.4674    | w_noise: [0.094 0.098 0.112 0.227 0.400 0.722 0.861 1.013 1.084 1.171]
Step    7000 (bc15.9)s  | [R_te] min: 2733.02         max: 2782.88        Avg: 2765.13 (5.11)      | [MSE_tr]  0.4641    | w_noise: [0.075 0.078 0.092 0.207 0.377 0.729 0.900 1.108 1.215 1.355]
Step    8000 (bc16.0)s  | [R_te] min: 2849.06         max: 2895.80        Avg: 2874.38 (4.52)      | [MSE_tr]  0.4575    | w_noise: [0.060 0.064 0.079 0.192 0.361 0.727 0.921 1.188 1.328 1.541]
Step    9000 (bc16.2)s  | [R_te] min: 2818.92         max: 2858.16        Avg: 2839.26 (3.61)      | [MSE_tr]  0.4550    | w_noise: [0.050 0.053 0.068 0.181 0.348 0.727 0.933 1.245 1.418 1.713]
Step   10000 (bc16.1)s  | [R_te] min: 2749.68         max: 2785.86        Avg: 2770.43 (3.89)      | [MSE_tr]  0.4530    | w_noise: [0.042 0.047 0.061 0.172 0.336 0.719 0.927 1.282 1.479 1.862]
Step   11000 (bc15.8)s  | [R_te] min: 2850.10         max: 2889.14        Avg: 2863.74 (3.52)      | [MSE_tr]  0.4481    | w_noise: [0.037 0.041 0.056 0.164 0.329 0.713 0.922 1.309 1.513 1.976]
Step   12000 (bc15.7)s  | [R_te] min: 2775.20         max: 2870.84        Avg: 2838.07 (8.38)      | [MSE_tr]  0.4467    | w_noise: [0.033 0.037 0.052 0.159 0.321 0.701 0.922 1.313 1.530 2.034]
Step   13000 (bc15.7)s  | [R_te] min: 2779.30         max: 2826.42        Avg: 2807.50 (4.27)      | [MSE_tr]  0.4442    | w_noise: [0.030 0.035 0.049 0.154 0.315 0.690 0.913 1.317 1.536 2.069]
Step   14000 (bc15.8)s  | [R_te] min: 2826.80         max: 2895.50        Avg: 2866.17 (5.96)      | [MSE_tr]  0.4414    | w_noise: [0.029 0.033 0.047 0.151 0.310 0.687 0.909 1.315 1.536 2.104]
Step   15000 (bc15.7)s  | [R_te] min: 2859.46         max: 2910.51        Avg: 2888.09 (4.90)      | [MSE_tr]  0.4375    | w_noise: [0.027 0.032 0.046 0.148 0.305 0.681 0.908 1.312 1.534 2.120]
Step   16000 (bc16.1)s  | [R_te] min: 2765.88         max: 2821.45        Avg: 2794.53 (4.77)      | [MSE_tr]  0.4373    | w_noise: [0.026 0.030 0.044 0.145 0.303 0.678 0.897 1.310 1.528 2.127]
Step   17000 (bc16.1)s  | [R_te] min: 2791.07         max: 2824.50        Avg: 2806.89 (3.70)      | [MSE_tr]  0.4358    | w_noise: [0.025 0.029 0.043 0.143 0.298 0.673 0.894 1.307 1.524 2.118]
Step   18000 (bc16.9)s  | [R_te] min: 2789.86         max: 2836.42        Avg: 2816.00 (4.30)      | [MSE_tr]  0.4330    | w_noise: [0.024 0.029 0.042 0.141 0.297 0.669 0.888 1.306 1.521 2.114]
Step   19000 (bc16.7)s  | [R_te] min: 2801.51         max: 2867.61        Avg: 2830.76 (5.42)      | [MSE_tr]  0.4323    | w_noise: [0.024 0.028 0.041 0.140 0.295 0.670 0.886 1.290 1.519 2.108]
Step   20000 (bc15.8)s  | [R_te] min: 2832.08         max: 2910.86        Avg: 2878.99 (6.04)      | [MSE_tr]  0.4299    | w_noise: [0.024 0.028 0.040 0.139 0.295 0.671 0.881 1.289 1.518 2.108]
Step   21000 (bc15.8)s  | [R_te] min: 2773.78         max: 2835.72        Avg: 2809.10 (6.26)      | [MSE_tr]  0.4293    | w_noise: [0.023 0.027 0.040 0.137 0.293 0.661 0.876 1.284 1.513 2.104]
Step   22000 (bc15.7)s  | [R_te] min: 2878.05         max: 2931.50        Avg: 2907.51 (5.10)      | [MSE_tr]  0.4265    | w_noise: [0.023 0.027 0.040 0.136 0.293 0.661 0.882 1.282 1.510 2.099]
Step   23000 (bc16.0)s  | [R_te] min: 2832.53         max: 2890.76        Avg: 2863.43 (5.06)      | [MSE_tr]  0.4248    | w_noise: [0.023 0.027 0.039 0.135 0.291 0.660 0.882 1.275 1.513 2.091]
Step   24000 (bc16.3)s  | [R_te] min: 2865.02         max: 2904.66        Avg: 2887.00 (4.09)      | [MSE_tr]  0.4230    | w_noise: [0.023 0.027 0.039 0.135 0.288 0.656 0.875 1.279 1.505 2.089]
