Step       0 (bc0.0)s   | [R_te] min: -2.34           max: 1.29           Avg: -0.04 (0.28)        | [MSE_tr]  0.4200    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc18.6)s  | [R_te] min: 2276.57         max: 2310.59        Avg: 2298.81 (3.50)      | [MSE_tr]  0.2267    | w_noise: [0.323 0.325 0.329 0.351 0.378 0.412 0.428 0.440 0.448 0.455]
Step    2000 (bc17.8)s  | [R_te] min: 2325.46         max: 2377.23        Avg: 2360.88 (5.38)      | [MSE_tr]  0.2167    | w_noise: [0.258 0.257 0.262 0.289 0.330 0.401 0.442 0.478 0.502 0.529]
Step    3000 (bc15.9)s  | [R_te] min: 2521.08         max: 2583.01        Avg: 2553.21 (5.66)      | [MSE_tr]  0.2106    | w_noise: [0.200 0.200 0.204 0.232 0.276 0.363 0.423 0.483 0.535 0.586]
Step    4000 (bc16.8)s  | [R_te] min: 2588.97         max: 2636.26        Avg: 2620.95 (4.28)      | [MSE_tr]  0.2065    | w_noise: [0.155 0.155 0.159 0.187 0.230 0.321 0.392 0.466 0.540 0.627]
Step    5000 (bc16.9)s  | [R_te] min: 2640.36         max: 2705.76        Avg: 2681.30 (5.21)      | [MSE_tr]  0.2040    | w_noise: [0.120 0.121 0.124 0.151 0.193 0.287 0.361 0.443 0.528 0.646]
Step    6000 (bc17.4)s  | [R_te] min: 2551.76         max: 2600.91        Avg: 2576.92 (4.33)      | [MSE_tr]  0.2023    | w_noise: [0.094 0.095 0.098 0.125 0.167 0.260 0.333 0.420 0.511 0.648]
Step    7000 (bc18.4)s  | [R_te] min: 2647.16         max: 2698.53        Avg: 2679.58 (4.40)      | [MSE_tr]  0.2001    | w_noise: [0.074 0.075 0.079 0.106 0.148 0.240 0.312 0.397 0.490 0.638]
Step    8000 (bc18.5)s  | [R_te] min: 2605.49         max: 2641.53        Avg: 2622.91 (3.48)      | [MSE_tr]  0.1992    | w_noise: [0.060 0.061 0.064 0.093 0.134 0.224 0.297 0.379 0.475 0.629]
Step    9000 (bc18.6)s  | [R_te] min: 2743.94         max: 2781.70        Avg: 2760.02 (3.68)      | [MSE_tr]  0.1966    | w_noise: [0.050 0.050 0.054 0.083 0.124 0.211 0.285 0.365 0.460 0.613]
Step   10000 (bc18.5)s  | [R_te] min: 2747.15         max: 2783.63        Avg: 2764.26 (3.45)      | [MSE_tr]  0.1963    | w_noise: [0.042 0.043 0.047 0.075 0.116 0.202 0.276 0.356 0.448 0.604]
