Step       0 (bc0.0)s   | [R_te] min: -1.02           max: 0.34           Avg: -0.40 (0.13)        | [MSE_tr]  0.8188    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc18.2)s  | [R_te] min: 1764.05         max: 1837.43        Avg: 1788.08 (6.63)      | [MSE_tr]  0.5390    | w_noise: [0.326 0.328 0.339 0.398 0.434 0.457 0.463 0.466 0.467 0.469]
Step    2000 (bc18.1)s  | [R_te] min: 2134.74         max: 2175.60        Avg: 2157.88 (3.33)      | [MSE_tr]  0.5011    | w_noise: [0.259 0.262 0.277 0.373 0.464 0.535 0.554 0.568 0.575 0.583]
Step    3000 (bc18.1)s  | [R_te] min: 2634.18         max: 2673.56        Avg: 2655.75 (3.76)      | [MSE_tr]  0.4869    | w_noise: [0.201 0.205 0.219 0.330 0.464 0.603 0.643 0.678 0.690 0.707]
Step    4000 (bc18.1)s  | [R_te] min: 2575.35         max: 2662.81        Avg: 2629.53 (7.45)      | [MSE_tr]  0.4784    | w_noise: [0.155 0.159 0.173 0.288 0.445 0.656 0.730 0.789 0.817 0.849]
Step    5000 (bc18.2)s  | [R_te] min: 2517.11         max: 2573.71        Avg: 2546.18 (5.55)      | [MSE_tr]  0.4735    | w_noise: [0.120 0.124 0.138 0.255 0.421 0.698 0.803 0.906 0.951 1.004]
Step    6000 (bc18.1)s  | [R_te] min: 2805.88         max: 2858.09        Avg: 2827.79 (5.16)      | [MSE_tr]  0.4661    | w_noise: [0.094 0.098 0.112 0.229 0.398 0.721 0.860 1.015 1.086 1.179]
Step    7000 (bc18.2)s  | [R_te] min: 2748.37         max: 2811.85        Avg: 2786.23 (6.61)      | [MSE_tr]  0.4634    | w_noise: [0.075 0.079 0.093 0.208 0.376 0.733 0.898 1.110 1.210 1.363]
Step    8000 (bc18.0)s  | [R_te] min: 2618.27         max: 2663.55        Avg: 2647.14 (4.29)      | [MSE_tr]  0.4586    | w_noise: [0.060 0.064 0.078 0.191 0.357 0.734 0.920 1.194 1.324 1.540]
Step    9000 (bc18.2)s  | [R_te] min: 2689.76         max: 2746.88        Avg: 2715.93 (5.07)      | [MSE_tr]  0.4559    | w_noise: [0.050 0.054 0.069 0.181 0.344 0.727 0.927 1.249 1.411 1.712]
Step   10000 (bc18.2)s  | [R_te] min: 2726.14         max: 2790.52        Avg: 2750.00 (5.83)      | [MSE_tr]  0.4534    | w_noise: [0.042 0.047 0.062 0.173 0.336 0.715 0.928 1.287 1.465 1.858]
Step   11000 (bc18.2)s  | [R_te] min: 2631.27         max: 2694.77        Avg: 2660.38 (5.13)      | [MSE_tr]  0.4507    | w_noise: [0.037 0.041 0.056 0.165 0.325 0.711 0.925 1.298 1.506 1.969]
Step   12000 (bc18.1)s  | [R_te] min: 699.07          max: 2664.24        Avg: 2439.19 (183.54)    | [MSE_tr]  0.4478    | w_noise: [0.033 0.037 0.052 0.159 0.320 0.706 0.923 1.310 1.528 2.049]
Step   13000 (bc18.2)s  | [R_te] min: 2542.87         max: 2604.73        Avg: 2576.85 (5.68)      | [MSE_tr]  0.4467    | w_noise: [0.031 0.035 0.049 0.154 0.314 0.700 0.917 1.314 1.535 2.098]
Step   14000 (bc18.2)s  | [R_te] min: 2655.19         max: 2686.76        Avg: 2670.23 (3.12)      | [MSE_tr]  0.4434    | w_noise: [0.029 0.033 0.047 0.151 0.310 0.689 0.908 1.318 1.532 2.109]
Step   15000 (bc18.2)s  | [R_te] min: 2621.94         max: 2720.62        Avg: 2666.82 (7.74)      | [MSE_tr]  0.4399    | w_noise: [0.027 0.031 0.046 0.148 0.306 0.686 0.900 1.307 1.538 2.127]
Step   16000 (bc18.2)s  | [R_te] min: 2605.29         max: 2698.67        Avg: 2649.53 (9.67)      | [MSE_tr]  0.4387    | w_noise: [0.026 0.030 0.044 0.145 0.301 0.681 0.903 1.309 1.532 2.112]
