Step       0 (bc0.0)s   | [R_te] min: -1.02           max: 0.34           Avg: -0.40 (0.13)        | [MSE_tr]  0.4281    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc19.7)s  | [R_te] min: 2198.81         max: 2247.21        Avg: 2219.32 (4.70)      | [MSE_tr]  0.2279    | w_noise: [0.325 0.326 0.329 0.350 0.376 0.414 0.428 0.440 0.447 0.455]
Step    2000 (bc18.5)s  | [R_te] min: 2312.47         max: 2366.44        Avg: 2326.58 (5.34)      | [MSE_tr]  0.2173    | w_noise: [0.258 0.259 0.264 0.289 0.327 0.401 0.440 0.479 0.501 0.530]
Step    3000 (bc16.3)s  | [R_te] min: 2371.40         max: 2429.46        Avg: 2394.65 (5.41)      | [MSE_tr]  0.2103    | w_noise: [0.200 0.202 0.205 0.232 0.275 0.362 0.423 0.486 0.532 0.589]
Step    4000 (bc16.8)s  | [R_te] min: 2458.16         max: 2551.97        Avg: 2527.45 (8.83)      | [MSE_tr]  0.2068    | w_noise: [0.154 0.156 0.159 0.186 0.229 0.322 0.392 0.470 0.537 0.627]
Step    5000 (bc16.9)s  | [R_te] min: 2457.30         max: 2529.30        Avg: 2499.77 (6.29)      | [MSE_tr]  0.2047    | w_noise: [0.120 0.121 0.124 0.151 0.195 0.285 0.359 0.444 0.527 0.645]
Step    6000 (bc17.8)s  | [R_te] min: 2502.34         max: 2582.16        Avg: 2533.33 (7.60)      | [MSE_tr]  0.2015    | w_noise: [0.094 0.095 0.098 0.126 0.168 0.258 0.334 0.420 0.508 0.646]
Step    7000 (bc19.1)s  | [R_te] min: 2633.09         max: 2706.19        Avg: 2675.49 (6.41)      | [MSE_tr]  0.2006    | w_noise: [0.074 0.076 0.079 0.107 0.148 0.238 0.312 0.400 0.487 0.638]
Step    8000 (bc19.0)s  | [R_te] min: 2437.01         max: 2510.35        Avg: 2475.57 (7.29)      | [MSE_tr]  0.2004    | w_noise: [0.059 0.061 0.064 0.092 0.133 0.221 0.296 0.383 0.472 0.628]
Step    9000 (bc20.0)s  | [R_te] min: 2643.90         max: 2709.59        Avg: 2675.23 (6.22)      | [MSE_tr]  0.1978    | w_noise: [0.049 0.051 0.054 0.083 0.123 0.210 0.283 0.368 0.457 0.616]
Step   10000 (bc19.2)s  | [R_te] min: 2679.32         max: 2722.01        Avg: 2705.56 (3.98)      | [MSE_tr]  0.1963    | w_noise: [0.042 0.043 0.047 0.076 0.116 0.202 0.273 0.357 0.447 0.603]
Step   11000 (bc19.2)s  | [R_te] min: 2615.78         max: 2679.12        Avg: 2647.42 (6.19)      | [MSE_tr]  0.1960    | w_noise: [0.037 0.038 0.041 0.071 0.110 0.193 0.267 0.348 0.437 0.592]
