Step       0 (bc0.0)s   | [R_te] min: 992.28          max: 1002.62        Avg: 997.72 (1.12)       | [MSE_tr]  0.2187   
Step    1000 (bc2.2)s   | [R_te] min: 20.78           max: 275.40         Avg: 128.80 (20.69)      | [MSE_tr]  0.1307   
Step    2000 (bc2.2)s   | [R_te] min: 65.59           max: 187.84         Avg: 131.31 (13.18)      | [MSE_tr]  0.1250   
Step    3000 (bc2.2)s   | [R_te] min: 54.93           max: 415.90         Avg: 235.17 (33.66)      | [MSE_tr]  0.1207   
Step    4000 (bc2.2)s   | [R_te] min: 300.24          max: 846.64         Avg: 432.87 (47.81)      | [MSE_tr]  0.1168   
Step    5000 (bc2.2)s   | [R_te] min: 182.79          max: 968.24         Avg: 506.09 (65.09)      | [MSE_tr]  0.1134   
Step    6000 (bc2.2)s   | [R_te] min: 375.95          max: 2089.89        Avg: 984.73 (154.92)     | [MSE_tr]  0.1107   
Step    7000 (bc2.2)s   | [R_te] min: 276.81          max: 1508.18        Avg: 602.97 (114.27)     | [MSE_tr]  0.1083   
Step    8000 (bc2.2)s   | [R_te] min: 309.25          max: 1859.61        Avg: 512.02 (143.64)     | [MSE_tr]  0.1062   
Step    9000 (bc2.1)s   | [R_te] min: 306.02          max: 2216.58        Avg: 1452.36 (199.15)    | [MSE_tr]  0.1043   
Step   10000 (bc2.0)s   | [R_te] min: 259.18          max: 2437.01        Avg: 1058.53 (263.42)    | [MSE_tr]  0.1026   
Step   11000 (bc2.0)s   | [R_te] min: -138.50         max: 1945.86        Avg: 606.12 (176.19)     | [MSE_tr]  0.1012   
Step   12000 (bc2.0)s   | [R_te] min: 173.48          max: 3091.36        Avg: 808.64 (287.76)     | [MSE_tr]  0.0999   
Step   13000 (bc2.0)s   | [R_te] min: -78.54          max: 3505.53        Avg: 767.44 (317.68)     | [MSE_tr]  0.0984   
Step   14000 (bc2.0)s   | [R_te] min: 51.39           max: 2267.52        Avg: 782.99 (230.01)     | [MSE_tr]  0.0973   
Step   15000 (bc2.2)s   | [R_te] min: 201.25          max: 2190.03        Avg: 790.18 (227.05)     | [MSE_tr]  0.0961   
Step   16000 (bc2.2)s   | [R_te] min: -105.74         max: 2104.61        Avg: 656.37 (207.08)     | [MSE_tr]  0.0951   
