Step       0 (bc0.0)s   | [R_te] min: 79.92           max: 352.78         Avg: 139.56 (33.05)      | [MSE_tr]  0.6962   
Step    1000 (bc5.4)s   | [R_te] min: 341.35          max: 941.70         Avg: 469.42 (58.75)      | [MSE_tr]  0.4099   
Step    2000 (bc5.6)s   | [R_te] min: 220.52          max: 3931.43        Avg: 2190.13 (424.10)    | [MSE_tr]  0.3966   
Step    3000 (bc5.4)s   | [R_te] min: 225.82          max: 1551.13        Avg: 723.74 (127.27)     | [MSE_tr]  0.3911   
Step    4000 (bc5.4)s   | [R_te] min: 483.26          max: 3347.33        Avg: 1401.25 (288.45)    | [MSE_tr]  0.3872   
Step    5000 (bc5.7)s   | [R_te] min: 459.86          max: 1991.33        Avg: 1169.39 (125.66)    | [MSE_tr]  0.3845   
Step    6000 (bc5.5)s   | [R_te] min: 418.85          max: 2588.91        Avg: 1357.65 (179.43)    | [MSE_tr]  0.3830   
Step    7000 (bc6.1)s   | [R_te] min: 216.87          max: 4207.50        Avg: 2331.32 (493.06)    | [MSE_tr]  0.3817   
Step    8000 (bc6.1)s   | [R_te] min: 434.59          max: 4185.06        Avg: 2126.05 (414.99)    | [MSE_tr]  0.3804   
Step    9000 (bc5.4)s   | [R_te] min: 756.41          max: 4022.27        Avg: 2154.74 (390.69)    | [MSE_tr]  0.3795   
Step   10000 (bc5.5)s   | [R_te] min: 403.00          max: 4440.59        Avg: 2299.25 (528.13)    | [MSE_tr]  0.3780   
Step   11000 (bc5.8)s   | [R_te] min: 216.94          max: 1917.09        Avg: 851.44 (178.24)     | [MSE_tr]  0.3781   
Step   12000 (bc5.4)s   | [R_te] min: 174.13          max: 4577.51        Avg: 3021.91 (483.63)    | [MSE_tr]  0.3773   
Step   13000 (bc5.9)s   | [R_te] min: 246.72          max: 4468.41        Avg: 2822.73 (440.86)    | [MSE_tr]  0.3762   
Step   14000 (bc5.5)s   | [R_te] min: 160.63          max: 4179.49        Avg: 2494.12 (404.23)    | [MSE_tr]  0.3755   
Step   15000 (bc5.5)s   | [R_te] min: 227.95          max: 4128.16        Avg: 1307.82 (356.49)    | [MSE_tr]  0.3756   
Step   16000 (bc5.6)s   | [R_te] min: 347.92          max: 4213.25        Avg: 2085.43 (466.84)    | [MSE_tr]  0.3751   
Step   17000 (bc5.3)s   | [R_te] min: 441.56          max: 3363.66        Avg: 1872.13 (350.79)    | [MSE_tr]  0.3738   
