Step       0 (bc0.0)s   | [R_te] min: 43.50           max: 44.79          Avg: 44.16 (0.12)        | [MSE_tr]  0.7030   
Step    1000 (bc5.2)s   | [R_te] min: 2119.93         max: 3723.83        Avg: 2754.04 (170.11)    | [MSE_tr]  0.4111   
Step    2000 (bc5.2)s   | [R_te] min: 1727.54         max: 4134.32        Avg: 3357.52 (272.22)    | [MSE_tr]  0.3967   
Step    3000 (bc5.1)s   | [R_te] min: 266.97          max: 4403.98        Avg: 3456.81 (438.93)    | [MSE_tr]  0.3910   
Step    4000 (bc5.0)s   | [R_te] min: 43.11           max: 4277.98        Avg: 1236.67 (458.74)    | [MSE_tr]  0.3873   
Step    5000 (bc5.0)s   | [R_te] min: 225.72          max: 4338.89        Avg: 2791.88 (522.18)    | [MSE_tr]  0.3846   
Step    6000 (bc5.0)s   | [R_te] min: 242.55          max: 4180.19        Avg: 1851.81 (524.77)    | [MSE_tr]  0.3830   
Step    7000 (bc5.2)s   | [R_te] min: 183.40          max: 4249.44        Avg: 2227.93 (539.89)    | [MSE_tr]  0.3827   
Step    8000 (bc5.1)s   | [R_te] min: 447.98          max: 4085.37        Avg: 3508.40 (340.77)    | [MSE_tr]  0.3811   
Step    9000 (bc5.1)s   | [R_te] min: 175.96          max: 4331.64        Avg: 2294.92 (552.11)    | [MSE_tr]  0.3800   
Step   10000 (bc5.0)s   | [R_te] min: 279.85          max: 3173.85        Avg: 990.63 (329.08)     | [MSE_tr]  0.3804   
Step   11000 (bc5.0)s   | [R_te] min: 195.35          max: 4563.58        Avg: 2408.75 (616.16)    | [MSE_tr]  0.3789   
Step   12000 (bc4.7)s   | [R_te] min: 1883.11         max: 4287.70        Avg: 2738.24 (271.58)    | [MSE_tr]  0.3767   
Step   13000 (bc4.9)s   | [R_te] min: 462.76          max: 4402.19        Avg: 3207.32 (479.84)    | [MSE_tr]  0.3780   
Step   14000 (bc4.8)s   | [R_te] min: 519.72          max: 4439.10        Avg: 3529.70 (440.17)    | [MSE_tr]  0.3777   
Step   15000 (bc4.6)s   | [R_te] min: 286.66          max: 4310.51        Avg: 1933.40 (490.33)    | [MSE_tr]  0.3762   
Step   16000 (bc4.7)s   | [R_te] min: 2012.66         max: 4431.32        Avg: 3635.21 (263.15)    | [MSE_tr]  0.3764   
Step   17000 (bc4.7)s   | [R_te] min: 347.41          max: 4334.17        Avg: 2530.67 (546.64)    | [MSE_tr]  0.3760   
Step   18000 (bc4.6)s   | [R_te] min: 322.75          max: 3717.32        Avg: 1258.11 (337.05)    | [MSE_tr]  0.3760   
Step   19000 (bc4.9)s   | [R_te] min: 222.67          max: 3287.46        Avg: 1351.40 (335.23)    | [MSE_tr]  0.3754   
Step   20000 (bc5.1)s   | [R_te] min: 354.36          max: 4262.25        Avg: 1979.36 (456.85)    | [MSE_tr]  0.3754   
Step   21000 (bc4.8)s   | [R_te] min: 335.93          max: 4012.36        Avg: 1816.42 (461.79)    | [MSE_tr]  0.3753   
Step   22000 (bc4.8)s   | [R_te] min: 256.05          max: 4214.11        Avg: 1422.88 (408.85)    | [MSE_tr]  0.3749   
Step   23000 (bc4.7)s   | [R_te] min: 462.50          max: 4292.68        Avg: 2407.07 (498.62)    | [MSE_tr]  0.3746   
Step   24000 (bc4.7)s   | [R_te] min: 378.39          max: 4444.47        Avg: 2139.36 (442.97)    | [MSE_tr]  0.3738   
Step   25000 (bc4.7)s   | [R_te] min: 37.71           max: 4165.53        Avg: 1678.98 (441.35)    | [MSE_tr]  0.3746   
