Step       0 (bc0.0)s   | [R_te] min: 19.96           max: 20.77          Avg: 20.28 (0.07)        | [MSE_tr]  0.5009   
Step  409000 (bc5.6)s   | [R_te] min: 288.10          max: 4058.23        Avg: 1403.35 (457.66)    | [MSE_tr]  0.2279   
Step  410000 (bc5.5)s   | [R_te] min: 267.07          max: 4481.88        Avg: 1056.75 (390.77)    | [MSE_tr]  0.2277   
Step  411000 (bc5.5)s   | [R_te] min: 231.91          max: 575.67         Avg: 444.72 (32.97)      | [MSE_tr]  0.2278   
Step  412000 (bc5.4)s   | [R_te] min: 284.86          max: 3903.33        Avg: 1048.46 (391.35)    | [MSE_tr]  0.2279   
Step  413000 (bc5.4)s   | [R_te] min: 252.29          max: 1780.60        Avg: 772.35 (152.82)     | [MSE_tr]  0.2278   
Step  414000 (bc5.4)s   | [R_te] min: 240.13          max: 3368.78        Avg: 984.92 (302.97)     | [MSE_tr]  0.2279   
Step  415000 (bc5.4)s   | [R_te] min: 256.87          max: 970.94         Avg: 462.39 (75.24)      | [MSE_tr]  0.2278   
Step  416000 (bc5.4)s   | [R_te] min: 286.72          max: 892.59         Avg: 472.82 (62.26)      | [MSE_tr]  0.2275   
Step  417000 (bc5.4)s   | [R_te] min: 257.76          max: 1794.37        Avg: 817.62 (170.63)     | [MSE_tr]  0.2276   
Step  418000 (bc5.3)s   | [R_te] min: 235.05          max: 4485.04        Avg: 1308.42 (391.16)    | [MSE_tr]  0.2278   
Step  419000 (bc5.3)s   | [R_te] min: 217.23          max: 1196.47        Avg: 497.38 (83.98)      | [MSE_tr]  0.2278   
Step  420000 (bc5.4)s   | [R_te] min: 261.32          max: 3110.53        Avg: 865.31 (260.71)     | [MSE_tr]  0.2274   
Step  421000 (bc5.6)s   | [R_te] min: 266.24          max: 1187.08        Avg: 537.53 (74.09)      | [MSE_tr]  0.2278   
Step  422000 (bc5.5)s   | [R_te] min: 277.42          max: 1188.26        Avg: 544.87 (89.28)      | [MSE_tr]  0.2276   
Step  423000 (bc5.5)s   | [R_te] min: 307.31          max: 952.25         Avg: 554.03 (67.40)      | [MSE_tr]  0.2280   
Step  424000 (bc5.5)s   | [R_te] min: 220.11          max: 574.36         Avg: 376.83 (35.12)      | [MSE_tr]  0.2279   
Step  425000 (bc5.4)s   | [R_te] min: 233.48          max: 556.75         Avg: 358.80 (35.21)      | [MSE_tr]  0.2281   
Step  426000 (bc5.4)s   | [R_te] min: 279.31          max: 1053.86        Avg: 602.51 (74.07)      | [MSE_tr]  0.2279   
Step  427000 (bc5.4)s   | [R_te] min: 266.95          max: 1824.77        Avg: 767.16 (168.76)     | [MSE_tr]  0.2278   
Step  428000 (bc5.5)s   | [R_te] min: 301.21          max: 2919.69        Avg: 827.77 (253.68)     | [MSE_tr]  0.2278   
Step  429000 (bc5.4)s   | [R_te] min: 250.35          max: 2222.97        Avg: 684.13 (169.45)     | [MSE_tr]  0.2278   
Step  430000 (bc5.4)s   | [R_te] min: 237.97          max: 1914.43        Avg: 750.12 (189.77)     | [MSE_tr]  0.2278   
Step  431000 (bc5.4)s   | [R_te] min: 275.04          max: 2247.46        Avg: 627.06 (173.51)     | [MSE_tr]  0.2278   
Step  432000 (bc5.4)s   | [R_te] min: 229.26          max: 886.73         Avg: 373.54 (61.62)      | [MSE_tr]  0.2278   
Step  433000 (bc5.5)s   | [R_te] min: 218.67          max: 3397.44        Avg: 675.15 (288.54)     | [MSE_tr]  0.2279   
Step  434000 (bc5.4)s   | [R_te] min: 222.11          max: 1931.75        Avg: 876.67 (180.01)     | [MSE_tr]  0.2280   
Step  435000 (bc5.4)s   | [R_te] min: 308.41          max: 1683.48        Avg: 596.42 (117.47)     | [MSE_tr]  0.2278   
Step  436000 (bc5.2)s   | [R_te] min: 311.52          max: 1632.87        Avg: 691.50 (120.87)     | [MSE_tr]  0.2282   
Step  437000 (bc5.2)s   | [R_te] min: 268.28          max: 872.63         Avg: 516.60 (64.25)      | [MSE_tr]  0.2280   
Step  438000 (bc5.3)s   | [R_te] min: 262.03          max: 1220.21        Avg: 582.27 (94.20)      | [MSE_tr]  0.2282   
Step  439000 (bc5.3)s   | [R_te] min: 230.20          max: 1396.37        Avg: 657.37 (96.51)      | [MSE_tr]  0.2280   
Step  440000 (bc5.3)s   | [R_te] min: 193.59          max: 1163.81        Avg: 505.06 (80.29)      | [MSE_tr]  0.2280   
Step  441000 (bc5.2)s   | [R_te] min: 236.00          max: 1683.58        Avg: 638.38 (148.56)     | [MSE_tr]  0.2286   
Step  442000 (bc5.2)s   | [R_te] min: 239.35          max: 2798.74        Avg: 776.29 (222.29)     | [MSE_tr]  0.2281   
Step  443000 (bc5.2)s   | [R_te] min: 196.06          max: 3187.89        Avg: 1016.99 (309.21)    | [MSE_tr]  0.2282   
Step  444000 (bc5.1)s   | [R_te] min: 252.30          max: 3265.46        Avg: 865.63 (300.26)     | [MSE_tr]  0.2282   
Step  445000 (bc5.2)s   | [R_te] min: 248.63          max: 746.30         Avg: 416.78 (55.76)      | [MSE_tr]  0.2282   
Step  446000 (bc5.2)s   | [R_te] min: 370.38          max: 3630.22        Avg: 989.38 (295.69)     | [MSE_tr]  0.2280   
Step  447000 (bc5.2)s   | [R_te] min: 264.36          max: 599.05         Avg: 434.54 (35.49)      | [MSE_tr]  0.2279   
Step  448000 (bc5.2)s   | [R_te] min: 272.06          max: 741.49         Avg: 411.26 (41.22)      | [MSE_tr]  0.2277   
Step  449000 (bc5.2)s   | [R_te] min: 285.61          max: 3319.56        Avg: 789.85 (273.71)     | [MSE_tr]  0.2280   
Step  450000 (bc5.1)s   | [R_te] min: 59.36           max: 4261.60        Avg: 1150.91 (477.45)    | [MSE_tr]  0.2277   
Step  451000 (bc5.1)s   | [R_te] min: 265.06          max: 1536.40        Avg: 623.17 (138.79)     | [MSE_tr]  0.2284   
Step  452000 (bc5.1)s   | [R_te] min: 175.84          max: 805.06         Avg: 464.56 (65.26)      | [MSE_tr]  0.2278   
Step  453000 (bc5.2)s   | [R_te] min: 231.94          max: 505.73         Avg: 405.53 (26.45)      | [MSE_tr]  0.2280   
Step  454000 (bc5.1)s   | [R_te] min: 288.75          max: 2114.07        Avg: 654.59 (165.39)     | [MSE_tr]  0.2282   
Step  455000 (bc5.1)s   | [R_te] min: 247.64          max: 764.41         Avg: 545.47 (39.13)      | [MSE_tr]  0.2282   
Step  456000 (bc5.1)s   | [R_te] min: 139.37          max: 2274.24        Avg: 575.38 (184.70)     | [MSE_tr]  0.2285   
Step  457000 (bc5.2)s   | [R_te] min: 268.36          max: 1117.83        Avg: 556.62 (79.26)      | [MSE_tr]  0.2288   
Step  458000 (bc5.1)s   | [R_te] min: 250.35          max: 1017.99        Avg: 466.19 (76.03)      | [MSE_tr]  0.2286   
Step  459000 (bc5.1)s   | [R_te] min: 273.50          max: 1130.50        Avg: 546.01 (81.28)      | [MSE_tr]  0.2280   
Step  460000 (bc5.1)s   | [R_te] min: 288.81          max: 2280.66        Avg: 803.28 (196.48)     | [MSE_tr]  0.2286   
Step  461000 (bc5.2)s   | [R_te] min: 246.99          max: 2549.98        Avg: 860.88 (232.95)     | [MSE_tr]  0.2281   
Step  462000 (bc5.2)s   | [R_te] min: 209.62          max: 3522.16        Avg: 799.64 (295.59)     | [MSE_tr]  0.2282   
Step  463000 (bc5.2)s   | [R_te] min: 255.39          max: 2090.08        Avg: 525.60 (166.87)     | [MSE_tr]  0.2284   
Step  464000 (bc5.1)s   | [R_te] min: 259.54          max: 806.95         Avg: 480.31 (57.52)      | [MSE_tr]  0.2283   
Step  465000 (bc5.1)s   | [R_te] min: 245.36          max: 2146.43        Avg: 595.66 (172.76)     | [MSE_tr]  0.2284   
Step  466000 (bc5.1)s   | [R_te] min: 148.59          max: 901.82         Avg: 482.46 (65.13)      | [MSE_tr]  0.2280   
Step  467000 (bc5.2)s   | [R_te] min: 228.15          max: 1788.42        Avg: 558.65 (140.37)     | [MSE_tr]  0.2282   
Step  468000 (bc5.1)s   | [R_te] min: 294.01          max: 532.10         Avg: 403.37 (26.11)      | [MSE_tr]  0.2279   
Step  469000 (bc5.2)s   | [R_te] min: 235.75          max: 546.85         Avg: 431.92 (32.92)      | [MSE_tr]  0.2283   
Step  470000 (bc5.2)s   | [R_te] min: 243.73          max: 4283.07        Avg: 1782.14 (467.67)    | [MSE_tr]  0.2285   
Step  471000 (bc5.3)s   | [R_te] min: 273.62          max: 594.23         Avg: 431.10 (34.06)      | [MSE_tr]  0.2284   
Step  472000 (bc5.2)s   | [R_te] min: 217.33          max: 877.15         Avg: 495.18 (60.82)      | [MSE_tr]  0.2284   
Step  473000 (bc5.2)s   | [R_te] min: 319.28          max: 1077.34        Avg: 581.30 (63.82)      | [MSE_tr]  0.2286   
Step  474000 (bc5.2)s   | [R_te] min: 255.17          max: 3316.92        Avg: 913.89 (288.11)     | [MSE_tr]  0.2282   
Step  475000 (bc5.5)s   | [R_te] min: 248.34          max: 2983.86        Avg: 935.26 (308.07)     | [MSE_tr]  0.2282   
Step  476000 (bc5.5)s   | [R_te] min: 255.76          max: 4443.61        Avg: 1408.14 (450.84)    | [MSE_tr]  0.2285   
Step  477000 (bc5.6)s   | [R_te] min: 270.56          max: 3172.10        Avg: 861.40 (260.57)     | [MSE_tr]  0.2285   
Step  478000 (bc5.4)s   | [R_te] min: 272.50          max: 1457.84        Avg: 645.27 (137.10)     | [MSE_tr]  0.2284   
Step  479000 (bc5.5)s   | [R_te] min: 313.26          max: 553.92         Avg: 477.06 (20.96)      | [MSE_tr]  0.2283   
Step  480000 (bc5.4)s   | [R_te] min: 235.96          max: 2329.82        Avg: 525.12 (191.72)     | [MSE_tr]  0.2285   
Step  481000 (bc5.2)s   | [R_te] min: 271.66          max: 1845.31        Avg: 572.07 (142.31)     | [MSE_tr]  0.2284   
Step  482000 (bc5.3)s   | [R_te] min: 228.20          max: 910.79         Avg: 373.17 (60.31)      | [MSE_tr]  0.2277   
Step  483000 (bc5.2)s   | [R_te] min: 118.81          max: 1863.99        Avg: 662.33 (163.11)     | [MSE_tr]  0.2283   
Step  484000 (bc5.3)s   | [R_te] min: 279.98          max: 619.88         Avg: 455.01 (34.62)      | [MSE_tr]  0.2283   
Step  485000 (bc5.3)s   | [R_te] min: 235.58          max: 4019.58        Avg: 1107.23 (331.83)    | [MSE_tr]  0.2283   
Step  486000 (bc5.2)s   | [R_te] min: 274.51          max: 1171.75        Avg: 573.63 (100.52)     | [MSE_tr]  0.2285   
Step  487000 (bc5.1)s   | [R_te] min: 292.82          max: 551.04         Avg: 404.31 (27.83)      | [MSE_tr]  0.2284   
Step  488000 (bc5.1)s   | [R_te] min: 249.97          max: 2243.76        Avg: 591.92 (177.42)     | [MSE_tr]  0.2284   
Step  489000 (bc5.1)s   | [R_te] min: 228.79          max: 1990.39        Avg: 579.40 (158.79)     | [MSE_tr]  0.2283   
Step  490000 (bc5.1)s   | [R_te] min: 237.78          max: 3831.84        Avg: 930.00 (322.75)     | [MSE_tr]  0.2284   
Step  491000 (bc5.1)s   | [R_te] min: 233.13          max: 914.22         Avg: 386.55 (64.30)      | [MSE_tr]  0.2282   
Step  492000 (bc5.0)s   | [R_te] min: 300.04          max: 3875.30        Avg: 951.90 (331.57)     | [MSE_tr]  0.2279   
Step  493000 (bc5.1)s   | [R_te] min: 246.98          max: 1474.60        Avg: 603.83 (111.84)     | [MSE_tr]  0.2283   
Step  494000 (bc5.2)s   | [R_te] min: 276.31          max: 1080.65        Avg: 556.21 (68.68)      | [MSE_tr]  0.2284   
Step  495000 (bc5.2)s   | [R_te] min: 233.38          max: 702.19         Avg: 414.68 (44.24)      | [MSE_tr]  0.2285   
Step  496000 (bc5.2)s   | [R_te] min: 240.39          max: 3047.77        Avg: 708.73 (249.25)     | [MSE_tr]  0.2281   
Step  497000 (bc5.1)s   | [R_te] min: 247.19          max: 1933.01        Avg: 690.50 (177.87)     | [MSE_tr]  0.2281   
Step  498000 (bc5.1)s   | [R_te] min: 74.87           max: 870.10         Avg: 401.53 (69.79)      | [MSE_tr]  0.2284   
Step  499000 (bc5.1)s   | [R_te] min: 257.82          max: 2739.84        Avg: 1033.41 (231.97)    | [MSE_tr]  0.2282   
Step  500000 (bc5.1)s   | [R_te] min: 300.11          max: 2865.26        Avg: 927.36 (283.14)     | [MSE_tr]  0.2283   
Step  501000 (bc5.1)s   | [R_te] min: 341.13          max: 4426.44        Avg: 1126.86 (429.43)    | [MSE_tr]  0.2284   
Step  502000 (bc5.2)s   | [R_te] min: 231.47          max: 4289.66        Avg: 809.12 (370.53)     | [MSE_tr]  0.2287   
Step  503000 (bc5.1)s   | [R_te] min: 241.27          max: 615.09         Avg: 382.35 (40.59)      | [MSE_tr]  0.2284   
Step  504000 (bc5.1)s   | [R_te] min: 282.00          max: 3806.59        Avg: 938.88 (330.40)     | [MSE_tr]  0.2281   
Step  505000 (bc5.1)s   | [R_te] min: 224.38          max: 3136.63        Avg: 714.14 (257.94)     | [MSE_tr]  0.2280   
Step  506000 (bc5.1)s   | [R_te] min: 271.51          max: 784.67         Avg: 536.47 (43.03)      | [MSE_tr]  0.2286   
Step  507000 (bc5.2)s   | [R_te] min: 235.63          max: 2331.50        Avg: 621.97 (188.08)     | [MSE_tr]  0.2284   
Step  508000 (bc5.2)s   | [R_te] min: 221.67          max: 2672.34        Avg: 870.18 (284.70)     | [MSE_tr]  0.2288   
Step  509000 (bc5.2)s   | [R_te] min: 218.18          max: 1210.84        Avg: 585.35 (88.46)      | [MSE_tr]  0.2282   
Step  510000 (bc5.1)s   | [R_te] min: 275.92          max: 1134.50        Avg: 502.78 (86.32)      | [MSE_tr]  0.2282   
Step  511000 (bc5.1)s   | [R_te] min: 283.64          max: 743.22         Avg: 469.23 (44.13)      | [MSE_tr]  0.2283   
Step  512000 (bc5.1)s   | [R_te] min: 441.99          max: 4314.13        Avg: 1349.12 (441.86)    | [MSE_tr]  0.2285   
Step  513000 (bc5.2)s   | [R_te] min: 249.76          max: 1258.30        Avg: 637.57 (88.96)      | [MSE_tr]  0.2282   
Step  514000 (bc5.2)s   | [R_te] min: 271.52          max: 2916.65        Avg: 874.02 (253.66)     | [MSE_tr]  0.2282   
Step  515000 (bc5.3)s   | [R_te] min: 205.54          max: 877.05         Avg: 525.23 (58.49)      | [MSE_tr]  0.2280   
Step  516000 (bc5.3)s   | [R_te] min: 223.20          max: 2548.81        Avg: 594.83 (212.59)     | [MSE_tr]  0.2285   
Step  517000 (bc5.3)s   | [R_te] min: 349.13          max: 1492.84        Avg: 629.24 (106.00)     | [MSE_tr]  0.2281   
Step  518000 (bc5.3)s   | [R_te] min: 322.27          max: 785.15         Avg: 515.60 (43.55)      | [MSE_tr]  0.2281   
Step  519000 (bc5.3)s   | [R_te] min: 281.09          max: 3350.89        Avg: 1178.97 (387.14)    | [MSE_tr]  0.2283   
Step  520000 (bc5.3)s   | [R_te] min: 280.65          max: 2078.09        Avg: 749.34 (189.40)     | [MSE_tr]  0.2284   
Step  521000 (bc5.4)s   | [R_te] min: 234.92          max: 1532.22        Avg: 652.56 (109.89)     | [MSE_tr]  0.2289   
Step  522000 (bc5.3)s   | [R_te] min: 313.63          max: 1226.82        Avg: 588.31 (99.08)      | [MSE_tr]  0.2284   
Step  523000 (bc5.2)s   | [R_te] min: 281.53          max: 812.62         Avg: 493.64 (48.73)      | [MSE_tr]  0.2281   
Step  524000 (bc5.2)s   | [R_te] min: 273.61          max: 1003.99        Avg: 561.71 (78.30)      | [MSE_tr]  0.2284   
Step  525000 (bc5.1)s   | [R_te] min: 282.13          max: 767.53         Avg: 431.16 (45.85)      | [MSE_tr]  0.2281   
Step  526000 (bc5.1)s   | [R_te] min: 187.03          max: 2187.77        Avg: 805.64 (221.00)     | [MSE_tr]  0.2285   
Step  527000 (bc5.1)s   | [R_te] min: 222.10          max: 2806.78        Avg: 971.41 (289.30)     | [MSE_tr]  0.2284   
Step  528000 (bc5.1)s   | [R_te] min: 176.59          max: 1036.06        Avg: 459.06 (88.43)      | [MSE_tr]  0.2287   
Step  529000 (bc5.2)s   | [R_te] min: 236.68          max: 702.20         Avg: 405.17 (41.53)      | [MSE_tr]  0.2285   
Step  530000 (bc5.2)s   | [R_te] min: 251.60          max: 1322.47        Avg: 635.57 (93.65)      | [MSE_tr]  0.2283   
Step  531000 (bc5.2)s   | [R_te] min: 256.69          max: 2583.12        Avg: 866.26 (219.35)     | [MSE_tr]  0.2288   
Step  532000 (bc5.2)s   | [R_te] min: 173.43          max: 846.89         Avg: 449.83 (55.96)      | [MSE_tr]  0.2284   
Step  533000 (bc5.3)s   | [R_te] min: 249.96          max: 1475.15        Avg: 530.35 (110.62)     | [MSE_tr]  0.2286   
Step  534000 (bc5.2)s   | [R_te] min: 297.18          max: 1896.37        Avg: 870.86 (166.06)     | [MSE_tr]  0.2281   
Step  535000 (bc5.1)s   | [R_te] min: 229.24          max: 3165.13        Avg: 659.12 (267.33)     | [MSE_tr]  0.2282   
Step  536000 (bc5.2)s   | [R_te] min: 228.47          max: 3174.12        Avg: 851.41 (263.14)     | [MSE_tr]  0.2286   
Step  537000 (bc5.2)s   | [R_te] min: 253.06          max: 1243.54        Avg: 625.85 (101.55)     | [MSE_tr]  0.2282   
Step  538000 (bc5.2)s   | [R_te] min: 213.84          max: 3695.57        Avg: 721.75 (318.49)     | [MSE_tr]  0.2282   
Step  539000 (bc5.2)s   | [R_te] min: 231.59          max: 3994.83        Avg: 949.54 (345.22)     | [MSE_tr]  0.2285   
Step  540000 (bc5.1)s   | [R_te] min: 257.59          max: 992.78         Avg: 485.34 (74.53)      | [MSE_tr]  0.2285   
Step  541000 (bc5.1)s   | [R_te] min: 351.58          max: 880.74         Avg: 541.27 (43.43)      | [MSE_tr]  0.2282   
Step  542000 (bc5.1)s   | [R_te] min: 234.43          max: 977.45         Avg: 578.33 (70.35)      | [MSE_tr]  0.2285   
Step  543000 (bc5.2)s   | [R_te] min: 247.75          max: 825.57         Avg: 494.61 (61.64)      | [MSE_tr]  0.2281   
Step  544000 (bc5.2)s   | [R_te] min: 287.78          max: 1427.63        Avg: 557.36 (97.78)      | [MSE_tr]  0.2280   
Step  545000 (bc5.2)s   | [R_te] min: 213.78          max: 2034.29        Avg: 543.36 (169.30)     | [MSE_tr]  0.2281   
Step  546000 (bc5.1)s   | [R_te] min: 224.45          max: 2127.47        Avg: 732.88 (214.52)     | [MSE_tr]  0.2282   
Step  547000 (bc5.1)s   | [R_te] min: 268.57          max: 1089.61        Avg: 615.61 (80.74)      | [MSE_tr]  0.2279   
Step  548000 (bc5.2)s   | [R_te] min: 276.82          max: 990.86         Avg: 485.29 (74.74)      | [MSE_tr]  0.2287   
Step  549000 (bc5.2)s   | [R_te] min: 234.53          max: 728.10         Avg: 447.65 (51.63)      | [MSE_tr]  0.2280   
Step  550000 (bc4.7)s   | [R_te] min: 268.33          max: 1714.66        Avg: 605.96 (122.13)     | [MSE_tr]  0.2285   
Step  551000 (bc4.7)s   | [R_te] min: 210.58          max: 806.34         Avg: 393.48 (51.98)      | [MSE_tr]  0.2284   
Step  552000 (bc4.8)s   | [R_te] min: 442.03          max: 3172.64        Avg: 895.57 (247.01)     | [MSE_tr]  0.2286   
Step  553000 (bc4.8)s   | [R_te] min: 232.55          max: 2021.67        Avg: 614.86 (154.01)     | [MSE_tr]  0.2286   
Step  554000 (bc4.8)s   | [R_te] min: 260.45          max: 749.07         Avg: 442.75 (41.21)      | [MSE_tr]  0.2283   
Step  555000 (bc4.8)s   | [R_te] min: 193.96          max: 1734.90        Avg: 700.93 (141.53)     | [MSE_tr]  0.2282   
Step  556000 (bc4.8)s   | [R_te] min: 256.52          max: 1394.53        Avg: 649.77 (119.68)     | [MSE_tr]  0.2283   
Step  557000 (bc4.8)s   | [R_te] min: 229.47          max: 2204.11        Avg: 763.01 (217.42)     | [MSE_tr]  0.2286   
Step  558000 (bc4.9)s   | [R_te] min: 248.15          max: 2895.12        Avg: 719.48 (236.49)     | [MSE_tr]  0.2284   
Step  559000 (bc4.8)s   | [R_te] min: 238.17          max: 1363.12        Avg: 591.96 (109.78)     | [MSE_tr]  0.2283   
Step  560000 (bc4.8)s   | [R_te] min: 215.33          max: 675.05         Avg: 419.56 (36.01)      | [MSE_tr]  0.2285   
Step  561000 (bc4.8)s   | [R_te] min: 216.41          max: 1265.38        Avg: 437.27 (97.83)      | [MSE_tr]  0.2283   
Step  562000 (bc4.8)s   | [R_te] min: 248.29          max: 715.40         Avg: 499.21 (50.76)      | [MSE_tr]  0.2288   
Step  563000 (bc4.8)s   | [R_te] min: 287.19          max: 2890.20        Avg: 938.71 (251.53)     | [MSE_tr]  0.2285   
Step  564000 (bc4.8)s   | [R_te] min: 246.68          max: 1803.52        Avg: 647.00 (134.13)     | [MSE_tr]  0.2286   
Step  565000 (bc4.8)s   | [R_te] min: 270.02          max: 1314.87        Avg: 532.51 (88.74)      | [MSE_tr]  0.2285   
Step  566000 (bc4.8)s   | [R_te] min: 339.21          max: 912.72         Avg: 559.25 (46.20)      | [MSE_tr]  0.2281   
Step  567000 (bc4.8)s   | [R_te] min: 280.06          max: 2062.25        Avg: 737.49 (173.97)     | [MSE_tr]  0.2282   
Step  568000 (bc4.8)s   | [R_te] min: 215.98          max: 1030.57        Avg: 550.81 (86.38)      | [MSE_tr]  0.2285   
Step  569000 (bc4.8)s   | [R_te] min: 218.61          max: 620.09         Avg: 428.99 (39.59)      | [MSE_tr]  0.2282   
Step  570000 (bc4.7)s   | [R_te] min: 290.25          max: 2008.90        Avg: 813.00 (195.26)     | [MSE_tr]  0.2285   
Step  571000 (bc4.8)s   | [R_te] min: 248.18          max: 1390.98        Avg: 716.68 (129.64)     | [MSE_tr]  0.2289   
Step  572000 (bc4.9)s   | [R_te] min: 284.24          max: 2554.70        Avg: 699.64 (203.56)     | [MSE_tr]  0.2287   
Step  573000 (bc4.8)s   | [R_te] min: 383.66          max: 1708.61        Avg: 666.85 (122.37)     | [MSE_tr]  0.2284   
Step  574000 (bc4.8)s   | [R_te] min: 264.82          max: 4324.79        Avg: 1427.97 (409.97)    | [MSE_tr]  0.2284   
Step  575000 (bc4.8)s   | [R_te] min: 148.98          max: 2851.70        Avg: 921.65 (246.56)     | [MSE_tr]  0.2292   
Step  576000 (bc4.8)s   | [R_te] min: 369.34          max: 1137.99        Avg: 591.15 (72.39)      | [MSE_tr]  0.2287   
Step  577000 (bc4.8)s   | [R_te] min: 221.65          max: 4345.83        Avg: 1025.80 (377.77)    | [MSE_tr]  0.2283   
Step  578000 (bc4.8)s   | [R_te] min: 279.31          max: 854.91         Avg: 486.72 (48.88)      | [MSE_tr]  0.2284   
Step  579000 (bc4.8)s   | [R_te] min: 241.33          max: 2901.42        Avg: 848.64 (256.59)     | [MSE_tr]  0.2289   
Step  580000 (bc4.8)s   | [R_te] min: 339.83          max: 2426.34        Avg: 853.60 (184.95)     | [MSE_tr]  0.2287   
Step  581000 (bc4.8)s   | [R_te] min: 228.47          max: 3949.35        Avg: 1085.87 (331.22)    | [MSE_tr]  0.2287   
Step  582000 (bc4.8)s   | [R_te] min: 313.19          max: 1758.27        Avg: 651.76 (139.21)     | [MSE_tr]  0.2285   
Step  583000 (bc4.8)s   | [R_te] min: 246.63          max: 1847.78        Avg: 587.20 (157.94)     | [MSE_tr]  0.2286   
Step  584000 (bc5.2)s   | [R_te] min: 233.05          max: 935.16         Avg: 427.07 (61.47)      | [MSE_tr]  0.2289   
Step  585000 (bc5.1)s   | [R_te] min: 239.56          max: 1427.26        Avg: 848.36 (132.02)     | [MSE_tr]  0.2289   
Step  586000 (bc5.1)s   | [R_te] min: 251.75          max: 635.61         Avg: 434.52 (45.43)      | [MSE_tr]  0.2287   
Step  587000 (bc5.1)s   | [R_te] min: 270.85          max: 1910.71        Avg: 667.78 (145.10)     | [MSE_tr]  0.2291   
Step  588000 (bc5.1)s   | [R_te] min: 272.09          max: 561.56         Avg: 429.40 (35.05)      | [MSE_tr]  0.2287   
Step  589000 (bc5.1)s   | [R_te] min: 200.28          max: 2647.96        Avg: 661.54 (220.65)     | [MSE_tr]  0.2288   
Step  590000 (bc5.1)s   | [R_te] min: 189.94          max: 1036.81        Avg: 477.38 (77.21)      | [MSE_tr]  0.2287   
Step  591000 (bc5.0)s   | [R_te] min: 280.22          max: 2040.25        Avg: 765.43 (153.52)     | [MSE_tr]  0.2287   
Step  592000 (bc5.1)s   | [R_te] min: 259.12          max: 3679.66        Avg: 811.60 (306.86)     | [MSE_tr]  0.2288   
Step  593000 (bc5.1)s   | [R_te] min: 296.07          max: 864.71         Avg: 514.73 (56.14)      | [MSE_tr]  0.2288   
Step  594000 (bc5.1)s   | [R_te] min: 288.86          max: 3172.37        Avg: 1310.70 (285.57)    | [MSE_tr]  0.2290   
Step  595000 (bc5.1)s   | [R_te] min: 243.53          max: 1379.32        Avg: 608.51 (115.50)     | [MSE_tr]  0.2284   
Step  596000 (bc5.1)s   | [R_te] min: 245.21          max: 3132.49        Avg: 940.57 (320.24)     | [MSE_tr]  0.2291   
Step  597000 (bc5.1)s   | [R_te] min: 225.89          max: 1277.15        Avg: 627.50 (99.33)      | [MSE_tr]  0.2288   
Step  598000 (bc5.1)s   | [R_te] min: 207.68          max: 1990.40        Avg: 672.85 (148.94)     | [MSE_tr]  0.2290   
Step  599000 (bc5.1)s   | [R_te] min: 347.58          max: 931.11         Avg: 562.97 (59.47)      | [MSE_tr]  0.2289   
Step  600000 (bc5.1)s   | [R_te] min: 237.99          max: 3808.21        Avg: 875.81 (341.03)     | [MSE_tr]  0.2291   
Step  601000 (bc5.2)s   | [R_te] min: 379.13          max: 4195.23        Avg: 1263.29 (378.03)    | [MSE_tr]  0.2287   
Step  602000 (bc5.2)s   | [R_te] min: 344.75          max: 1543.52        Avg: 581.49 (107.80)     | [MSE_tr]  0.2286   
Step  603000 (bc5.3)s   | [R_te] min: 236.86          max: 3319.47        Avg: 701.76 (279.95)     | [MSE_tr]  0.2287   
Step  604000 (bc5.2)s   | [R_te] min: 251.54          max: 573.93         Avg: 362.50 (34.62)      | [MSE_tr]  0.2291   
Step  605000 (bc5.3)s   | [R_te] min: 256.36          max: 871.29         Avg: 502.20 (63.90)      | [MSE_tr]  0.2289   
Step  606000 (bc5.3)s   | [R_te] min: 212.82          max: 4045.26        Avg: 957.42 (368.87)     | [MSE_tr]  0.2290   
Step  607000 (bc5.3)s   | [R_te] min: 242.38          max: 2357.46        Avg: 580.57 (189.16)     | [MSE_tr]  0.2289   
Step  608000 (bc5.3)s   | [R_te] min: 300.20          max: 2045.18        Avg: 737.58 (186.31)     | [MSE_tr]  0.2290   
Step  609000 (bc5.2)s   | [R_te] min: 208.70          max: 1500.41        Avg: 577.47 (138.81)     | [MSE_tr]  0.2290   
Step  610000 (bc5.2)s   | [R_te] min: 215.55          max: 3339.48        Avg: 864.25 (292.99)     | [MSE_tr]  0.2287   
Step  611000 (bc5.2)s   | [R_te] min: 201.46          max: 3904.71        Avg: 964.34 (361.57)     | [MSE_tr]  0.2290   
Step  612000 (bc5.2)s   | [R_te] min: 256.53          max: 760.64         Avg: 505.18 (42.47)      | [MSE_tr]  0.2290   
Step  613000 (bc5.3)s   | [R_te] min: 211.17          max: 622.28         Avg: 446.29 (41.56)      | [MSE_tr]  0.2290   
Step  614000 (bc5.3)s   | [R_te] min: 235.28          max: 1470.81        Avg: 522.88 (107.55)     | [MSE_tr]  0.2286   
Step  615000 (bc5.2)s   | [R_te] min: 313.64          max: 2369.56        Avg: 911.25 (220.28)     | [MSE_tr]  0.2287   
Step  616000 (bc5.3)s   | [R_te] min: 340.60          max: 1101.69        Avg: 598.15 (74.01)      | [MSE_tr]  0.2291   
