Step       0 (bc0.0)s   | [R_te] min: 19.96           max: 20.77          Avg: 20.28 (0.07)        | [MSE_tr]  0.5009   
Step  202000 (bc5.1)s   | [R_te] min: 195.14          max: 3458.64        Avg: 1001.27 (376.06)    | [MSE_tr]  0.2223   
Step  203000 (bc5.1)s   | [R_te] min: 271.87          max: 4383.22        Avg: 1115.99 (361.46)    | [MSE_tr]  0.2223   
Step  204000 (bc5.1)s   | [R_te] min: 431.00          max: 3785.75        Avg: 1256.59 (331.80)    | [MSE_tr]  0.2227   
Step  205000 (bc5.1)s   | [R_te] min: 252.17          max: 4480.57        Avg: 1596.20 (569.91)    | [MSE_tr]  0.2227   
Step  206000 (bc5.1)s   | [R_te] min: 320.27          max: 4325.35        Avg: 1079.26 (380.23)    | [MSE_tr]  0.2225   
Step  207000 (bc5.3)s   | [R_te] min: 333.67          max: 2169.55        Avg: 769.52 (175.39)     | [MSE_tr]  0.2225   
Step  208000 (bc5.2)s   | [R_te] min: 455.18          max: 3956.12        Avg: 1483.28 (397.26)    | [MSE_tr]  0.2225   
Step  209000 (bc5.1)s   | [R_te] min: 262.36          max: 4624.04        Avg: 2094.08 (558.02)    | [MSE_tr]  0.2232   
Step  210000 (bc5.2)s   | [R_te] min: 254.20          max: 4542.68        Avg: 1433.75 (510.05)    | [MSE_tr]  0.2229   
Step  211000 (bc5.2)s   | [R_te] min: 465.35          max: 3665.59        Avg: 999.84 (289.24)     | [MSE_tr]  0.2226   
Step  212000 (bc5.2)s   | [R_te] min: 1036.42         max: 4435.59        Avg: 3235.68 (391.27)    | [MSE_tr]  0.2232   
Step  213000 (bc5.3)s   | [R_te] min: 453.17          max: 2184.13        Avg: 813.69 (167.84)     | [MSE_tr]  0.2232   
Step  214000 (bc5.3)s   | [R_te] min: 229.59          max: 4251.77        Avg: 960.61 (361.42)     | [MSE_tr]  0.2228   
Step  215000 (bc5.3)s   | [R_te] min: 305.57          max: 4130.10        Avg: 1565.13 (450.58)    | [MSE_tr]  0.2229   
Step  216000 (bc5.3)s   | [R_te] min: 302.24          max: 4375.15        Avg: 2046.91 (574.44)    | [MSE_tr]  0.2233   
Step  217000 (bc5.4)s   | [R_te] min: 233.08          max: 3210.06        Avg: 978.45 (306.13)     | [MSE_tr]  0.2227   
Step  218000 (bc5.5)s   | [R_te] min: 226.75          max: 2282.76        Avg: 770.00 (180.57)     | [MSE_tr]  0.2230   
Step  219000 (bc5.7)s   | [R_te] min: 264.36          max: 1656.05        Avg: 583.81 (119.97)     | [MSE_tr]  0.2229   
Step  220000 (bc5.5)s   | [R_te] min: 298.83          max: 3945.66        Avg: 1117.66 (335.48)    | [MSE_tr]  0.2233   
Step  221000 (bc5.4)s   | [R_te] min: 504.66          max: 4268.88        Avg: 1596.79 (418.35)    | [MSE_tr]  0.2232   
Step  222000 (bc5.4)s   | [R_te] min: 241.92          max: 4407.72        Avg: 1769.81 (569.10)    | [MSE_tr]  0.2231   
Step  223000 (bc5.4)s   | [R_te] min: 235.04          max: 4096.40        Avg: 1188.69 (369.46)    | [MSE_tr]  0.2232   
Step  224000 (bc5.4)s   | [R_te] min: 312.22          max: 675.50         Avg: 495.74 (33.85)      | [MSE_tr]  0.2235   
Step  225000 (bc5.4)s   | [R_te] min: 227.93          max: 4456.09        Avg: 2231.41 (553.05)    | [MSE_tr]  0.2234   
Step  226000 (bc5.3)s   | [R_te] min: 335.01          max: 1669.39        Avg: 775.26 (154.23)     | [MSE_tr]  0.2231   
Step  227000 (bc5.3)s   | [R_te] min: 270.86          max: 4313.07        Avg: 1842.73 (490.68)    | [MSE_tr]  0.2234   
Step  228000 (bc5.3)s   | [R_te] min: 383.25          max: 4499.02        Avg: 2252.33 (568.19)    | [MSE_tr]  0.2232   
Step  229000 (bc5.5)s   | [R_te] min: 241.56          max: 3952.60        Avg: 1319.30 (400.67)    | [MSE_tr]  0.2235   
Step  230000 (bc5.4)s   | [R_te] min: 170.72          max: 1337.08        Avg: 500.90 (101.59)     | [MSE_tr]  0.2235   
Step  231000 (bc5.4)s   | [R_te] min: 315.04          max: 1717.79        Avg: 933.10 (158.48)     | [MSE_tr]  0.2235   
Step  232000 (bc5.4)s   | [R_te] min: 429.48          max: 3151.45        Avg: 951.85 (268.75)     | [MSE_tr]  0.2236   
Step  233000 (bc5.4)s   | [R_te] min: 244.03          max: 1805.51        Avg: 913.32 (135.84)     | [MSE_tr]  0.2240   
Step  234000 (bc5.3)s   | [R_te] min: 241.31          max: 2529.13        Avg: 775.19 (209.69)     | [MSE_tr]  0.2238   
Step  235000 (bc5.2)s   | [R_te] min: 271.73          max: 4378.25        Avg: 1522.16 (467.82)    | [MSE_tr]  0.2235   
Step  236000 (bc5.3)s   | [R_te] min: 248.52          max: 2674.99        Avg: 947.86 (211.54)     | [MSE_tr]  0.2238   
Step  237000 (bc5.3)s   | [R_te] min: 256.97          max: 2083.10        Avg: 753.79 (159.20)     | [MSE_tr]  0.2239   
Step  238000 (bc5.3)s   | [R_te] min: 312.85          max: 2853.30        Avg: 781.11 (224.92)     | [MSE_tr]  0.2234   
Step  239000 (bc5.2)s   | [R_te] min: 268.10          max: 4397.95        Avg: 1715.72 (481.56)    | [MSE_tr]  0.2239   
Step  240000 (bc5.3)s   | [R_te] min: 265.89          max: 4286.74        Avg: 1226.82 (396.14)    | [MSE_tr]  0.2238   
Step  241000 (bc5.3)s   | [R_te] min: 264.31          max: 3578.76        Avg: 1009.00 (311.17)    | [MSE_tr]  0.2238   
Step  242000 (bc5.3)s   | [R_te] min: 277.85          max: 2524.70        Avg: 1204.53 (271.34)    | [MSE_tr]  0.2239   
Step  243000 (bc5.3)s   | [R_te] min: 230.11          max: 3928.16        Avg: 1331.13 (414.66)    | [MSE_tr]  0.2239   
Step  244000 (bc5.2)s   | [R_te] min: 274.42          max: 4362.66        Avg: 1454.40 (469.77)    | [MSE_tr]  0.2239   
Step  245000 (bc5.2)s   | [R_te] min: 282.63          max: 4250.51        Avg: 1215.73 (411.87)    | [MSE_tr]  0.2240   
Step  246000 (bc5.3)s   | [R_te] min: 259.01          max: 1516.89        Avg: 830.86 (135.40)     | [MSE_tr]  0.2239   
Step  247000 (bc5.3)s   | [R_te] min: 257.30          max: 3436.51        Avg: 1166.55 (315.36)    | [MSE_tr]  0.2245   
Step  248000 (bc5.2)s   | [R_te] min: 238.87          max: 4364.45        Avg: 1311.01 (412.09)    | [MSE_tr]  0.2242   
Step  249000 (bc4.9)s   | [R_te] min: 254.48          max: 4434.50        Avg: 1651.47 (545.95)    | [MSE_tr]  0.2238   
Step  250000 (bc4.9)s   | [R_te] min: 374.93          max: 2995.29        Avg: 802.48 (236.93)     | [MSE_tr]  0.2242   
Step  251000 (bc5.0)s   | [R_te] min: 476.92          max: 3181.59        Avg: 2130.97 (282.32)    | [MSE_tr]  0.2241   
Step  252000 (bc4.9)s   | [R_te] min: 270.58          max: 4128.92        Avg: 1190.32 (404.50)    | [MSE_tr]  0.2242   
Step  253000 (bc5.0)s   | [R_te] min: 346.18          max: 2746.80        Avg: 1188.21 (256.14)    | [MSE_tr]  0.2245   
Step  254000 (bc5.2)s   | [R_te] min: 118.05          max: 1141.56        Avg: 486.41 (95.22)      | [MSE_tr]  0.2239   
Step  255000 (bc5.4)s   | [R_te] min: 228.81          max: 2242.43        Avg: 720.24 (184.57)     | [MSE_tr]  0.2242   
Step  256000 (bc5.4)s   | [R_te] min: 273.05          max: 4299.07        Avg: 1328.55 (377.93)    | [MSE_tr]  0.2244   
Step  257000 (bc5.4)s   | [R_te] min: 280.07          max: 1099.15        Avg: 589.96 (85.93)      | [MSE_tr]  0.2242   
Step  258000 (bc5.3)s   | [R_te] min: 291.79          max: 4119.92        Avg: 1235.41 (400.95)    | [MSE_tr]  0.2244   
Step  259000 (bc5.4)s   | [R_te] min: 246.36          max: 2947.88        Avg: 1234.07 (320.63)    | [MSE_tr]  0.2243   
Step  260000 (bc5.4)s   | [R_te] min: 283.00          max: 2143.61        Avg: 880.66 (186.44)     | [MSE_tr]  0.2246   
Step  261000 (bc5.4)s   | [R_te] min: 219.88          max: 2465.17        Avg: 802.60 (250.92)     | [MSE_tr]  0.2245   
Step  262000 (bc5.4)s   | [R_te] min: 220.38          max: 778.17         Avg: 414.56 (56.82)      | [MSE_tr]  0.2243   
Step  263000 (bc5.5)s   | [R_te] min: 279.45          max: 4386.96        Avg: 1525.25 (491.98)    | [MSE_tr]  0.2246   
Step  264000 (bc5.4)s   | [R_te] min: 230.29          max: 2859.93        Avg: 831.09 (247.89)     | [MSE_tr]  0.2249   
Step  265000 (bc5.4)s   | [R_te] min: 257.30          max: 4093.94        Avg: 878.27 (345.68)     | [MSE_tr]  0.2246   
Step  266000 (bc5.3)s   | [R_te] min: 245.53          max: 4211.68        Avg: 1476.70 (408.57)    | [MSE_tr]  0.2248   
Step  267000 (bc5.3)s   | [R_te] min: 258.84          max: 1167.90        Avg: 551.50 (77.31)      | [MSE_tr]  0.2243   
Step  268000 (bc5.3)s   | [R_te] min: 267.65          max: 1584.19        Avg: 938.75 (131.04)     | [MSE_tr]  0.2247   
Step  269000 (bc5.3)s   | [R_te] min: 373.88          max: 4189.20        Avg: 1906.16 (460.07)    | [MSE_tr]  0.2247   
Step  270000 (bc5.4)s   | [R_te] min: 231.04          max: 2445.98        Avg: 703.73 (191.13)     | [MSE_tr]  0.2247   
Step  271000 (bc5.4)s   | [R_te] min: 278.16          max: 4302.98        Avg: 1735.00 (427.41)    | [MSE_tr]  0.2251   
Step  272000 (bc5.3)s   | [R_te] min: 249.60          max: 3825.31        Avg: 1413.31 (433.15)    | [MSE_tr]  0.2250   
Step  273000 (bc5.4)s   | [R_te] min: 297.27          max: 1096.51        Avg: 610.84 (70.85)      | [MSE_tr]  0.2249   
Step  274000 (bc5.4)s   | [R_te] min: 236.95          max: 4194.45        Avg: 920.75 (360.07)     | [MSE_tr]  0.2247   
Step  275000 (bc5.3)s   | [R_te] min: 238.87          max: 4442.55        Avg: 1121.09 (441.97)    | [MSE_tr]  0.2248   
Step  276000 (bc5.4)s   | [R_te] min: 274.66          max: 1830.88        Avg: 669.22 (144.43)     | [MSE_tr]  0.2250   
Step  277000 (bc5.4)s   | [R_te] min: 236.38          max: 1150.13        Avg: 588.52 (101.51)     | [MSE_tr]  0.2249   
Step  278000 (bc5.4)s   | [R_te] min: 259.43          max: 2408.47        Avg: 863.79 (208.36)     | [MSE_tr]  0.2246   
Step  279000 (bc5.4)s   | [R_te] min: 249.22          max: 4323.44        Avg: 1217.78 (423.81)    | [MSE_tr]  0.2250   
Step  280000 (bc5.4)s   | [R_te] min: 203.09          max: 4203.23        Avg: 929.65 (360.54)     | [MSE_tr]  0.2251   
Step  281000 (bc5.4)s   | [R_te] min: 232.24          max: 1474.22        Avg: 536.85 (123.23)     | [MSE_tr]  0.2250   
Step  282000 (bc5.4)s   | [R_te] min: 247.53          max: 818.81         Avg: 510.65 (59.16)      | [MSE_tr]  0.2251   
Step  283000 (bc5.4)s   | [R_te] min: 275.86          max: 1788.40        Avg: 831.20 (158.21)     | [MSE_tr]  0.2249   
Step  284000 (bc5.4)s   | [R_te] min: 290.72          max: 2758.65        Avg: 986.08 (271.61)     | [MSE_tr]  0.2252   
Step  285000 (bc5.4)s   | [R_te] min: 251.61          max: 2401.01        Avg: 856.02 (245.11)     | [MSE_tr]  0.2256   
Step  286000 (bc5.4)s   | [R_te] min: 244.31          max: 2657.53        Avg: 692.29 (212.00)     | [MSE_tr]  0.2253   
Step  287000 (bc5.5)s   | [R_te] min: 297.69          max: 2923.72        Avg: 1006.88 (264.85)    | [MSE_tr]  0.2253   
Step  288000 (bc5.4)s   | [R_te] min: 259.35          max: 3767.14        Avg: 865.91 (332.25)     | [MSE_tr]  0.2250   
Step  289000 (bc5.4)s   | [R_te] min: 353.76          max: 2114.98        Avg: 742.41 (157.06)     | [MSE_tr]  0.2252   
Step  290000 (bc5.4)s   | [R_te] min: 274.79          max: 4237.89        Avg: 1310.92 (413.77)    | [MSE_tr]  0.2251   
Step  291000 (bc5.4)s   | [R_te] min: 264.55          max: 1031.98        Avg: 451.40 (67.33)      | [MSE_tr]  0.2256   
Step  292000 (bc5.4)s   | [R_te] min: 281.65          max: 2499.05        Avg: 723.33 (192.74)     | [MSE_tr]  0.2253   
Step  293000 (bc5.3)s   | [R_te] min: 240.78          max: 942.47         Avg: 568.43 (76.78)      | [MSE_tr]  0.2258   
Step  294000 (bc5.3)s   | [R_te] min: 251.05          max: 928.45         Avg: 473.26 (60.38)      | [MSE_tr]  0.2257   
Step  295000 (bc5.4)s   | [R_te] min: 240.08          max: 4100.49        Avg: 1261.46 (419.16)    | [MSE_tr]  0.2257   
Step  296000 (bc5.4)s   | [R_te] min: 253.93          max: 2627.77        Avg: 1027.94 (220.81)    | [MSE_tr]  0.2257   
Step  297000 (bc5.4)s   | [R_te] min: 239.67          max: 843.42         Avg: 483.99 (56.10)      | [MSE_tr]  0.2260   
Step  298000 (bc5.5)s   | [R_te] min: 277.12          max: 4034.44        Avg: 1235.29 (374.03)    | [MSE_tr]  0.2252   
Step  299000 (bc5.4)s   | [R_te] min: 269.82          max: 1876.22        Avg: 732.14 (147.31)     | [MSE_tr]  0.2257   
Step  300000 (bc5.4)s   | [R_te] min: 255.28          max: 1059.31        Avg: 575.96 (72.51)      | [MSE_tr]  0.2257   
Step  301000 (bc5.3)s   | [R_te] min: 242.56          max: 2553.82        Avg: 746.01 (220.82)     | [MSE_tr]  0.2259   
Step  302000 (bc5.4)s   | [R_te] min: 224.34          max: 3250.65        Avg: 724.51 (270.80)     | [MSE_tr]  0.2255   
Step  303000 (bc5.4)s   | [R_te] min: 231.52          max: 1216.02        Avg: 603.21 (97.66)      | [MSE_tr]  0.2255   
Step  304000 (bc5.2)s   | [R_te] min: 247.49          max: 4095.73        Avg: 1214.91 (341.48)    | [MSE_tr]  0.2257   
Step  305000 (bc5.2)s   | [R_te] min: 268.66          max: 782.59         Avg: 480.71 (44.04)      | [MSE_tr]  0.2257   
Step  306000 (bc5.3)s   | [R_te] min: 235.26          max: 2337.99        Avg: 645.56 (184.11)     | [MSE_tr]  0.2256   
Step  307000 (bc5.3)s   | [R_te] min: 273.75          max: 3133.50        Avg: 1483.98 (315.06)    | [MSE_tr]  0.2261   
Step  308000 (bc5.3)s   | [R_te] min: 240.69          max: 3142.68        Avg: 1009.22 (326.54)    | [MSE_tr]  0.2258   
Step  309000 (bc5.3)s   | [R_te] min: 257.72          max: 3071.32        Avg: 995.75 (275.60)     | [MSE_tr]  0.2260   
Step  310000 (bc5.5)s   | [R_te] min: 252.38          max: 4369.04        Avg: 1461.34 (428.59)    | [MSE_tr]  0.2257   
Step  311000 (bc5.5)s   | [R_te] min: 222.49          max: 3189.06        Avg: 1518.92 (348.94)    | [MSE_tr]  0.2258   
Step  312000 (bc5.5)s   | [R_te] min: 249.64          max: 1284.03        Avg: 500.88 (104.66)     | [MSE_tr]  0.2258   
Step  313000 (bc5.5)s   | [R_te] min: 246.21          max: 4211.16        Avg: 1805.10 (520.54)    | [MSE_tr]  0.2258   
Step  314000 (bc5.4)s   | [R_te] min: 261.23          max: 2251.86        Avg: 762.65 (187.16)     | [MSE_tr]  0.2258   
Step  315000 (bc5.4)s   | [R_te] min: 229.51          max: 889.58         Avg: 436.03 (54.43)      | [MSE_tr]  0.2259   
Step  316000 (bc5.5)s   | [R_te] min: 207.91          max: 3469.26        Avg: 833.14 (304.57)     | [MSE_tr]  0.2259   
Step  317000 (bc5.5)s   | [R_te] min: 263.16          max: 3727.45        Avg: 1455.67 (397.94)    | [MSE_tr]  0.2262   
Step  318000 (bc5.4)s   | [R_te] min: 260.07          max: 1818.47        Avg: 623.76 (145.85)     | [MSE_tr]  0.2256   
Step  319000 (bc5.5)s   | [R_te] min: 249.89          max: 4195.55        Avg: 830.28 (360.77)     | [MSE_tr]  0.2259   
Step  320000 (bc5.5)s   | [R_te] min: 239.99          max: 3150.68        Avg: 973.14 (284.50)     | [MSE_tr]  0.2260   
Step  321000 (bc5.5)s   | [R_te] min: 221.75          max: 2718.29        Avg: 677.31 (225.62)     | [MSE_tr]  0.2263   
Step  322000 (bc5.5)s   | [R_te] min: 294.76          max: 1034.16        Avg: 597.78 (83.69)      | [MSE_tr]  0.2260   
Step  323000 (bc5.4)s   | [R_te] min: 276.40          max: 1246.10        Avg: 550.95 (92.13)      | [MSE_tr]  0.2262   
Step  324000 (bc5.5)s   | [R_te] min: 433.99          max: 2989.44        Avg: 982.72 (227.21)     | [MSE_tr]  0.2260   
Step  325000 (bc5.5)s   | [R_te] min: 262.76          max: 2527.54        Avg: 723.94 (219.45)     | [MSE_tr]  0.2261   
Step  326000 (bc5.5)s   | [R_te] min: 218.50          max: 2471.57        Avg: 794.80 (224.17)     | [MSE_tr]  0.2264   
Step  327000 (bc5.5)s   | [R_te] min: 283.82          max: 1862.85        Avg: 868.43 (165.41)     | [MSE_tr]  0.2258   
Step  328000 (bc5.5)s   | [R_te] min: 271.79          max: 3202.58        Avg: 952.80 (261.59)     | [MSE_tr]  0.2261   
Step  329000 (bc5.4)s   | [R_te] min: 228.97          max: 1046.64        Avg: 527.83 (81.31)      | [MSE_tr]  0.2262   
Step  330000 (bc5.5)s   | [R_te] min: 261.92          max: 806.18         Avg: 485.64 (53.69)      | [MSE_tr]  0.2264   
Step  331000 (bc5.5)s   | [R_te] min: 232.97          max: 4266.73        Avg: 1825.29 (440.68)    | [MSE_tr]  0.2262   
Step  332000 (bc5.5)s   | [R_te] min: 229.36          max: 4284.91        Avg: 902.26 (361.45)     | [MSE_tr]  0.2258   
Step  333000 (bc5.4)s   | [R_te] min: 288.08          max: 3968.35        Avg: 1609.89 (446.79)    | [MSE_tr]  0.2260   
Step  334000 (bc5.4)s   | [R_te] min: 432.39          max: 1982.52        Avg: 819.10 (137.73)     | [MSE_tr]  0.2262   
Step  335000 (bc5.3)s   | [R_te] min: 216.07          max: 1875.25        Avg: 751.30 (169.86)     | [MSE_tr]  0.2263   
Step  336000 (bc5.2)s   | [R_te] min: 213.79          max: 1680.93        Avg: 648.82 (119.96)     | [MSE_tr]  0.2264   
Step  337000 (bc5.2)s   | [R_te] min: 340.43          max: 998.23         Avg: 538.10 (52.35)      | [MSE_tr]  0.2262   
Step  338000 (bc5.2)s   | [R_te] min: 275.19          max: 3008.67        Avg: 828.06 (246.61)     | [MSE_tr]  0.2262   
Step  339000 (bc5.2)s   | [R_te] min: 425.55          max: 3463.06        Avg: 823.87 (280.15)     | [MSE_tr]  0.2263   
Step  340000 (bc5.2)s   | [R_te] min: 225.95          max: 4170.03        Avg: 1028.69 (361.32)    | [MSE_tr]  0.2261   
Step  341000 (bc5.3)s   | [R_te] min: 332.68          max: 1021.46        Avg: 555.13 (66.03)      | [MSE_tr]  0.2263   
Step  342000 (bc5.2)s   | [R_te] min: 319.27          max: 4384.13        Avg: 1532.55 (461.23)    | [MSE_tr]  0.2262   
Step  343000 (bc5.3)s   | [R_te] min: 252.19          max: 4166.24        Avg: 1524.34 (409.39)    | [MSE_tr]  0.2264   
Step  344000 (bc5.3)s   | [R_te] min: 307.75          max: 1398.26        Avg: 627.21 (110.72)     | [MSE_tr]  0.2265   
Step  345000 (bc5.4)s   | [R_te] min: 244.79          max: 2193.48        Avg: 1032.51 (222.52)    | [MSE_tr]  0.2264   
Step  346000 (bc5.5)s   | [R_te] min: 213.46          max: 3981.84        Avg: 740.64 (344.01)     | [MSE_tr]  0.2263   
Step  347000 (bc5.4)s   | [R_te] min: 268.67          max: 3892.97        Avg: 1293.52 (416.91)    | [MSE_tr]  0.2265   
Step  348000 (bc5.4)s   | [R_te] min: 261.05          max: 2151.19        Avg: 703.40 (158.42)     | [MSE_tr]  0.2266   
Step  349000 (bc5.4)s   | [R_te] min: 266.63          max: 2026.74        Avg: 771.49 (170.49)     | [MSE_tr]  0.2263   
Step  350000 (bc5.4)s   | [R_te] min: 233.73          max: 2788.59        Avg: 782.95 (262.15)     | [MSE_tr]  0.2264   
Step  351000 (bc5.4)s   | [R_te] min: 272.99          max: 1351.16        Avg: 513.32 (92.69)      | [MSE_tr]  0.2268   
Step  352000 (bc5.3)s   | [R_te] min: 258.17          max: 705.89         Avg: 456.10 (46.74)      | [MSE_tr]  0.2270   
Step  353000 (bc5.2)s   | [R_te] min: 409.52          max: 4291.53        Avg: 1029.78 (348.08)    | [MSE_tr]  0.2266   
Step  354000 (bc5.2)s   | [R_te] min: 506.34          max: 2653.70        Avg: 1232.49 (271.15)    | [MSE_tr]  0.2265   
Step  355000 (bc5.3)s   | [R_te] min: 222.02          max: 581.33         Avg: 467.09 (38.51)      | [MSE_tr]  0.2266   
Step  356000 (bc5.3)s   | [R_te] min: 271.36          max: 1024.33        Avg: 566.82 (70.22)      | [MSE_tr]  0.2267   
Step  357000 (bc5.2)s   | [R_te] min: 124.56          max: 4140.05        Avg: 1442.51 (480.95)    | [MSE_tr]  0.2268   
Step  358000 (bc5.3)s   | [R_te] min: 276.44          max: 4257.46        Avg: 1354.31 (485.72)    | [MSE_tr]  0.2267   
Step  359000 (bc5.2)s   | [R_te] min: 233.44          max: 1098.23        Avg: 426.85 (77.29)      | [MSE_tr]  0.2266   
Step  360000 (bc5.3)s   | [R_te] min: 243.69          max: 1715.55        Avg: 672.86 (154.74)     | [MSE_tr]  0.2267   
Step  361000 (bc5.2)s   | [R_te] min: 262.82          max: 4445.72        Avg: 1796.83 (507.28)    | [MSE_tr]  0.2263   
Step  362000 (bc5.3)s   | [R_te] min: 220.07          max: 1330.25        Avg: 590.61 (123.44)     | [MSE_tr]  0.2271   
Step  363000 (bc5.3)s   | [R_te] min: 104.68          max: 1500.05        Avg: 515.64 (113.50)     | [MSE_tr]  0.2268   
Step  364000 (bc5.3)s   | [R_te] min: 233.74          max: 740.99         Avg: 411.65 (54.40)      | [MSE_tr]  0.2264   
Step  365000 (bc5.3)s   | [R_te] min: 329.30          max: 2646.82        Avg: 862.63 (215.92)     | [MSE_tr]  0.2270   
Step  366000 (bc5.3)s   | [R_te] min: 236.64          max: 4322.66        Avg: 1140.44 (447.61)    | [MSE_tr]  0.2271   
Step  367000 (bc5.3)s   | [R_te] min: 317.63          max: 1429.71        Avg: 648.54 (108.30)     | [MSE_tr]  0.2265   
Step  368000 (bc5.3)s   | [R_te] min: 238.18          max: 4182.84        Avg: 866.19 (355.68)     | [MSE_tr]  0.2270   
Step  369000 (bc5.3)s   | [R_te] min: 440.53          max: 1783.00        Avg: 680.83 (120.79)     | [MSE_tr]  0.2270   
Step  370000 (bc5.4)s   | [R_te] min: 265.19          max: 1782.81        Avg: 617.06 (135.86)     | [MSE_tr]  0.2269   
Step  371000 (bc5.3)s   | [R_te] min: 288.69          max: 913.92         Avg: 574.21 (60.76)      | [MSE_tr]  0.2272   
Step  372000 (bc5.5)s   | [R_te] min: 261.23          max: 3204.27        Avg: 1076.38 (330.52)    | [MSE_tr]  0.2270   
Step  373000 (bc5.4)s   | [R_te] min: 245.86          max: 4123.29        Avg: 824.15 (355.00)     | [MSE_tr]  0.2272   
Step  374000 (bc5.4)s   | [R_te] min: 323.86          max: 1410.51        Avg: 666.08 (92.77)      | [MSE_tr]  0.2269   
Step  375000 (bc5.4)s   | [R_te] min: 309.07          max: 3021.19        Avg: 719.51 (244.34)     | [MSE_tr]  0.2268   
Step  376000 (bc5.4)s   | [R_te] min: 259.37          max: 3054.94        Avg: 689.30 (258.10)     | [MSE_tr]  0.2269   
Step  377000 (bc5.4)s   | [R_te] min: 253.99          max: 771.00         Avg: 424.41 (54.55)      | [MSE_tr]  0.2272   
Step  378000 (bc5.4)s   | [R_te] min: 237.70          max: 1526.73        Avg: 583.69 (123.60)     | [MSE_tr]  0.2273   
Step  379000 (bc5.4)s   | [R_te] min: 388.25          max: 2291.31        Avg: 800.88 (170.20)     | [MSE_tr]  0.2269   
Step  380000 (bc5.4)s   | [R_te] min: 222.58          max: 4054.98        Avg: 1042.80 (389.04)    | [MSE_tr]  0.2270   
Step  381000 (bc5.4)s   | [R_te] min: 520.21          max: 3896.64        Avg: 1376.49 (346.28)    | [MSE_tr]  0.2269   
Step  382000 (bc5.5)s   | [R_te] min: 251.25          max: 1477.78        Avg: 622.07 (128.31)     | [MSE_tr]  0.2274   
Step  383000 (bc5.4)s   | [R_te] min: 241.76          max: 3330.17        Avg: 657.40 (285.20)     | [MSE_tr]  0.2274   
Step  384000 (bc5.3)s   | [R_te] min: 268.57          max: 3432.69        Avg: 793.76 (289.14)     | [MSE_tr]  0.2269   
Step  385000 (bc5.3)s   | [R_te] min: 222.51          max: 1219.16        Avg: 458.14 (89.36)      | [MSE_tr]  0.2275   
Step  386000 (bc5.4)s   | [R_te] min: 324.81          max: 1394.94        Avg: 586.69 (95.24)      | [MSE_tr]  0.2271   
Step  387000 (bc5.4)s   | [R_te] min: 253.24          max: 2457.14        Avg: 722.76 (200.37)     | [MSE_tr]  0.2275   
Step  388000 (bc5.4)s   | [R_te] min: 241.45          max: 2740.92        Avg: 715.80 (218.51)     | [MSE_tr]  0.2274   
Step  389000 (bc5.4)s   | [R_te] min: 232.79          max: 843.55         Avg: 515.92 (57.70)      | [MSE_tr]  0.2279   
Step  390000 (bc5.4)s   | [R_te] min: 265.72          max: 1101.00        Avg: 629.12 (85.76)      | [MSE_tr]  0.2277   
Step  391000 (bc5.4)s   | [R_te] min: 254.16          max: 512.05         Avg: 401.71 (26.55)      | [MSE_tr]  0.2275   
Step  392000 (bc5.3)s   | [R_te] min: 262.52          max: 2016.99        Avg: 791.87 (188.35)     | [MSE_tr]  0.2276   
Step  393000 (bc5.4)s   | [R_te] min: 260.84          max: 4028.68        Avg: 749.57 (347.42)     | [MSE_tr]  0.2277   
Step  394000 (bc5.4)s   | [R_te] min: 262.65          max: 621.58         Avg: 402.68 (33.87)      | [MSE_tr]  0.2275   
Step  395000 (bc5.4)s   | [R_te] min: 237.21          max: 532.89         Avg: 369.22 (35.93)      | [MSE_tr]  0.2275   
Step  396000 (bc5.5)s   | [R_te] min: 265.09          max: 3855.39        Avg: 810.77 (323.95)     | [MSE_tr]  0.2273   
Step  397000 (bc5.4)s   | [R_te] min: 232.53          max: 780.54         Avg: 421.97 (44.55)      | [MSE_tr]  0.2277   
Step  398000 (bc5.4)s   | [R_te] min: 223.32          max: 2269.55        Avg: 574.79 (182.95)     | [MSE_tr]  0.2273   
Step  399000 (bc5.4)s   | [R_te] min: 333.71          max: 1960.92        Avg: 658.73 (152.10)     | [MSE_tr]  0.2276   
Step  400000 (bc5.4)s   | [R_te] min: 361.65          max: 1296.54        Avg: 579.78 (82.00)      | [MSE_tr]  0.2277   
Step  401000 (bc5.5)s   | [R_te] min: 230.21          max: 2089.37        Avg: 731.46 (196.52)     | [MSE_tr]  0.2276   
Step  402000 (bc5.5)s   | [R_te] min: 235.81          max: 580.58         Avg: 385.05 (34.21)      | [MSE_tr]  0.2276   
Step  403000 (bc5.4)s   | [R_te] min: 394.07          max: 768.80         Avg: 551.12 (39.00)      | [MSE_tr]  0.2276   
Step  404000 (bc5.4)s   | [R_te] min: 260.80          max: 3463.88        Avg: 1174.22 (322.56)    | [MSE_tr]  0.2277   
Step  405000 (bc5.4)s   | [R_te] min: 314.45          max: 2453.21        Avg: 859.38 (250.52)     | [MSE_tr]  0.2280   
Step  406000 (bc5.4)s   | [R_te] min: 252.24          max: 2006.55        Avg: 656.46 (154.38)     | [MSE_tr]  0.2277   
Step  407000 (bc5.5)s   | [R_te] min: 269.88          max: 2891.28        Avg: 744.82 (231.97)     | [MSE_tr]  0.2276   
Step  408000 (bc5.4)s   | [R_te] min: 255.59          max: 2742.77        Avg: 618.02 (226.63)     | [MSE_tr]  0.2279   
