Step       0 (bc0.0)s   | [R_te] min: 79.92           max: 352.78         Avg: 139.56 (33.05)      | [MSE_tr]  0.4959   
Step    1000 (bc5.2)s   | [R_te] min: 411.33          max: 800.00         Avg: 550.14 (51.85)      | [MSE_tr]  0.2250   
Step    2000 (bc5.1)s   | [R_te] min: 470.97          max: 2505.06        Avg: 1116.83 (188.06)    | [MSE_tr]  0.2176   
Step    3000 (bc6.1)s   | [R_te] min: 723.42          max: 1803.44        Avg: 913.00 (99.89)      | [MSE_tr]  0.2150   
Step    4000 (bc6.2)s   | [R_te] min: 986.65          max: 4222.99        Avg: 2893.75 (454.67)    | [MSE_tr]  0.2135   
Step    5000 (bc5.4)s   | [R_te] min: 507.95          max: 4175.96        Avg: 2858.05 (414.95)    | [MSE_tr]  0.2125   
Step    6000 (bc5.0)s   | [R_te] min: 460.36          max: 4335.12        Avg: 2647.65 (539.68)    | [MSE_tr]  0.2122   
Step    7000 (bc5.5)s   | [R_te] min: 3930.86         max: 4319.39        Avg: 4164.53 (35.94)     | [MSE_tr]  0.2123   
Step    8000 (bc5.3)s   | [R_te] min: 4328.29         max: 4468.50        Avg: 4398.42 (15.01)     | [MSE_tr]  0.2118   
Step    9000 (bc5.3)s   | [R_te] min: 4232.99         max: 4444.02        Avg: 4344.77 (22.55)     | [MSE_tr]  0.2116   
Step   10000 (bc5.4)s   | [R_te] min: 4465.50         max: 4630.83        Avg: 4558.72 (15.76)     | [MSE_tr]  0.2116   
Step   11000 (bc5.4)s   | [R_te] min: 4358.96         max: 4591.11        Avg: 4528.69 (25.51)     | [MSE_tr]  0.2118   
Step   12000 (bc5.4)s   | [R_te] min: 4206.57         max: 4562.13        Avg: 4435.30 (35.70)     | [MSE_tr]  0.2114   
Step   13000 (bc4.9)s   | [R_te] min: 486.47          max: 4290.40        Avg: 3790.99 (349.81)    | [MSE_tr]  0.2111   
Step   14000 (bc5.1)s   | [R_te] min: 4087.29         max: 4516.31        Avg: 4362.05 (38.40)     | [MSE_tr]  0.2115   
Step   15000 (bc5.1)s   | [R_te] min: 3991.13         max: 4478.69        Avg: 4328.17 (41.63)     | [MSE_tr]  0.2114   
Step   16000 (bc5.0)s   | [R_te] min: 3382.76         max: 4491.19        Avg: 4268.23 (98.37)     | [MSE_tr]  0.2111   
Step   17000 (bc5.0)s   | [R_te] min: 4346.28         max: 4526.20        Avg: 4464.15 (18.05)     | [MSE_tr]  0.2109   
Step   18000 (bc5.0)s   | [R_te] min: 508.37          max: 4118.73        Avg: 2561.52 (445.15)    | [MSE_tr]  0.2112   
Step   19000 (bc5.0)s   | [R_te] min: 3957.32         max: 4549.43        Avg: 4421.38 (54.22)     | [MSE_tr]  0.2114   
Step   20000 (bc5.1)s   | [R_te] min: 1087.26         max: 4469.41        Avg: 4035.22 (314.16)    | [MSE_tr]  0.2115   
Step   21000 (bc4.9)s   | [R_te] min: 462.19          max: 4301.54        Avg: 2326.60 (535.86)    | [MSE_tr]  0.2117   
Step   22000 (bc5.4)s   | [R_te] min: 4397.68         max: 4543.57        Avg: 4470.67 (14.94)     | [MSE_tr]  0.2115   
Step   23000 (bc6.1)s   | [R_te] min: 4245.35         max: 4620.48        Avg: 4533.61 (34.21)     | [MSE_tr]  0.2116   
Step   24000 (bc6.2)s   | [R_te] min: 749.70          max: 4464.70        Avg: 3241.48 (513.48)    | [MSE_tr]  0.2120   
Step   25000 (bc6.1)s   | [R_te] min: 3799.17         max: 4443.56        Avg: 4284.17 (53.59)     | [MSE_tr]  0.2116   
Step   26000 (bc5.5)s   | [R_te] min: 4168.68         max: 4443.87        Avg: 4336.91 (26.59)     | [MSE_tr]  0.2124   
Step   27000 (bc5.2)s   | [R_te] min: 983.19          max: 4384.12        Avg: 3330.26 (479.91)    | [MSE_tr]  0.2124   
Step   28000 (bc5.4)s   | [R_te] min: 4097.45         max: 4448.08        Avg: 4237.65 (31.71)     | [MSE_tr]  0.2124   
Step   29000 (bc5.3)s   | [R_te] min: 4032.33         max: 4536.47        Avg: 4391.72 (55.61)     | [MSE_tr]  0.2123   
Step   30000 (bc5.2)s   | [R_te] min: 993.89          max: 4547.31        Avg: 4092.20 (327.52)    | [MSE_tr]  0.2126   
Step   31000 (bc5.0)s   | [R_te] min: 4340.49         max: 4572.83        Avg: 4502.47 (22.82)     | [MSE_tr]  0.2130   
Step   32000 (bc4.7)s   | [R_te] min: 4172.42         max: 4584.57        Avg: 4480.23 (40.18)     | [MSE_tr]  0.2131   
Step   33000 (bc4.8)s   | [R_te] min: 304.29          max: 4441.67        Avg: 3508.76 (491.15)    | [MSE_tr]  0.2130   
Step   34000 (bc5.2)s   | [R_te] min: 740.41          max: 4251.72        Avg: 3251.62 (412.83)    | [MSE_tr]  0.2130   
Step   35000 (bc4.8)s   | [R_te] min: 4190.80         max: 4515.66        Avg: 4395.85 (30.56)     | [MSE_tr]  0.2131   
Step   36000 (bc5.0)s   | [R_te] min: 281.80          max: 4501.69        Avg: 3869.61 (383.16)    | [MSE_tr]  0.2132   
Step   37000 (bc4.9)s   | [R_te] min: 434.35          max: 4619.06        Avg: 4146.69 (391.50)    | [MSE_tr]  0.2131   
Step   38000 (bc4.8)s   | [R_te] min: 4400.79         max: 4632.64        Avg: 4553.85 (23.50)     | [MSE_tr]  0.2134   
Step   39000 (bc4.9)s   | [R_te] min: 460.85          max: 4499.53        Avg: 3565.82 (447.36)    | [MSE_tr]  0.2136   
Step   40000 (bc4.8)s   | [R_te] min: 511.36          max: 4503.25        Avg: 3366.52 (476.99)    | [MSE_tr]  0.2138   
Step   41000 (bc4.8)s   | [R_te] min: 1403.32         max: 4521.64        Avg: 3916.79 (284.07)    | [MSE_tr]  0.2135   
Step   42000 (bc4.9)s   | [R_te] min: 3955.74         max: 4525.38        Avg: 4369.05 (53.04)     | [MSE_tr]  0.2138   
Step   43000 (bc4.8)s   | [R_te] min: 4255.32         max: 4575.35        Avg: 4493.08 (28.01)     | [MSE_tr]  0.2141   
Step   44000 (bc4.8)s   | [R_te] min: 533.73          max: 4593.40        Avg: 3712.56 (475.20)    | [MSE_tr]  0.2138   
Step   45000 (bc4.9)s   | [R_te] min: 4160.66         max: 4334.52        Avg: 4263.44 (15.30)     | [MSE_tr]  0.2138   
Step   46000 (bc4.9)s   | [R_te] min: 484.92          max: 4369.22        Avg: 2404.73 (452.79)    | [MSE_tr]  0.2140   
Step   47000 (bc5.1)s   | [R_te] min: 444.24          max: 4598.19        Avg: 3972.79 (380.21)    | [MSE_tr]  0.2141   
Step   48000 (bc5.5)s   | [R_te] min: 474.84          max: 4582.78        Avg: 3302.42 (581.35)    | [MSE_tr]  0.2142   
Step   49000 (bc5.2)s   | [R_te] min: 514.15          max: 4425.26        Avg: 3537.60 (420.20)    | [MSE_tr]  0.2143   
Step   50000 (bc5.2)s   | [R_te] min: 430.53          max: 4096.50        Avg: 2293.38 (428.65)    | [MSE_tr]  0.2144   
Step   51000 (bc5.1)s   | [R_te] min: 3608.80         max: 4625.18        Avg: 4417.83 (88.90)     | [MSE_tr]  0.2141   
Step   52000 (bc6.0)s   | [R_te] min: 445.10          max: 4437.52        Avg: 2958.69 (565.74)    | [MSE_tr]  0.2147   
Step   53000 (bc5.4)s   | [R_te] min: 466.60          max: 4484.17        Avg: 3161.92 (495.41)    | [MSE_tr]  0.2146   
Step   54000 (bc5.3)s   | [R_te] min: 343.62          max: 4568.04        Avg: 3817.63 (451.51)    | [MSE_tr]  0.2147   
Step   55000 (bc5.1)s   | [R_te] min: 287.76          max: 4513.94        Avg: 3577.58 (515.62)    | [MSE_tr]  0.2149   
Step   56000 (bc5.1)s   | [R_te] min: 320.96          max: 4511.73        Avg: 3107.70 (560.17)    | [MSE_tr]  0.2151   
Step   57000 (bc5.3)s   | [R_te] min: 532.22          max: 4551.85        Avg: 3986.61 (365.26)    | [MSE_tr]  0.2149   
Step   58000 (bc5.4)s   | [R_te] min: 430.30          max: 4456.80        Avg: 3101.18 (545.81)    | [MSE_tr]  0.2147   
Step   59000 (bc5.2)s   | [R_te] min: 511.92          max: 4551.45        Avg: 3961.69 (370.35)    | [MSE_tr]  0.2149   
Step   60000 (bc5.2)s   | [R_te] min: 452.26          max: 4447.76        Avg: 3483.28 (427.06)    | [MSE_tr]  0.2149   
Step   61000 (bc5.1)s   | [R_te] min: 4392.86         max: 4624.46        Avg: 4531.35 (22.19)     | [MSE_tr]  0.2152   
Step   62000 (bc5.1)s   | [R_te] min: 443.29          max: 4533.36        Avg: 3985.83 (376.17)    | [MSE_tr]  0.2152   
Step   63000 (bc5.0)s   | [R_te] min: 631.19          max: 4420.21        Avg: 3745.28 (357.62)    | [MSE_tr]  0.2150   
Step   64000 (bc5.1)s   | [R_te] min: 1263.41         max: 4294.34        Avg: 3293.06 (292.92)    | [MSE_tr]  0.2154   
Step   65000 (bc6.0)s   | [R_te] min: 973.19          max: 4298.39        Avg: 3010.63 (419.79)    | [MSE_tr]  0.2151   
Step   66000 (bc5.6)s   | [R_te] min: 455.91          max: 4435.80        Avg: 3942.05 (368.48)    | [MSE_tr]  0.2153   
Step   67000 (bc5.2)s   | [R_te] min: 341.22          max: 4234.07        Avg: 2339.13 (532.46)    | [MSE_tr]  0.2155   
Step   68000 (bc5.3)s   | [R_te] min: 208.47          max: 4345.74        Avg: 2967.89 (522.82)    | [MSE_tr]  0.2158   
Step   69000 (bc5.3)s   | [R_te] min: 468.10          max: 4552.17        Avg: 2864.22 (579.80)    | [MSE_tr]  0.2156   
Step   70000 (bc5.8)s   | [R_te] min: 517.25          max: 4582.50        Avg: 3580.66 (494.82)    | [MSE_tr]  0.2154   
Step   71000 (bc6.2)s   | [R_te] min: 489.21          max: 4557.03        Avg: 3085.38 (530.84)    | [MSE_tr]  0.2156   
Step   72000 (bc6.2)s   | [R_te] min: 371.39          max: 4505.96        Avg: 3214.36 (572.45)    | [MSE_tr]  0.2155   
Step   73000 (bc6.1)s   | [R_te] min: 388.78          max: 4549.47        Avg: 2877.70 (591.80)    | [MSE_tr]  0.2162   
Step   74000 (bc6.2)s   | [R_te] min: 329.69          max: 4268.30        Avg: 2051.81 (553.45)    | [MSE_tr]  0.2155   
Step   75000 (bc5.2)s   | [R_te] min: 326.14          max: 4195.28        Avg: 2316.43 (567.40)    | [MSE_tr]  0.2157   
Step   76000 (bc5.9)s   | [R_te] min: 339.24          max: 4495.12        Avg: 2419.96 (612.26)    | [MSE_tr]  0.2159   
Step   77000 (bc5.4)s   | [R_te] min: 336.88          max: 4325.70        Avg: 2560.06 (403.24)    | [MSE_tr]  0.2160   
Step   78000 (bc5.1)s   | [R_te] min: 307.37          max: 4148.28        Avg: 2408.09 (539.17)    | [MSE_tr]  0.2161   
Step   79000 (bc5.3)s   | [R_te] min: 376.14          max: 4297.71        Avg: 2897.94 (530.52)    | [MSE_tr]  0.2159   
Step   80000 (bc5.0)s   | [R_te] min: 286.56          max: 4512.55        Avg: 3941.20 (386.17)    | [MSE_tr]  0.2162   
Step   81000 (bc5.1)s   | [R_te] min: 364.67          max: 4406.64        Avg: 2752.29 (602.83)    | [MSE_tr]  0.2160   
Step   82000 (bc5.5)s   | [R_te] min: 507.33          max: 4519.95        Avg: 3995.17 (369.13)    | [MSE_tr]  0.2161   
Step   83000 (bc5.1)s   | [R_te] min: 339.64          max: 4111.25        Avg: 1853.56 (477.78)    | [MSE_tr]  0.2164   
Step   84000 (bc5.5)s   | [R_te] min: 354.62          max: 4465.73        Avg: 3097.20 (546.65)    | [MSE_tr]  0.2165   
Step   85000 (bc5.5)s   | [R_te] min: 448.57          max: 4577.93        Avg: 3985.20 (379.07)    | [MSE_tr]  0.2162   
Step   86000 (bc5.2)s   | [R_te] min: 305.67          max: 4584.93        Avg: 2803.72 (617.82)    | [MSE_tr]  0.2163   
Step   87000 (bc5.1)s   | [R_te] min: 374.96          max: 4474.25        Avg: 3906.90 (374.54)    | [MSE_tr]  0.2165   
Step   88000 (bc5.6)s   | [R_te] min: 318.22          max: 4608.09        Avg: 2042.59 (632.97)    | [MSE_tr]  0.2165   
Step   89000 (bc5.3)s   | [R_te] min: 373.43          max: 4395.03        Avg: 3100.41 (524.34)    | [MSE_tr]  0.2170   
Step   90000 (bc5.5)s   | [R_te] min: 467.92          max: 4507.82        Avg: 3614.34 (496.83)    | [MSE_tr]  0.2170   
Step   91000 (bc5.4)s   | [R_te] min: 318.11          max: 4429.22        Avg: 1961.17 (606.84)    | [MSE_tr]  0.2165   
Step   92000 (bc5.1)s   | [R_te] min: 394.34          max: 4379.47        Avg: 2700.65 (569.40)    | [MSE_tr]  0.2168   
