Step       0 (bc0.0)s   | [R_te] min: 43.50           max: 44.79          Avg: 44.16 (0.12)        | [MSE_tr]  0.5014   
Step    1000 (bc5.4)s   | [R_te] min: 399.20          max: 440.04         Avg: 419.07 (4.40)       | [MSE_tr]  0.2242   
Step    2000 (bc5.4)s   | [R_te] min: 732.91          max: 1719.45        Avg: 1123.85 (97.80)     | [MSE_tr]  0.2163   
Step    3000 (bc5.3)s   | [R_te] min: 483.62          max: 4200.34        Avg: 2411.58 (386.85)    | [MSE_tr]  0.2140   
Step    4000 (bc5.3)s   | [R_te] min: 476.40          max: 4271.45        Avg: 2733.87 (560.73)    | [MSE_tr]  0.2126   
Step    5000 (bc5.2)s   | [R_te] min: 454.04          max: 522.82         Avg: 481.24 (5.12)       | [MSE_tr]  0.2124   
Step    6000 (bc5.2)s   | [R_te] min: 365.52          max: 4298.77        Avg: 2309.43 (589.66)    | [MSE_tr]  0.2117   
Step    7000 (bc5.3)s   | [R_te] min: 498.20          max: 4564.61        Avg: 3779.43 (372.13)    | [MSE_tr]  0.2114   
Step    8000 (bc5.3)s   | [R_te] min: 393.98          max: 4550.25        Avg: 2797.18 (616.12)    | [MSE_tr]  0.2110   
Step    9000 (bc5.3)s   | [R_te] min: 486.81          max: 4186.20        Avg: 3125.21 (474.30)    | [MSE_tr]  0.2113   
Step   10000 (bc5.3)s   | [R_te] min: 424.69          max: 4343.04        Avg: 3062.16 (544.43)    | [MSE_tr]  0.2113   
Step   11000 (bc5.3)s   | [R_te] min: 426.65          max: 4264.55        Avg: 2533.95 (555.02)    | [MSE_tr]  0.2113   
Step   12000 (bc5.3)s   | [R_te] min: 4445.79         max: 4654.23        Avg: 4579.80 (19.21)     | [MSE_tr]  0.2112   
Step   13000 (bc5.2)s   | [R_te] min: 500.07          max: 4601.05        Avg: 3701.55 (503.42)    | [MSE_tr]  0.2110   
Step   14000 (bc5.3)s   | [R_te] min: 4034.03         max: 4327.17        Avg: 4188.84 (30.60)     | [MSE_tr]  0.2109   
Step   15000 (bc5.3)s   | [R_te] min: 4119.40         max: 4360.13        Avg: 4227.35 (24.27)     | [MSE_tr]  0.2112   
