Step       0 (bc0.0)s   | [R_te] min: 36.29           max: 38.52          Avg: 37.19 (0.22)        | [MSE_tr]  0.7022   
Step    1000 (bc5.5)s   | [R_te] min: 290.24          max: 4151.60        Avg: 3351.01 (380.17)    | [MSE_tr]  0.4085   
Step    2000 (bc5.4)s   | [R_te] min: 332.06          max: 1039.30        Avg: 673.96 (78.05)      | [MSE_tr]  0.3977   
Step    3000 (bc5.5)s   | [R_te] min: 2767.13         max: 4447.41        Avg: 4066.65 (154.14)    | [MSE_tr]  0.3907   
Step    4000 (bc5.5)s   | [R_te] min: 2291.30         max: 4233.17        Avg: 3726.36 (204.83)    | [MSE_tr]  0.3878   
Step    5000 (bc5.3)s   | [R_te] min: 197.22          max: 4480.09        Avg: 3325.58 (507.47)    | [MSE_tr]  0.3848   
Step    6000 (bc5.2)s   | [R_te] min: 373.30          max: 4379.72        Avg: 3536.90 (374.88)    | [MSE_tr]  0.3831   
Step    7000 (bc5.4)s   | [R_te] min: 1663.67         max: 4249.67        Avg: 3602.43 (284.73)    | [MSE_tr]  0.3824   
Step    8000 (bc5.4)s   | [R_te] min: 2188.48         max: 4313.91        Avg: 3903.21 (200.41)    | [MSE_tr]  0.3807   
Step    9000 (bc5.3)s   | [R_te] min: 1519.49         max: 4281.80        Avg: 3617.30 (257.69)    | [MSE_tr]  0.3792   
Step   10000 (bc5.1)s   | [R_te] min: 435.55          max: 4068.40        Avg: 2387.06 (332.43)    | [MSE_tr]  0.3791   
Step   11000 (bc5.2)s   | [R_te] min: 424.78          max: 2321.85        Avg: 1676.85 (162.81)    | [MSE_tr]  0.3780   
Step   12000 (bc5.1)s   | [R_te] min: 1367.21         max: 4149.88        Avg: 2287.55 (254.66)    | [MSE_tr]  0.3778   
Step   13000 (bc5.4)s   | [R_te] min: 1049.06         max: 3205.89        Avg: 1541.02 (187.34)    | [MSE_tr]  0.3778   
Step   14000 (bc5.5)s   | [R_te] min: 1351.11         max: 4032.04        Avg: 2693.03 (305.93)    | [MSE_tr]  0.3762   
Step   15000 (bc5.5)s   | [R_te] min: 512.36          max: 2282.13        Avg: 1532.93 (160.41)    | [MSE_tr]  0.3760   
Step   16000 (bc5.6)s   | [R_te] min: 1675.89         max: 4126.27        Avg: 2896.80 (272.48)    | [MSE_tr]  0.3749   
Step   17000 (bc5.4)s   | [R_te] min: 728.27          max: 3808.82        Avg: 1759.93 (267.47)    | [MSE_tr]  0.3745   
Step   18000 (bc5.4)s   | [R_te] min: 1522.95         max: 4517.67        Avg: 3600.86 (313.32)    | [MSE_tr]  0.3758   
Step   19000 (bc5.5)s   | [R_te] min: 742.31          max: 4382.51        Avg: 1780.51 (356.67)    | [MSE_tr]  0.3741   
Step   20000 (bc5.4)s   | [R_te] min: 334.67          max: 2706.70        Avg: 815.89 (213.01)     | [MSE_tr]  0.3738   
Step   21000 (bc5.4)s   | [R_te] min: 476.09          max: 4320.49        Avg: 1812.95 (366.84)    | [MSE_tr]  0.3731   
Step   22000 (bc5.5)s   | [R_te] min: 765.11          max: 4394.50        Avg: 1994.74 (421.18)    | [MSE_tr]  0.3735   
Step   23000 (bc5.5)s   | [R_te] min: 342.89          max: 4371.87        Avg: 2194.16 (462.23)    | [MSE_tr]  0.3732   
Step   24000 (bc5.5)s   | [R_te] min: 896.89          max: 3693.66        Avg: 2282.84 (228.71)    | [MSE_tr]  0.3740   
Step   25000 (bc5.4)s   | [R_te] min: 437.93          max: 4409.42        Avg: 2592.39 (406.84)    | [MSE_tr]  0.3726   
Step   26000 (bc5.4)s   | [R_te] min: 495.61          max: 4153.88        Avg: 2459.97 (471.04)    | [MSE_tr]  0.3726   
Step   27000 (bc5.5)s   | [R_te] min: 337.14          max: 3581.22        Avg: 1683.07 (289.63)    | [MSE_tr]  0.3727   
Step   28000 (bc5.4)s   | [R_te] min: 989.38          max: 4304.71        Avg: 2758.80 (366.36)    | [MSE_tr]  0.3728   
Step   29000 (bc5.5)s   | [R_te] min: 318.33          max: 4231.73        Avg: 1299.25 (380.66)    | [MSE_tr]  0.3722   
Step   30000 (bc5.5)s   | [R_te] min: 324.22          max: 4288.36        Avg: 2095.94 (457.29)    | [MSE_tr]  0.3723   
Step   31000 (bc5.5)s   | [R_te] min: 498.33          max: 4011.52        Avg: 1948.14 (289.71)    | [MSE_tr]  0.3724   
Step   32000 (bc5.5)s   | [R_te] min: 359.85          max: 4439.33        Avg: 1760.44 (450.18)    | [MSE_tr]  0.3725   
Step   33000 (bc5.5)s   | [R_te] min: 384.44          max: 2216.37        Avg: 998.82 (185.55)     | [MSE_tr]  0.3723   
Step   34000 (bc5.5)s   | [R_te] min: 754.97          max: 4335.42        Avg: 1972.61 (310.86)    | [MSE_tr]  0.3728   
