Step       0 (bc0.0)s   | [R_te] min: 36.29           max: 38.52          Avg: 37.19 (0.22)        | [MSE_tr]  0.5026   
Step    1000 (bc5.4)s   | [R_te] min: 430.47          max: 1200.72        Avg: 924.18 (72.03)      | [MSE_tr]  0.2239   
Step    2000 (bc5.4)s   | [R_te] min: 737.59          max: 2776.57        Avg: 1304.94 (167.05)    | [MSE_tr]  0.2160   
Step    3000 (bc5.4)s   | [R_te] min: 2227.71         max: 4333.72        Avg: 4028.87 (190.81)    | [MSE_tr]  0.2139   
Step    4000 (bc5.3)s   | [R_te] min: 4285.49         max: 4520.54        Avg: 4428.96 (24.87)     | [MSE_tr]  0.2128   
Step    5000 (bc5.3)s   | [R_te] min: 3642.35         max: 4244.98        Avg: 4107.18 (52.63)     | [MSE_tr]  0.2122   
Step    6000 (bc5.3)s   | [R_te] min: 524.55          max: 4546.41        Avg: 3590.58 (440.78)    | [MSE_tr]  0.2116   
Step    7000 (bc5.3)s   | [R_te] min: 2056.29         max: 4457.25        Avg: 3981.74 (210.14)    | [MSE_tr]  0.2112   
Step    8000 (bc5.2)s   | [R_te] min: 488.08          max: 4437.60        Avg: 3298.06 (483.03)    | [MSE_tr]  0.2110   
Step    9000 (bc5.0)s   | [R_te] min: 4312.74         max: 4517.42        Avg: 4441.07 (19.31)     | [MSE_tr]  0.2108   
Step   10000 (bc5.0)s   | [R_te] min: 3998.39         max: 4360.06        Avg: 4235.71 (36.74)     | [MSE_tr]  0.2107   
Step   11000 (bc4.9)s   | [R_te] min: 2033.43         max: 4334.24        Avg: 4042.91 (212.41)    | [MSE_tr]  0.2105   
Step   12000 (bc5.0)s   | [R_te] min: 452.81          max: 4489.51        Avg: 3998.83 (373.99)    | [MSE_tr]  0.2105   
Step   13000 (bc5.3)s   | [R_te] min: 4081.70         max: 4423.37        Avg: 4296.41 (31.73)     | [MSE_tr]  0.2101   
Step   14000 (bc5.3)s   | [R_te] min: 3479.92         max: 4465.15        Avg: 4296.05 (87.92)     | [MSE_tr]  0.2108   
Step   15000 (bc5.2)s   | [R_te] min: 476.71          max: 4358.39        Avg: 3845.29 (355.70)    | [MSE_tr]  0.2109   
Step   16000 (bc5.3)s   | [R_te] min: 4202.91         max: 4457.23        Avg: 4341.40 (28.37)     | [MSE_tr]  0.2104   
Step   17000 (bc5.3)s   | [R_te] min: 453.11          max: 4349.81        Avg: 3629.86 (392.28)    | [MSE_tr]  0.2106   
Step   18000 (bc5.3)s   | [R_te] min: 393.42          max: 4211.68        Avg: 2535.33 (484.34)    | [MSE_tr]  0.2108   
Step   19000 (bc5.3)s   | [R_te] min: 397.25          max: 4537.13        Avg: 3218.08 (582.01)    | [MSE_tr]  0.2105   
Step   20000 (bc5.1)s   | [R_te] min: 4323.08         max: 4564.70        Avg: 4487.32 (22.44)     | [MSE_tr]  0.2107   
Step   21000 (bc4.9)s   | [R_te] min: 413.82          max: 4512.76        Avg: 4072.76 (385.78)    | [MSE_tr]  0.2109   
Step   22000 (bc4.9)s   | [R_te] min: 447.76          max: 4517.78        Avg: 2855.74 (611.06)    | [MSE_tr]  0.2111   
Step   23000 (bc4.9)s   | [R_te] min: 485.97          max: 4210.30        Avg: 2654.21 (493.99)    | [MSE_tr]  0.2109   
Step   24000 (bc5.0)s   | [R_te] min: 467.24          max: 4633.16        Avg: 3710.81 (512.96)    | [MSE_tr]  0.2113   
Step   25000 (bc5.2)s   | [R_te] min: 410.36          max: 4487.97        Avg: 3228.84 (581.33)    | [MSE_tr]  0.2113   
Step   26000 (bc5.3)s   | [R_te] min: 399.76          max: 4571.34        Avg: 3858.05 (401.09)    | [MSE_tr]  0.2115   
Step   27000 (bc5.1)s   | [R_te] min: 4109.29         max: 4523.23        Avg: 4424.71 (34.83)     | [MSE_tr]  0.2113   
Step   28000 (bc5.0)s   | [R_te] min: 461.19          max: 4264.13        Avg: 2809.43 (528.75)    | [MSE_tr]  0.2114   
Step   29000 (bc5.1)s   | [R_te] min: 357.76          max: 4479.35        Avg: 3536.73 (500.99)    | [MSE_tr]  0.2113   
Step   30000 (bc5.0)s   | [R_te] min: 4309.77         max: 4600.45        Avg: 4494.33 (23.66)     | [MSE_tr]  0.2114   
Step   31000 (bc5.4)s   | [R_te] min: 473.20          max: 4445.32        Avg: 3762.74 (353.89)    | [MSE_tr]  0.2114   
Step   32000 (bc5.3)s   | [R_te] min: 459.56          max: 4230.12        Avg: 3266.18 (388.79)    | [MSE_tr]  0.2116   
Step   33000 (bc5.1)s   | [R_te] min: 447.24          max: 4606.12        Avg: 4052.55 (382.96)    | [MSE_tr]  0.2119   
Step   34000 (bc5.0)s   | [R_te] min: 2766.16         max: 4385.98        Avg: 3928.62 (172.98)    | [MSE_tr]  0.2116   
Step   35000 (bc5.0)s   | [R_te] min: 443.08          max: 4459.86        Avg: 2046.24 (591.16)    | [MSE_tr]  0.2121   
Step   36000 (bc4.9)s   | [R_te] min: 361.90          max: 4366.73        Avg: 3150.87 (460.36)    | [MSE_tr]  0.2119   
Step   37000 (bc4.9)s   | [R_te] min: 3560.20         max: 4475.79        Avg: 4330.41 (82.33)     | [MSE_tr]  0.2119   
Step   38000 (bc4.9)s   | [R_te] min: 4028.32         max: 4449.87        Avg: 4364.39 (39.95)     | [MSE_tr]  0.2125   
Step   39000 (bc5.2)s   | [R_te] min: 500.96          max: 4498.96        Avg: 3655.34 (438.30)    | [MSE_tr]  0.2120   
Step   40000 (bc5.2)s   | [R_te] min: 462.03          max: 4449.35        Avg: 3824.44 (379.45)    | [MSE_tr]  0.2126   
Step   41000 (bc5.3)s   | [R_te] min: 4268.01         max: 4539.11        Avg: 4439.33 (24.04)     | [MSE_tr]  0.2124   
Step   42000 (bc5.2)s   | [R_te] min: 295.72          max: 4557.07        Avg: 3448.96 (504.23)    | [MSE_tr]  0.2127   
Step   43000 (bc5.3)s   | [R_te] min: 446.68          max: 4402.96        Avg: 3351.17 (455.45)    | [MSE_tr]  0.2124   
Step   44000 (bc5.3)s   | [R_te] min: 464.74          max: 4447.65        Avg: 3881.51 (361.67)    | [MSE_tr]  0.2127   
Step   45000 (bc5.1)s   | [R_te] min: 3914.80         max: 4542.33        Avg: 4386.42 (54.71)     | [MSE_tr]  0.2124   
Step   46000 (bc5.1)s   | [R_te] min: 497.63          max: 4316.30        Avg: 3048.11 (487.03)    | [MSE_tr]  0.2128   
Step   47000 (bc5.0)s   | [R_te] min: 462.30          max: 4579.69        Avg: 4084.69 (382.39)    | [MSE_tr]  0.2128   
Step   48000 (bc5.2)s   | [R_te] min: 375.78          max: 4427.17        Avg: 3442.16 (483.57)    | [MSE_tr]  0.2130   
Step   49000 (bc5.3)s   | [R_te] min: 499.91          max: 4511.75        Avg: 3102.02 (524.99)    | [MSE_tr]  0.2132   
Step   50000 (bc5.3)s   | [R_te] min: 4153.91         max: 4434.24        Avg: 4266.70 (24.60)     | [MSE_tr]  0.2133   
Step   51000 (bc5.3)s   | [R_te] min: 383.78          max: 4350.31        Avg: 2555.36 (546.69)    | [MSE_tr]  0.2133   
Step   52000 (bc5.3)s   | [R_te] min: 1025.79         max: 4063.87        Avg: 2757.57 (384.46)    | [MSE_tr]  0.2134   
Step   53000 (bc5.3)s   | [R_te] min: 467.61          max: 4525.75        Avg: 4046.91 (378.32)    | [MSE_tr]  0.2136   
Step   54000 (bc5.1)s   | [R_te] min: 463.32          max: 4399.83        Avg: 3373.40 (426.48)    | [MSE_tr]  0.2137   
Step   55000 (bc5.2)s   | [R_te] min: 461.40          max: 4459.39        Avg: 3621.29 (457.09)    | [MSE_tr]  0.2135   
