Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 287.09         max: 324.06         Avg: 307.72 (3.37)       | ent 1.000
Step    1000 (g0.0+d0.3)s         | [D] min: 0.46       max: 1.09      | [R_te] min: 286.19         max: 325.62         Avg: 309.26 (4.45)       | ent 1.000
Step    2000 (g21.3+d7.8)s        | [D] min: 0.00       max: 1.33      | [R_te] min: 117.84         max: 125.22         Avg: 121.10 (0.96)       | ent 0.741
Step    3000 (g21.4+d7.8)s        | [D] min: 0.00       max: 0.17      | [R_te] min: 312.47         max: 357.38         Avg: 327.41 (4.22)       | ent 0.552
Step    4000 (g21.7+d7.9)s        | [D] min: 0.00       max: 0.31      | [R_te] min: 303.09         max: 352.28         Avg: 318.49 (5.00)       | ent 0.414
Step    5000 (g22.0+d8.0)s        | [D] min: 0.00       max: 0.13      | [R_te] min: 206.67         max: 470.26         Avg: 288.00 (24.72)      | ent 0.312
Step    6000 (g22.0+d8.1)s        | [D] min: 0.00       max: 0.21      | [R_te] min: 224.37         max: 283.77         Avg: 261.82 (5.96)       | ent 0.236
Step    7000 (g22.0+d8.0)s        | [D] min: 0.00       max: 0.17      | [R_te] min: 114.71         max: 139.88         Avg: 123.77 (2.48)       | ent 0.179
Step    8000 (g22.3+d8.2)s        | [D] min: 0.00       max: 0.16      | [R_te] min: 101.45         max: 116.60         Avg: 106.48 (1.40)       | ent 0.138
Step    9000 (g22.2+d8.1)s        | [D] min: 0.00       max: 0.20      | [R_te] min: 91.58          max: 101.05         Avg: 95.49 (1.01)        | ent 0.108
Step   10000 (g22.2+d8.2)s        | [D] min: 0.00       max: 0.20      | [R_te] min: 85.19          max: 92.26          Avg: 89.26 (0.71)        | ent 0.085
Step   11000 (g22.4+d8.2)s        | [D] min: 0.00       max: 0.63      | [R_te] min: 225.91         max: 344.74         Avg: 282.06 (12.07)      | ent 0.065
Step   12000 (g22.4+d8.2)s        | [D] min: 0.00       max: 0.24      | [R_te] min: 250.36         max: 372.50         Avg: 313.76 (11.62)      | ent 0.050
Step   13000 (g22.4+d8.2)s        | [D] min: 0.00       max: 0.16      | [R_te] min: 242.79         max: 335.14         Avg: 275.83 (9.30)       | ent 0.038
Step   14000 (g22.5+d8.2)s        | [D] min: 0.00       max: 0.23      | [R_te] min: 258.25         max: 405.65         Avg: 328.80 (12.51)      | ent 0.029
Step   15000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.21      | [R_te] min: 179.35         max: 266.97         Avg: 218.80 (8.98)       | ent 0.023
Step   16000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.20      | [R_te] min: 244.40         max: 380.09         Avg: 317.57 (16.85)      | ent 0.018
Step   17000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.44      | [R_te] min: 397.78         max: 603.33         Avg: 485.86 (18.41)      | ent 0.015
Step   18000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.39      | [R_te] min: 276.28         max: 485.39         Avg: 384.32 (23.79)      | ent 0.012
Step   19000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.19      | [R_te] min: 334.69         max: 522.35         Avg: 407.06 (18.81)      | ent 0.009
Step   20000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.17      | [R_te] min: 313.40         max: 464.13         Avg: 368.81 (14.79)      | ent 0.007
Step   21000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.19      | [R_te] min: 254.91         max: 493.92         Avg: 367.41 (19.02)      | ent 0.006
Step   22000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.20      | [R_te] min: 264.10         max: 356.15         Avg: 310.79 (9.88)       | ent 0.005
Step   23000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.33      | [R_te] min: 320.68         max: 540.72         Avg: 424.72 (18.57)      | ent 0.004
Step   24000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.15      | [R_te] min: 339.05         max: 515.37         Avg: 405.48 (16.05)      | ent 0.003
Step   25000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.52      | [R_te] min: 244.17         max: 502.65         Avg: 352.88 (31.86)      | ent 0.003
Step   26000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.39      | [R_te] min: 308.56         max: 427.96         Avg: 375.24 (10.60)      | ent 0.002
Step   27000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.30      | [R_te] min: 262.67         max: 483.75         Avg: 328.60 (24.24)      | ent 0.002
Step   28000 (g22.6+d8.3)s        | [D] min: 0.00       max: 0.38      | [R_te] min: 248.92         max: 456.63         Avg: 337.63 (19.53)      | ent 0.002
Step   29000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.43      | [R_te] min: 274.37         max: 451.35         Avg: 355.86 (20.69)      | ent 0.001
Step   30000 (g22.5+d8.3)s        | [D] min: 0.00       max: 0.32      | [R_te] min: 291.97         max: 444.62         Avg: 344.09 (14.95)      | ent 0.001
