Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 287.09         max: 324.06         Avg: 307.72 (3.37)       | ent 1.000
Step    1000 (g0.0+d0.3)s         | [D] min: 0.47       max: 1.10      | [R_te] min: 286.19         max: 325.62         Avg: 309.26 (4.45)       | ent 1.000
Step    2000 (g21.5+d7.8)s        | [D] min: 0.00       max: 0.52      | [R_te] min: 121.56         max: 122.78         Avg: 122.16 (0.12)       | ent 0.741
Step    3000 (g21.5+d7.8)s        | [D] min: 0.00       max: 0.23      | [R_te] min: 251.16         max: 288.23         Avg: 267.36 (3.81)       | ent 0.552
Step    4000 (g21.6+d7.8)s        | [D] min: 0.00       max: 0.11      | [R_te] min: 314.47         max: 373.34         Avg: 340.32 (6.28)       | ent 0.414
Step    5000 (g22.2+d8.1)s        | [D] min: 0.00       max: 0.08      | [R_te] min: 338.32         max: 457.73         Avg: 391.96 (12.63)      | ent 0.311
Step    6000 (g21.8+d7.9)s        | [D] min: 0.00       max: 0.11      | [R_te] min: 294.28         max: 431.58         Avg: 360.23 (14.65)      | ent 0.235
Step    7000 (g21.8+d7.9)s        | [D] min: 0.00       max: 0.08      | [R_te] min: 91.90          max: 103.45         Avg: 99.61 (1.11)        | ent 0.179
Step    8000 (g21.8+d7.9)s        | [D] min: 0.00       max: 0.07      | [R_te] min: 93.98          max: 109.60         Avg: 102.75 (1.58)       | ent 0.138
Step    9000 (g21.7+d7.9)s        | [D] min: 0.00       max: 0.10      | [R_te] min: 84.83          max: 91.36          Avg: 88.28 (0.63)        | ent 0.107
Step   10000 (g21.9+d8.0)s        | [D] min: 0.00       max: 0.13      | [R_te] min: 70.90          max: 73.30          Avg: 72.61 (0.20)        | ent 0.084
Step   11000 (g21.9+d8.0)s        | [D] min: 0.00       max: 0.18      | [R_te] min: 327.23         max: 427.46         Avg: 366.27 (11.45)      | ent 0.064
Step   12000 (g21.9+d8.0)s        | [D] min: 0.00       max: 0.31      | [R_te] min: 401.42         max: 657.22         Avg: 502.85 (25.19)      | ent 0.049
