Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 185.69         max: 202.96         Avg: 194.04 (2.00)       | ent 1.000
Step    1000 (g0.1+d0.6)s         | [D] min: 0.53       max: 1.45      | [R_te] min: 188.56         max: 204.77         Avg: 196.74 (1.70)       | ent 1.000
Step    2000 (g21.0+d7.7)s        | [D] min: 0.00       max: 0.22      | [R_te] min: 162.64         max: 180.80         Avg: 170.52 (2.05)       | ent 0.741
Step    3000 (g21.1+d7.7)s        | [D] min: 0.00       max: 0.28      | [R_te] min: 273.89         max: 299.78         Avg: 283.53 (2.30)       | ent 0.552
Step    4000 (g21.4+d7.8)s        | [D] min: 0.00       max: 0.31      | [R_te] min: 272.18         max: 321.41         Avg: 288.46 (4.88)       | ent 0.415
Step    5000 (g21.7+d7.9)s        | [D] min: 0.00       max: 0.29      | [R_te] min: 335.78         max: 448.59         Avg: 394.13 (10.90)      | ent 0.312
Step    6000 (g21.7+d7.9)s        | [D] min: 0.00       max: 0.24      | [R_te] min: 92.97          max: 100.43         Avg: 96.24 (0.70)        | ent 0.237
Step    7000 (g21.6+d7.9)s        | [D] min: 0.00       max: 0.25      | [R_te] min: 82.18          max: 86.60          Avg: 84.57 (0.36)        | ent 0.181
Step    8000 (g22.0+d8.1)s        | [D] min: 0.00       max: 0.27      | [R_te] min: 84.36          max: 89.68          Avg: 87.62 (0.51)        | ent 0.139
Step    9000 (g21.8+d8.0)s        | [D] min: 0.00       max: 0.21      | [R_te] min: 70.44          max: 73.15          Avg: 72.46 (0.26)        | ent 0.108
Step   10000 (g21.9+d8.1)s        | [D] min: 0.00       max: 0.18      | [R_te] min: 69.99          max: 76.45          Avg: 71.33 (0.57)        | ent 0.085
Step   11000 (g22.0+d8.1)s        | [D] min: 0.00       max: 0.65      | [R_te] min: 251.03         max: 336.15         Avg: 286.13 (7.72)       | ent 0.066
Step   12000 (g22.1+d8.1)s        | [D] min: 0.00       max: 0.19      | [R_te] min: 274.31         max: 317.56         Avg: 297.11 (5.18)       | ent 0.051
Step   13000 (g22.1+d8.1)s        | [D] min: 0.00       max: 0.67      | [R_te] min: 239.09         max: 289.64         Avg: 256.17 (4.89)       | ent 0.039
Step   14000 (g22.1+d8.1)s        | [D] min: 0.00       max: 0.26      | [R_te] min: 149.15         max: 252.15         Avg: 213.83 (10.80)      | ent 0.031
Step   15000 (g22.1+d8.1)s        | [D] min: 0.00       max: 0.36      | [R_te] min: 212.74         max: 340.91         Avg: 263.15 (10.48)      | ent 0.025
Step   16000 (g22.1+d8.1)s        | [D] min: 0.00       max: 0.36      | [R_te] min: 225.39         max: 304.49         Avg: 267.11 (7.70)       | ent 0.021
Step   17000 (g22.1+d8.2)s        | [D] min: 0.00       max: 0.23      | [R_te] min: 172.20         max: 326.81         Avg: 267.97 (13.39)      | ent 0.017
