Step       0 (bc0.0)s   | [R_te] min: 212.49          max: 230.07         Avg: 220.50 (1.84)       | [MSE_tr]  0.6094   
Step    1000 (bc6.6)s   | [R_te] min: 155.87          max: 166.86         Avg: 163.11 (1.17)       | [MSE_tr]  0.4654   
Step    2000 (bc6.5)s   | [R_te] min: 144.51          max: 155.45         Avg: 150.60 (1.20)       | [MSE_tr]  0.4614   
Step    3000 (bc6.5)s   | [R_te] min: 128.35          max: 138.26         Avg: 132.90 (1.25)       | [MSE_tr]  0.4599   
Step    4000 (bc6.5)s   | [R_te] min: 123.52          max: 136.77         Avg: 130.28 (1.20)       | [MSE_tr]  0.4564   
Step    5000 (bc6.5)s   | [R_te] min: 142.79          max: 152.21         Avg: 146.53 (0.99)       | [MSE_tr]  0.4540   
Step    6000 (bc6.5)s   | [R_te] min: 134.26          max: 150.63         Avg: 143.53 (1.30)       | [MSE_tr]  0.4527   
Step    7000 (bc6.5)s   | [R_te] min: 150.02          max: 161.16         Avg: 153.99 (0.98)       | [MSE_tr]  0.4516   
Step    8000 (bc6.5)s   | [R_te] min: 147.24          max: 160.72         Avg: 154.93 (1.23)       | [MSE_tr]  0.4511   
Step    9000 (bc6.5)s   | [R_te] min: 154.95          max: 165.84         Avg: 160.11 (0.96)       | [MSE_tr]  0.4502   
Step   10000 (bc6.6)s   | [R_te] min: 155.15          max: 160.83         Avg: 157.94 (0.66)       | [MSE_tr]  0.4490   
Step   11000 (bc6.5)s   | [R_te] min: 150.97          max: 161.72         Avg: 157.31 (1.20)       | [MSE_tr]  0.4496   
Step   12000 (bc6.5)s   | [R_te] min: 153.56          max: 161.90         Avg: 157.47 (0.83)       | [MSE_tr]  0.4487   
Step   13000 (bc6.5)s   | [R_te] min: 151.60          max: 162.31         Avg: 157.33 (1.17)       | [MSE_tr]  0.4483   
Step   14000 (bc6.5)s   | [R_te] min: 152.84          max: 166.44         Avg: 156.81 (1.23)       | [MSE_tr]  0.4475   
Step   15000 (bc6.5)s   | [R_te] min: 149.53          max: 161.68         Avg: 155.95 (1.25)       | [MSE_tr]  0.4475   
Step   16000 (bc6.6)s   | [R_te] min: 151.57          max: 157.02         Avg: 154.22 (0.46)       | [MSE_tr]  0.4473   
Step   17000 (bc6.5)s   | [R_te] min: 151.57          max: 162.22         Avg: 155.42 (1.04)       | [MSE_tr]  0.4468   
Step   18000 (bc6.5)s   | [R_te] min: 154.39          max: 159.36         Avg: 157.64 (0.46)       | [MSE_tr]  0.4471   
Step   19000 (bc6.5)s   | [R_te] min: 151.98          max: 161.36         Avg: 154.98 (1.05)       | [MSE_tr]  0.4467   
Step   20000 (bc6.5)s   | [R_te] min: 155.58          max: 160.59         Avg: 157.47 (0.47)       | [MSE_tr]  0.4466   
Step   21000 (bc6.5)s   | [R_te] min: 153.10          max: 160.61         Avg: 156.68 (0.89)       | [MSE_tr]  0.4467   
Step   22000 (bc6.7)s   | [R_te] min: 152.51          max: 164.13         Avg: 158.51 (0.95)       | [MSE_tr]  0.4463   
Step   23000 (bc6.5)s   | [R_te] min: 149.52          max: 158.13         Avg: 155.00 (0.95)       | [MSE_tr]  0.4463   
Step   24000 (bc6.5)s   | [R_te] min: 150.31          max: 155.47         Avg: 152.44 (0.52)       | [MSE_tr]  0.4466   
Step   25000 (bc6.5)s   | [R_te] min: 150.52          max: 160.06         Avg: 156.36 (0.81)       | [MSE_tr]  0.4465   
Step   26000 (bc6.5)s   | [R_te] min: 152.90          max: 161.75         Avg: 157.15 (0.81)       | [MSE_tr]  0.4462   
Step   27000 (bc6.5)s   | [R_te] min: 152.48          max: 163.60         Avg: 157.15 (1.10)       | [MSE_tr]  0.4460   
Step   28000 (bc6.5)s   | [R_te] min: 155.50          max: 166.32         Avg: 159.31 (1.12)       | [MSE_tr]  0.4461   
Step   29000 (bc6.5)s   | [R_te] min: 152.96          max: 161.67         Avg: 156.04 (0.87)       | [MSE_tr]  0.4462   
Step   30000 (bc6.5)s   | [R_te] min: 151.62          max: 161.61         Avg: 156.16 (0.84)       | [MSE_tr]  0.4455   
Step   31000 (bc6.5)s   | [R_te] min: 150.79          max: 159.94         Avg: 154.27 (0.92)       | [MSE_tr]  0.4462   
Step   32000 (bc6.5)s   | [R_te] min: 150.60          max: 158.81         Avg: 155.31 (0.82)       | [MSE_tr]  0.4463   
Step   33000 (bc6.5)s   | [R_te] min: 153.32          max: 164.52         Avg: 158.37 (1.06)       | [MSE_tr]  0.4459   
Step   34000 (bc6.6)s   | [R_te] min: 155.41          max: 159.82         Avg: 157.25 (0.56)       | [MSE_tr]  0.4461   
Step   35000 (bc6.4)s   | [R_te] min: 150.46          max: 161.94         Avg: 157.17 (1.23)       | [MSE_tr]  0.4460   
Step   36000 (bc6.4)s   | [R_te] min: 150.78          max: 160.70         Avg: 154.45 (0.97)       | [MSE_tr]  0.4455   
Step   37000 (bc6.4)s   | [R_te] min: 152.45          max: 170.44         Avg: 159.46 (1.85)       | [MSE_tr]  0.4461   
Step   38000 (bc6.4)s   | [R_te] min: 151.20          max: 160.97         Avg: 154.58 (0.94)       | [MSE_tr]  0.4455   
Step   39000 (bc6.4)s   | [R_te] min: 151.55          max: 165.13         Avg: 159.16 (1.05)       | [MSE_tr]  0.4453   
Step   40000 (bc6.4)s   | [R_te] min: 151.85          max: 164.39         Avg: 156.97 (1.30)       | [MSE_tr]  0.4458   
Step   41000 (bc6.4)s   | [R_te] min: 151.59          max: 158.84         Avg: 154.96 (0.75)       | [MSE_tr]  0.4465   
Step   42000 (bc6.4)s   | [R_te] min: 151.57          max: 163.39         Avg: 157.14 (1.11)       | [MSE_tr]  0.4453   
Step   43000 (bc6.4)s   | [R_te] min: 154.86          max: 162.14         Avg: 159.20 (0.82)       | [MSE_tr]  0.4453   
Step   44000 (bc6.4)s   | [R_te] min: 151.41          max: 161.57         Avg: 157.10 (0.97)       | [MSE_tr]  0.4456   
Step   45000 (bc6.5)s   | [R_te] min: 152.80          max: 167.18         Avg: 158.17 (1.42)       | [MSE_tr]  0.4455   
Step   46000 (bc6.4)s   | [R_te] min: 155.71          max: 172.09         Avg: 160.47 (1.50)       | [MSE_tr]  0.4456   
Step   47000 (bc6.5)s   | [R_te] min: 150.94          max: 162.90         Avg: 158.20 (1.28)       | [MSE_tr]  0.4453   
Step   48000 (bc6.5)s   | [R_te] min: 153.02          max: 161.86         Avg: 158.24 (0.91)       | [MSE_tr]  0.4451   
Step   49000 (bc6.5)s   | [R_te] min: 150.54          max: 161.70         Avg: 157.77 (1.24)       | [MSE_tr]  0.4455   
Step   50000 (bc6.4)s   | [R_te] min: 150.66          max: 162.80         Avg: 155.47 (1.04)       | [MSE_tr]  0.4454   
Step   51000 (bc6.6)s   | [R_te] min: 150.91          max: 165.88         Avg: 157.76 (1.37)       | [MSE_tr]  0.4454   
Step   52000 (bc6.4)s   | [R_te] min: 152.91          max: 163.49         Avg: 158.99 (1.00)       | [MSE_tr]  0.4460   
Step   53000 (bc6.4)s   | [R_te] min: 157.16          max: 169.08         Avg: 161.48 (1.08)       | [MSE_tr]  0.4463   
Step   54000 (bc6.4)s   | [R_te] min: 157.11          max: 165.93         Avg: 160.73 (0.96)       | [MSE_tr]  0.4455   
Step   55000 (bc6.5)s   | [R_te] min: 151.46          max: 161.80         Avg: 155.97 (0.99)       | [MSE_tr]  0.4455   
Step   56000 (bc6.4)s   | [R_te] min: 154.88          max: 162.33         Avg: 159.06 (0.79)       | [MSE_tr]  0.4456   
Step   57000 (bc6.5)s   | [R_te] min: 156.42          max: 168.72         Avg: 160.35 (1.10)       | [MSE_tr]  0.4450   
Step   58000 (bc6.4)s   | [R_te] min: 151.62          max: 161.48         Avg: 156.66 (1.21)       | [MSE_tr]  0.4449   
Step   59000 (bc6.4)s   | [R_te] min: 155.02          max: 164.16         Avg: 158.19 (1.00)       | [MSE_tr]  0.4450   
Step   60000 (bc6.4)s   | [R_te] min: 153.21          max: 171.75         Avg: 159.92 (1.50)       | [MSE_tr]  0.4449   
Step   61000 (bc6.4)s   | [R_te] min: 155.10          max: 170.65         Avg: 159.04 (1.40)       | [MSE_tr]  0.4448   
Step   62000 (bc6.4)s   | [R_te] min: 155.19          max: 164.34         Avg: 159.43 (0.97)       | [MSE_tr]  0.4447   
Step   63000 (bc6.4)s   | [R_te] min: 151.38          max: 169.26         Avg: 159.71 (1.82)       | [MSE_tr]  0.4448   
Step   64000 (bc6.4)s   | [R_te] min: 152.84          max: 163.47         Avg: 158.38 (1.05)       | [MSE_tr]  0.4443   
Step   65000 (bc6.4)s   | [R_te] min: 151.51          max: 158.92         Avg: 156.75 (0.71)       | [MSE_tr]  0.4446   
Step   66000 (bc6.4)s   | [R_te] min: 153.66          max: 163.85         Avg: 158.31 (0.97)       | [MSE_tr]  0.4451   
Step   67000 (bc6.4)s   | [R_te] min: 149.89          max: 161.24         Avg: 154.69 (1.06)       | [MSE_tr]  0.4450   
Step   68000 (bc6.4)s   | [R_te] min: 155.28          max: 164.03         Avg: 158.65 (0.91)       | [MSE_tr]  0.4451   
Step   69000 (bc6.8)s   | [R_te] min: 151.30          max: 163.89         Avg: 157.22 (1.28)       | [MSE_tr]  0.4443   
Step   70000 (bc6.5)s   | [R_te] min: 152.05          max: 160.95         Avg: 155.43 (0.85)       | [MSE_tr]  0.4444   
Step   71000 (bc6.5)s   | [R_te] min: 154.85          max: 164.28         Avg: 158.67 (1.01)       | [MSE_tr]  0.4444   
Step   72000 (bc6.5)s   | [R_te] min: 153.05          max: 163.26         Avg: 157.81 (0.97)       | [MSE_tr]  0.4443   
Step   73000 (bc6.5)s   | [R_te] min: 151.29          max: 160.29         Avg: 156.20 (1.01)       | [MSE_tr]  0.4456   
Step   74000 (bc6.6)s   | [R_te] min: 157.87          max: 167.13         Avg: 162.46 (0.87)       | [MSE_tr]  0.4454   
Step   75000 (bc6.5)s   | [R_te] min: 152.83          max: 160.83         Avg: 155.86 (0.78)       | [MSE_tr]  0.4445   
Step   76000 (bc6.5)s   | [R_te] min: 155.64          max: 171.41         Avg: 161.73 (1.57)       | [MSE_tr]  0.4446   
Step   77000 (bc6.5)s   | [R_te] min: 151.45          max: 166.78         Avg: 159.00 (1.31)       | [MSE_tr]  0.4444   
Step   78000 (bc6.5)s   | [R_te] min: 152.78          max: 161.64         Avg: 158.47 (0.86)       | [MSE_tr]  0.4450   
Step   79000 (bc6.5)s   | [R_te] min: 153.02          max: 162.05         Avg: 156.26 (0.84)       | [MSE_tr]  0.4453   
Step   80000 (bc6.6)s   | [R_te] min: 152.48          max: 167.49         Avg: 160.00 (1.49)       | [MSE_tr]  0.4452   
Step   81000 (bc6.5)s   | [R_te] min: 154.96          max: 161.30         Avg: 158.44 (0.67)       | [MSE_tr]  0.4447   
Step   82000 (bc6.5)s   | [R_te] min: 154.31          max: 166.84         Avg: 160.69 (1.34)       | [MSE_tr]  0.4442   
Step   83000 (bc6.5)s   | [R_te] min: 152.84          max: 166.09         Avg: 159.43 (1.11)       | [MSE_tr]  0.4441   
Step   84000 (bc6.5)s   | [R_te] min: 151.55          max: 166.55         Avg: 158.01 (1.36)       | [MSE_tr]  0.4440   
Step   85000 (bc6.5)s   | [R_te] min: 151.28          max: 166.63         Avg: 158.91 (1.62)       | [MSE_tr]  0.4438   
Step   86000 (bc6.5)s   | [R_te] min: 153.35          max: 169.59         Avg: 160.50 (1.45)       | [MSE_tr]  0.4441   
Step   87000 (bc6.5)s   | [R_te] min: 151.26          max: 162.83         Avg: 157.36 (1.21)       | [MSE_tr]  0.4439   
