Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] Avg 0: 433.08 (0.00)         1: 421.64 (0.00)         2: 357.46 (0.00)         3: 407.06 (0.00)         4: 416.42 (0.00)         5: 404.30 (0.00)         6: 375.75 (0.00)         7: 403.83 (0.00)         8: 420.51 (0.00)         9: 382.41 (0.00)         | ent 1.000
Step    1000 (g0.0+d0.3)s         | [D] min: 0.27       max: 2.53      | [R_te] Avg 0: 419.56 (0.00)         1: 393.86 (0.00)         2: 391.73 (0.00)         3: 413.73 (0.00)         4: 372.92 (0.00)         5: 402.49 (0.00)         6: 382.33 (0.00)         7: 433.25 (0.00)         8: 381.65 (0.00)         9: 347.10 (0.00)         | ent 1.000
Step    2000 (g22.4+d12.4)s       | [D] min: -0.46      max: 1.72      | [R_te] Avg 0: 332.98 (0.00)         1: 341.08 (0.00)         2: 331.59 (0.00)         3: 338.51 (0.00)         4: 363.06 (0.00)         5: 354.10 (0.00)         6: 372.22 (0.00)         7: 336.03 (0.00)         8: 321.79 (0.00)         9: 336.24 (0.00)         | ent 0.741
Step    3000 (g22.5+d12.5)s       | [D] min: -0.45      max: 1.27      | [R_te] Avg 0: 261.93 (0.00)         1: 266.02 (0.00)         2: 268.83 (0.00)         3: 265.75 (0.00)         4: 256.86 (0.00)         5: 273.35 (0.00)         6: 281.65 (0.00)         7: 282.90 (0.00)         8: 272.27 (0.00)         9: 258.80 (0.00)         | ent 0.553
Step    4000 (g22.5+d12.5)s       | [D] min: -0.15      max: 2.11      | [R_te] Avg 0: 278.22 (0.00)         1: 302.28 (0.00)         2: 280.07 (0.00)         3: 307.05 (0.00)         4: 281.01 (0.00)         5: 283.66 (0.00)         6: 300.21 (0.00)         7: 302.46 (0.00)         8: 286.36 (0.00)         9: 285.63 (0.00)         | ent 0.416
Step    5000 (g22.7+d12.6)s       | [D] min: -0.33      max: 1.88      | [R_te] Avg 0: 331.60 (0.00)         1: 346.01 (0.00)         2: 416.53 (0.00)         3: 339.30 (0.00)         4: 339.99 (0.00)         5: 335.00 (0.00)         6: 380.85 (0.00)         7: 318.46 (0.00)         8: 355.64 (0.00)         9: 375.88 (0.00)         | ent 0.314
Step    6000 (g22.7+d12.6)s       | [D] min: -0.47      max: 1.96      | [R_te] Avg 0: 424.36 (0.00)         1: 341.66 (0.00)         2: 459.91 (0.00)         3: 460.16 (0.00)         4: 313.41 (0.00)         5: 419.45 (0.00)         6: 319.46 (0.00)         7: 362.53 (0.00)         8: 365.17 (0.00)         9: 358.29 (0.00)         | ent 0.239
Step    7000 (g22.7+d12.6)s       | [D] min: -0.30      max: 2.64      | [R_te] Avg 0: 232.87 (0.00)         1: 351.36 (0.00)         2: 264.53 (0.00)         3: 324.99 (0.00)         4: 328.79 (0.00)         5: 252.27 (0.00)         6: 209.96 (0.00)         7: 315.41 (0.00)         8: 256.75 (0.00)         9: 283.26 (0.00)         | ent 0.183
Step    8000 (g22.8+d12.7)s       | [D] min: -0.24      max: 3.24      | [R_te] Avg 0: 264.92 (0.00)         1: 214.14 (0.00)         2: 300.01 (0.00)         3: 223.60 (0.00)         4: 253.69 (0.00)         5: 315.16 (0.00)         6: 259.88 (0.00)         7: 247.85 (0.00)         8: 251.12 (0.00)         9: 242.78 (0.00)         | ent 0.140
Step    9000 (g22.7+d12.6)s       | [D] min: -0.37      max: 1.57      | [R_te] Avg 0: 151.95 (0.00)         1: 110.28 (0.00)         2: 115.52 (0.00)         3: 118.04 (0.00)         4: 117.51 (0.00)         5: 110.40 (0.00)         6: 138.74 (0.00)         7: 133.91 (0.00)         8: 121.57 (0.00)         9: 116.13 (0.00)         | ent 0.109
Step   10000 (g22.7+d12.7)s       | [D] min: -0.38      max: 1.80      | [R_te] Avg 0: 105.34 (0.00)         1: 104.31 (0.00)         2: 107.83 (0.00)         3: 100.25 (0.00)         4: 100.57 (0.00)         5: 102.87 (0.00)         6: 105.78 (0.00)         7: 101.70 (0.00)         8: 100.92 (0.00)         9: 105.78 (0.00)         | ent 0.086
