Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] Avg 0: 185.24 (0.00)         1: 174.83 (0.00)         2: 191.17 (0.00)         3: 181.14 (0.00)         4: 187.37 (0.00)         5: 178.88 (0.00)         6: 184.67 (0.00)         7: 184.97 (0.00)         8: 187.68 (0.00)         9: 188.72 (0.00)         | ent 1.000
Step    1000 (g0.0+d0.4)s         | [D] min: 1.36       max: 2.78      | [R_te] Avg 0: 179.24 (0.00)         1: 186.47 (0.00)         2: 175.07 (0.00)         3: 176.76 (0.00)         4: 176.12 (0.00)         5: 174.76 (0.00)         6: 184.01 (0.00)         7: 171.68 (0.00)         8: 182.37 (0.00)         9: 184.08 (0.00)         | ent 1.000
Step    2000 (g20.1+d11.1)s       | [D] min: -0.24      max: 1.56      | [R_te] Avg 0: 141.40 (0.00)         1: 136.05 (0.00)         2: 136.75 (0.00)         3: 139.02 (0.00)         4: 136.33 (0.00)         5: 135.92 (0.00)         6: 136.15 (0.00)         7: 137.04 (0.00)         8: 144.00 (0.00)         9: 143.23 (0.00)         | ent 0.741
Step    3000 (g20.2+d11.1)s       | [D] min: -0.38      max: 1.53      | [R_te] Avg 0: 351.62 (0.00)         1: 449.96 (0.00)         2: 462.01 (0.00)         3: 347.27 (0.00)         4: 350.55 (0.00)         5: 337.15 (0.00)         6: 250.68 (0.00)         7: 343.85 (0.00)         8: 337.59 (0.00)         9: 369.13 (0.00)         | ent 0.553
Step    4000 (g23.7+d13.2)s       | [D] min: -0.14      max: 1.48      | [R_te] Avg 0: 325.37 (0.00)         1: 351.73 (0.00)         2: 280.51 (0.00)         3: 292.45 (0.00)         4: 349.75 (0.00)         5: 313.48 (0.00)         6: 314.52 (0.00)         7: 382.60 (0.00)         8: 313.44 (0.00)         9: 305.07 (0.00)         | ent 0.416
Step    5000 (g23.2+d12.9)s       | [D] min: -0.25      max: 2.45      | [R_te] Avg 0: 503.82 (0.00)         1: 686.42 (0.00)         2: 479.53 (0.00)         3: 469.28 (0.00)         4: 527.57 (0.00)         5: 527.87 (0.00)         6: 388.13 (0.00)         7: 446.55 (0.00)         8: 463.14 (0.00)         9: 431.52 (0.00)         | ent 0.314
Step    6000 (g23.4+d13.0)s       | [D] min: -0.26      max: 2.43      | [R_te] Avg 0: 283.78 (0.00)         1: 262.04 (0.00)         2: 226.57 (0.00)         3: 223.97 (0.00)         4: 238.00 (0.00)         5: 225.64 (0.00)         6: 245.93 (0.00)         7: 321.50 (0.00)         8: 333.63 (0.00)         9: 283.86 (0.00)         | ent 0.239
Step    7000 (g23.6+d13.2)s       | [D] min: -0.01      max: 1.95      | [R_te] Avg 0: 283.81 (0.00)         1: 296.87 (0.00)         2: 285.37 (0.00)         3: 266.91 (0.00)         4: 222.87 (0.00)         5: 280.91 (0.00)         6: 313.91 (0.00)         7: 294.31 (0.00)         8: 277.47 (0.00)         9: 280.05 (0.00)         | ent 0.184
Step    8000 (g23.8+d13.3)s       | [D] min: -0.18      max: 2.11      | [R_te] Avg 0: 289.79 (0.00)         1: 332.88 (0.00)         2: 338.10 (0.00)         3: 296.27 (0.00)         4: 300.62 (0.00)         5: 312.47 (0.00)         6: 420.61 (0.00)         7: 366.33 (0.00)         8: 305.80 (0.00)         9: 299.56 (0.00)         | ent 0.142
Step    9000 (g23.8+d13.3)s       | [D] min: -0.10      max: 1.87      | [R_te] Avg 0: 354.44 (0.00)         1: 278.32 (0.00)         2: 339.72 (0.00)         3: 318.22 (0.00)         4: 296.48 (0.00)         5: 223.35 (0.00)         6: 234.78 (0.00)         7: 321.28 (0.00)         8: 121.68 (0.00)         9: 260.44 (0.00)         | ent 0.112
Step   10000 (g23.8+d13.4)s       | [D] min: -1.00      max: 1.84      | [R_te] Avg 0: 349.47 (0.00)         1: 409.63 (0.00)         2: 360.60 (0.00)         3: 293.09 (0.00)         4: 315.60 (0.00)         5: 330.04 (0.00)         6: 360.92 (0.00)         7: 271.37 (0.00)         8: 274.88 (0.00)         9: 354.67 (0.00)         | ent 0.088
