Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] Avg 0: 185.24 (0.00)         1: 174.83 (0.00)         2: 191.17 (0.00)         3: 181.14 (0.00)         4: 187.37 (0.00)         5: 178.88 (0.00)         6: 184.67 (0.00)         7: 184.97 (0.00)         8: 187.68 (0.00)         9: 188.72 (0.00)         | ent 1.000
Step   32000 (g21.9+d12.2)s       | [D] min: -0.74      max: 2.34      | [R_te] Avg 0: 282.28 (0.00)         1: 358.22 (0.00)         2: 539.55 (0.00)         3: 345.27 (0.00)         4: 323.13 (0.00)         5: 486.50 (0.00)         6: 410.23 (0.00)         7: 368.17 (0.00)         8: 370.18 (0.00)         9: 337.78 (0.00)         | ent 0.002
Step   33000 (g22.0+d12.2)s       | [D] min: -0.21      max: 2.46      | [R_te] Avg 0: 441.96 (0.00)         1: 307.32 (0.00)         2: 594.95 (0.00)         3: 399.64 (0.00)         4: 336.21 (0.00)         5: 351.19 (0.00)         6: 374.10 (0.00)         7: 321.78 (0.00)         8: 412.06 (0.00)         9: 352.27 (0.00)         | ent 0.002
Step   34000 (g21.9+d12.2)s       | [D] min: -0.23      max: 2.02      | [R_te] Avg 0: 256.20 (0.00)         1: 348.44 (0.00)         2: 300.77 (0.00)         3: 259.10 (0.00)         4: 302.27 (0.00)         5: 489.14 (0.00)         6: 261.63 (0.00)         7: 273.63 (0.00)         8: 304.81 (0.00)         9: 213.37 (0.00)         | ent 0.001
Step   35000 (g22.0+d12.2)s       | [D] min: -0.31      max: 2.19      | [R_te] Avg 0: 438.52 (0.00)         1: 389.57 (0.00)         2: 338.46 (0.00)         3: 397.45 (0.00)         4: 441.66 (0.00)         5: 373.67 (0.00)         6: 422.86 (0.00)         7: 537.83 (0.00)         8: 415.89 (0.00)         9: 402.54 (0.00)         | ent 0.001
Step   36000 (g21.9+d12.2)s       | [D] min: -0.21      max: 2.84      | [R_te] Avg 0: 292.31 (0.00)         1: 372.79 (0.00)         2: 337.81 (0.00)         3: 292.62 (0.00)         4: 301.00 (0.00)         5: 312.16 (0.00)         6: 315.93 (0.00)         7: 322.60 (0.00)         8: 348.21 (0.00)         9: 355.53 (0.00)         | ent 0.001
Step   37000 (g22.0+d12.2)s       | [D] min: -0.34      max: 2.60      | [R_te] Avg 0: 402.01 (0.00)         1: 366.68 (0.00)         2: 384.56 (0.00)         3: 347.22 (0.00)         4: 359.65 (0.00)         5: 332.53 (0.00)         6: 366.79 (0.00)         7: 332.94 (0.00)         8: 379.95 (0.00)         9: 355.44 (0.00)         | ent 0.001
Step   38000 (g22.0+d12.2)s       | [D] min: -0.17      max: 2.34      | [R_te] Avg 0: 308.63 (0.00)         1: 287.85 (0.00)         2: 287.03 (0.00)         3: 355.98 (0.00)         4: 316.64 (0.00)         5: 326.60 (0.00)         6: 431.78 (0.00)         7: 360.32 (0.00)         8: 474.32 (0.00)         9: 487.85 (0.00)         | ent 0.001
Step   39000 (g22.0+d12.2)s       | [D] min: -0.25      max: 3.01      | [R_te] Avg 0: 343.58 (0.00)         1: 340.32 (0.00)         2: 334.73 (0.00)         3: 308.91 (0.00)         4: 376.93 (0.00)         5: 376.26 (0.00)         6: 360.20 (0.00)         7: 364.47 (0.00)         8: 335.57 (0.00)         9: 425.69 (0.00)         | ent 0.001
Step   40000 (g21.9+d12.2)s       | [D] min: -0.26      max: 2.10      | [R_te] Avg 0: 253.83 (0.00)         1: 275.15 (0.00)         2: 285.32 (0.00)         3: 265.71 (0.00)         4: 241.88 (0.00)         5: 269.97 (0.00)         6: 269.15 (0.00)         7: 290.19 (0.00)         8: 243.19 (0.00)         9: 255.55 (0.00)         | ent 0.001
Step   41000 (g21.9+d12.2)s       | [D] min: -0.13      max: 3.06      | [R_te] Avg 0: 286.14 (0.00)         1: 317.33 (0.00)         2: 280.56 (0.00)         3: 297.48 (0.00)         4: 283.56 (0.00)         5: 304.47 (0.00)         6: 301.47 (0.00)         7: 263.51 (0.00)         8: 304.07 (0.00)         9: 280.36 (0.00)         | ent 0.002
Step   42000 (g21.9+d12.2)s       | [D] min: -0.29      max: 2.15      | [R_te] Avg 0: 300.28 (0.00)         1: 284.62 (0.00)         2: 304.52 (0.00)         3: 310.46 (0.00)         4: 304.33 (0.00)         5: 337.56 (0.00)         6: 302.21 (0.00)         7: 278.84 (0.00)         8: 314.54 (0.00)         9: 287.66 (0.00)         | ent 0.002
Step   43000 (g22.0+d12.2)s       | [D] min: -0.41      max: 1.67      | [R_te] Avg 0: 613.64 (0.00)         1: 539.72 (0.00)         2: 529.79 (0.00)         3: 449.41 (0.00)         4: 339.88 (0.00)         5: 283.07 (0.00)         6: 406.12 (0.00)         7: 486.08 (0.00)         8: 383.37 (0.00)         9: 417.97 (0.00)         | ent 0.002
Step   44000 (g22.0+d12.2)s       | [D] min: -0.25      max: 2.97      | [R_te] Avg 0: 360.29 (0.00)         1: 421.13 (0.00)         2: 454.20 (0.00)         3: 357.66 (0.00)         4: 371.24 (0.00)         5: 421.44 (0.00)         6: 410.26 (0.00)         7: 402.80 (0.00)         8: 434.83 (0.00)         9: 457.08 (0.00)         | ent 0.002
Step   45000 (g22.3+d22.2)s       | [D] min: -0.28      max: 2.35      | [R_te] Avg 0: 377.53 (0.00)         1: 508.92 (0.00)         2: 486.34 (0.00)         3: 650.93 (0.00)         4: 483.78 (0.00)         5: 354.46 (0.00)         6: 491.42 (0.00)         7: 915.18 (0.00)         8: 342.79 (0.00)         9: 660.93 (0.00)         | ent 0.002
Step   46000 (g22.5+d12.5)s       | [D] min: -0.49      max: 2.02      | [R_te] Avg 0: 305.88 (0.00)         1: 365.11 (0.00)         2: 388.63 (0.00)         3: 362.71 (0.00)         4: 353.03 (0.00)         5: 355.74 (0.00)         6: 379.34 (0.00)         7: 320.49 (0.00)         8: 323.47 (0.00)         9: 396.18 (0.00)         | ent 0.002
Step   47000 (g22.3+d12.4)s       | [D] min: -0.09      max: 2.37      | [R_te] Avg 0: 326.55 (0.00)         1: 326.11 (0.00)         2: 259.41 (0.00)         3: 394.91 (0.00)         4: 371.38 (0.00)         5: 476.54 (0.00)         6: 622.82 (0.00)         7: 324.05 (0.00)         8: 319.23 (0.00)         9: 352.54 (0.00)         | ent 0.002
Step   48000 (g22.3+d12.3)s       | [D] min: -0.19      max: 1.50      | [R_te] Avg 0: 213.97 (0.00)         1: 285.47 (0.00)         2: 191.22 (0.00)         3: 427.28 (0.00)         4: 283.18 (0.00)         5: 218.58 (0.00)         6: 254.02 (0.00)         7: 338.33 (0.00)         8: 241.81 (0.00)         9: 282.31 (0.00)         | ent 0.001
Step   49000 (g22.3+d12.4)s       | [D] min: -0.30      max: 2.26      | [R_te] Avg 0: 242.75 (0.00)         1: 329.81 (0.00)         2: 313.24 (0.00)         3: 500.60 (0.00)         4: 290.20 (0.00)         5: 496.98 (0.00)         6: 426.54 (0.00)         7: 518.04 (0.00)         8: 339.58 (0.00)         9: 268.63 (0.00)         | ent 0.001
Step   50000 (g22.3+d12.4)s       | [D] min: -1.15      max: 2.24      | [R_te] Avg 0: 351.66 (0.00)         1: 506.28 (0.00)         2: 651.74 (0.00)         3: 385.34 (0.00)         4: 546.19 (0.00)         5: 472.12 (0.00)         6: 399.48 (0.00)         7: 434.44 (0.00)         8: 526.67 (0.00)         9: 479.00 (0.00)         | ent 0.001
Step   51000 (g22.3+d12.4)s       | [D] min: -0.32      max: 2.02      | [R_te] Avg 0: 386.71 (0.00)         1: 482.81 (0.00)         2: 552.12 (0.00)         3: 353.51 (0.00)         4: 209.24 (0.00)         5: 413.11 (0.00)         6: 457.43 (0.00)         7: 343.30 (0.00)         8: 271.78 (0.00)         9: 361.44 (0.00)         | ent 0.001
Step   52000 (g22.4+d12.4)s       | [D] min: -0.20      max: 1.60      | [R_te] Avg 0: 388.05 (0.00)         1: 443.72 (0.00)         2: 496.13 (0.00)         3: 316.47 (0.00)         4: 435.40 (0.00)         5: 367.91 (0.00)         6: 590.79 (0.00)         7: 274.15 (0.00)         8: 333.98 (0.00)         9: 412.32 (0.00)         | ent 0.001
Step   53000 (g22.3+d12.4)s       | [D] min: -0.18      max: 2.46      | [R_te] Avg 0: 430.03 (0.00)         1: 613.22 (0.00)         2: 607.06 (0.00)         3: 419.42 (0.00)         4: 415.23 (0.00)         5: 374.07 (0.00)         6: 298.65 (0.00)         7: 458.12 (0.00)         8: 488.29 (0.00)         9: 290.07 (0.00)         | ent 0.001
Step   54000 (g22.2+d12.3)s       | [D] min: -3.18      max: 2.15      | [R_te] Avg 0: 392.86 (0.00)         1: 463.55 (0.00)         2: 534.34 (0.00)         3: 367.59 (0.00)         4: 475.43 (0.00)         5: 437.75 (0.00)         6: 354.56 (0.00)         7: 442.65 (0.00)         8: 357.31 (0.00)         9: 362.49 (0.00)         | ent 0.001
Step   55000 (g22.3+d12.4)s       | [D] min: -0.44      max: 1.60      | [R_te] Avg 0: 427.42 (0.00)         1: 403.71 (0.00)         2: 384.93 (0.00)         3: 410.26 (0.00)         4: 402.00 (0.00)         5: 397.26 (0.00)         6: 440.93 (0.00)         7: 401.88 (0.00)         8: 519.92 (0.00)         9: 368.39 (0.00)         | ent 0.001
Step   56000 (g22.3+d12.4)s       | [D] min: -0.24      max: 1.88      | [R_te] Avg 0: 405.86 (0.00)         1: 371.44 (0.00)         2: 394.03 (0.00)         3: 329.60 (0.00)         4: 368.34 (0.00)         5: 591.80 (0.00)         6: 386.07 (0.00)         7: 374.99 (0.00)         8: 311.10 (0.00)         9: 340.79 (0.00)         | ent 0.001
Step   57000 (g22.3+d12.4)s       | [D] min: -0.24      max: 2.18      | [R_te] Avg 0: 416.42 (0.00)         1: 322.88 (0.00)         2: 359.80 (0.00)         3: 345.82 (0.00)         4: 273.14 (0.00)         5: 463.76 (0.00)         6: 507.61 (0.00)         7: 353.45 (0.00)         8: 358.66 (0.00)         9: 248.84 (0.00)         | ent 0.001
Step   58000 (g22.3+d12.4)s       | [D] min: -0.16      max: 2.76      | [R_te] Avg 0: 376.10 (0.00)         1: 457.89 (0.00)         2: 408.93 (0.00)         3: 250.35 (0.00)         4: 328.86 (0.00)         5: 359.47 (0.00)         6: 349.53 (0.00)         7: 432.54 (0.00)         8: 430.44 (0.00)         9: 296.79 (0.00)         | ent 0.001
Step   59000 (g22.3+d12.4)s       | [D] min: -0.09      max: 1.86      | [R_te] Avg 0: 448.23 (0.00)         1: 250.90 (0.00)         2: 350.34 (0.00)         3: 360.62 (0.00)         4: 549.36 (0.00)         5: 562.30 (0.00)         6: 247.68 (0.00)         7: 353.91 (0.00)         8: 403.24 (0.00)         9: 307.80 (0.00)         | ent 0.001
Step   60000 (g22.3+d12.4)s       | [D] min: -0.24      max: 2.19      | [R_te] Avg 0: 424.06 (0.00)         1: 345.70 (0.00)         2: 498.11 (0.00)         3: 461.09 (0.00)         4: 420.81 (0.00)         5: 454.39 (0.00)         6: 327.05 (0.00)         7: 594.32 (0.00)         8: 440.89 (0.00)         9: 494.49 (0.00)         | ent 0.001
Step   61000 (g22.3+d12.4)s       | [D] min: -0.15      max: 1.84      | [R_te] Avg 0: 466.28 (0.00)         1: 480.02 (0.00)         2: 628.23 (0.00)         3: 549.45 (0.00)         4: 460.81 (0.00)         5: 310.61 (0.00)         6: 333.87 (0.00)         7: 372.64 (0.00)         8: 431.75 (0.00)         9: 511.04 (0.00)         | ent 0.001
Step   62000 (g22.3+d12.4)s       | [D] min: -0.46      max: 1.99      | [R_te] Avg 0: 367.36 (0.00)         1: 509.40 (0.00)         2: 506.71 (0.00)         3: 657.74 (0.00)         4: 297.20 (0.00)         5: 602.82 (0.00)         6: 482.81 (0.00)         7: 282.21 (0.00)         8: 391.60 (0.00)         9: 342.91 (0.00)         | ent 0.001
Step   63000 (g22.3+d12.4)s       | [D] min: -0.08      max: 1.96      | [R_te] Avg 0: 594.84 (0.00)         1: 520.94 (0.00)         2: 366.05 (0.00)         3: 627.29 (0.00)         4: 441.84 (0.00)         5: 366.01 (0.00)         6: 498.41 (0.00)         7: 346.79 (0.00)         8: 584.26 (0.00)         9: 730.81 (0.00)         | ent 0.001
Step   64000 (g22.3+d12.4)s       | [D] min: -0.16      max: 1.72      | [R_te] Avg 0: 510.03 (0.00)         1: 462.65 (0.00)         2: 386.29 (0.00)         3: 362.43 (0.00)         4: 568.28 (0.00)         5: 440.79 (0.00)         6: 442.35 (0.00)         7: 412.00 (0.00)         8: 431.49 (0.00)         9: 556.91 (0.00)         | ent 0.001
Step   65000 (g22.3+d12.4)s       | [D] min: -0.16      max: 2.08      | [R_te] Avg 0: 564.30 (0.00)         1: 487.71 (0.00)         2: 652.71 (0.00)         3: 357.67 (0.00)         4: 408.04 (0.00)         5: 501.76 (0.00)         6: 485.74 (0.00)         7: 439.64 (0.00)         8: 484.27 (0.00)         9: 474.02 (0.00)         | ent 0.001
Step   66000 (g22.3+d12.4)s       | [D] min: -0.15      max: 1.62      | [R_te] Avg 0: 403.12 (0.00)         1: 387.86 (0.00)         2: 318.18 (0.00)         3: 379.32 (0.00)         4: 341.77 (0.00)         5: 352.03 (0.00)         6: 594.02 (0.00)         7: 283.31 (0.00)         8: 464.45 (0.00)         9: 287.29 (0.00)         | ent 0.001
Step   67000 (g22.3+d12.4)s       | [D] min: -0.19      max: 2.16      | [R_te] Avg 0: 578.79 (0.00)         1: 477.21 (0.00)         2: 588.77 (0.00)         3: 518.73 (0.00)         4: 654.06 (0.00)         5: 393.19 (0.00)         6: 516.96 (0.00)         7: 574.59 (0.00)         8: 639.31 (0.00)         9: 481.27 (0.00)         | ent 0.001
Step   68000 (g22.3+d12.4)s       | [D] min: -0.95      max: 1.88      | [R_te] Avg 0: 450.85 (0.00)         1: 662.19 (0.00)         2: 436.15 (0.00)         3: 283.04 (0.00)         4: 392.80 (0.00)         5: 468.51 (0.00)         6: 286.34 (0.00)         7: 264.93 (0.00)         8: 365.79 (0.00)         9: 488.18 (0.00)         | ent 0.001
Step   69000 (g22.3+d12.4)s       | [D] min: -0.19      max: 2.08      | [R_te] Avg 0: 474.15 (0.00)         1: 362.86 (0.00)         2: 430.20 (0.00)         3: 465.49 (0.00)         4: 494.39 (0.00)         5: 700.32 (0.00)         6: 322.62 (0.00)         7: 594.66 (0.00)         8: 345.67 (0.00)         9: 409.73 (0.00)         | ent 0.001
Step   70000 (g22.3+d12.4)s       | [D] min: -0.09      max: 1.83      | [R_te] Avg 0: 423.63 (0.00)         1: 400.12 (0.00)         2: 902.20 (0.00)         3: 372.87 (0.00)         4: 399.85 (0.00)         5: 673.24 (0.00)         6: 414.48 (0.00)         7: 421.56 (0.00)         8: 405.68 (0.00)         9: 352.05 (0.00)         | ent 0.001
Step   71000 (g22.3+d12.4)s       | [D] min: -0.31      max: 1.95      | [R_te] Avg 0: 529.14 (0.00)         1: 517.18 (0.00)         2: 646.39 (0.00)         3: 349.61 (0.00)         4: 537.76 (0.00)         5: 649.50 (0.00)         6: 330.23 (0.00)         7: 510.68 (0.00)         8: 378.60 (0.00)         9: 372.80 (0.00)         | ent 0.001
Step   72000 (g22.3+d12.4)s       | [D] min: -0.14      max: 2.37      | [R_te] Avg 0: 455.61 (0.00)         1: 442.00 (0.00)         2: 458.40 (0.00)         3: 458.34 (0.00)         4: 1203.90 (0.00)        5: 473.67 (0.00)         6: 344.36 (0.00)         7: 606.68 (0.00)         8: 309.33 (0.00)         9: 449.25 (0.00)         | ent 0.001
Step   73000 (g22.4+d12.5)s       | [D] min: -0.08      max: 1.46      | [R_te] Avg 0: 508.54 (0.00)         1: 349.33 (0.00)         2: 411.71 (0.00)         3: 348.49 (0.00)         4: 407.83 (0.00)         5: 436.06 (0.00)         6: 382.57 (0.00)         7: 383.59 (0.00)         8: 391.70 (0.00)         9: 440.38 (0.00)         | ent 0.001
