Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] Avg 0: 402.65 (0.00)         1: 338.27 (0.00)         2: 396.97 (0.00)         3: 406.28 (0.00)         4: 409.04 (0.00)         5: 366.33 (0.00)         6: 365.01 (0.00)         7: 361.35 (0.00)         8: 399.19 (0.00)         9: 369.21 (0.00)         | ent 1.000
Step    1000 (g0.0+d0.3)s         | [D] min: 0.91       max: 2.29      | [R_te] Avg 0: 355.58 (0.00)         1: 370.60 (0.00)         2: 368.85 (0.00)         3: 365.92 (0.00)         4: 382.34 (0.00)         5: 406.27 (0.00)         6: 347.60 (0.00)         7: 429.58 (0.00)         8: 438.60 (0.00)         9: 355.81 (0.00)         | ent 1.000
Step    2000 (g22.1+d12.2)s       | [D] min: -0.08      max: 1.29      | [R_te] Avg 0: 369.01 (0.00)         1: 378.45 (0.00)         2: 390.34 (0.00)         3: 371.14 (0.00)         4: 394.10 (0.00)         5: 359.22 (0.00)         6: 371.76 (0.00)         7: 360.27 (0.00)         8: 359.13 (0.00)         9: 320.58 (0.00)         | ent 0.741
Step    3000 (g22.2+d12.2)s       | [D] min: -0.55      max: 2.51      | [R_te] Avg 0: 299.18 (0.00)         1: 299.60 (0.00)         2: 311.59 (0.00)         3: 282.05 (0.00)         4: 275.59 (0.00)         5: 276.33 (0.00)         6: 285.98 (0.00)         7: 293.85 (0.00)         8: 269.82 (0.00)         9: 277.60 (0.00)         | ent 0.552
Step    4000 (g22.2+d12.3)s       | [D] min: -0.34      max: 2.82      | [R_te] Avg 0: 267.00 (0.00)         1: 266.61 (0.00)         2: 251.33 (0.00)         3: 257.53 (0.00)         4: 248.54 (0.00)         5: 259.84 (0.00)         6: 253.23 (0.00)         7: 249.77 (0.00)         8: 273.23 (0.00)         9: 274.81 (0.00)         | ent 0.415
Step    5000 (g22.2+d12.3)s       | [D] min: -0.32      max: 1.47      | [R_te] Avg 0: 284.31 (0.00)         1: 312.13 (0.00)         2: 272.47 (0.00)         3: 318.35 (0.00)         4: 274.64 (0.00)         5: 285.54 (0.00)         6: 279.48 (0.00)         7: 271.01 (0.00)         8: 267.34 (0.00)         9: 272.46 (0.00)         | ent 0.313
Step    6000 (g22.3+d12.3)s       | [D] min: -0.31      max: 1.59      | [R_te] Avg 0: 82.77 (0.00)          1: 97.09 (0.00)          2: 88.75 (0.00)          3: 88.59 (0.00)          4: 103.65 (0.00)         5: 100.64 (0.00)         6: 84.17 (0.00)          7: 88.71 (0.00)          8: 97.75 (0.00)          9: 99.98 (0.00)          | ent 0.238
Step    7000 (g22.3+d12.4)s       | [D] min: -0.21      max: 1.46      | [R_te] Avg 0: 68.05 (0.00)          1: 68.25 (0.00)          2: 68.10 (0.00)          3: 68.21 (0.00)          4: 68.25 (0.00)          5: 68.32 (0.00)          6: 68.03 (0.00)          7: 67.90 (0.00)          8: 68.05 (0.00)          9: 67.95 (0.00)          | ent 0.184
Step    8000 (g22.3+d12.4)s       | [D] min: -0.45      max: 1.18      | [R_te] Avg 0: 68.31 (0.00)          1: 68.22 (0.00)          2: 68.27 (0.00)          3: 68.28 (0.00)          4: 68.23 (0.00)          5: 68.43 (0.00)          6: 68.49 (0.00)          7: 68.29 (0.00)          8: 68.20 (0.00)          9: 68.30 (0.00)          | ent 0.143
Step    9000 (g22.4+d12.4)s       | [D] min: -0.70      max: 1.77      | [R_te] Avg 0: 97.35 (0.00)          1: 109.67 (0.00)         2: 96.81 (0.00)          3: 104.89 (0.00)         4: 100.39 (0.00)         5: 110.61 (0.00)         6: 110.28 (0.00)         7: 109.62 (0.00)         8: 109.97 (0.00)         9: 97.14 (0.00)          | ent 0.112
Step   10000 (g22.4+d12.4)s       | [D] min: -0.34      max: 1.85      | [R_te] Avg 0: 138.15 (0.00)         1: 120.39 (0.00)         2: 162.13 (0.00)         3: 119.47 (0.00)         4: 107.16 (0.00)         5: 134.03 (0.00)         6: 114.73 (0.00)         7: 124.33 (0.00)         8: 130.15 (0.00)         9: 128.23 (0.00)         | ent 0.089
Step   11000 (g22.4+d12.4)s       | [D] min: -0.23      max: 2.45      | [R_te] Avg 0: 308.10 (0.00)         1: 274.83 (0.00)         2: 521.09 (0.00)         3: 467.01 (0.00)         4: 240.91 (0.00)         5: 270.96 (0.00)         6: 249.44 (0.00)         7: 328.86 (0.00)         8: 326.67 (0.00)         9: 295.63 (0.00)         | ent 0.069
