Step       0 (bc0.0)s   | [R_te] min: 993.87          max: 1004.67        Avg: 999.22 (0.89)       | [MSE_tr]  0.2821   
Step    1000 (bc5.2)s   | [R_te] min: 3731.62         max: 4114.06        Avg: 3882.60 (34.53)     | [MSE_tr]  0.1944   
Step    2000 (bc5.0)s   | [R_te] min: 4100.56         max: 4327.10        Avg: 4232.05 (19.42)     | [MSE_tr]  0.1934   
Step    3000 (bc5.1)s   | [R_te] min: 2522.64         max: 4403.70        Avg: 4110.00 (168.77)    | [MSE_tr]  0.1932   
Step    4000 (bc4.9)s   | [R_te] min: 4190.33         max: 4507.82        Avg: 4326.75 (29.21)     | [MSE_tr]  0.1932   
Step    5000 (bc4.8)s   | [R_te] min: 4115.51         max: 4468.87        Avg: 4356.96 (33.12)     | [MSE_tr]  0.1933   
Step    6000 (bc4.8)s   | [R_te] min: 3172.80         max: 4447.66        Avg: 4191.80 (109.50)    | [MSE_tr]  0.1935   
Step    7000 (bc5.1)s   | [R_te] min: 4182.48         max: 4442.43        Avg: 4312.41 (21.00)     | [MSE_tr]  0.1935   
Step    8000 (bc5.2)s   | [R_te] min: 2277.05         max: 4535.65        Avg: 4100.26 (194.77)    | [MSE_tr]  0.1938   
Step    9000 (bc4.9)s   | [R_te] min: 4233.34         max: 4558.14        Avg: 4412.21 (28.48)     | [MSE_tr]  0.1938   
Step   10000 (bc4.8)s   | [R_te] min: 2271.64         max: 4256.68        Avg: 4005.70 (183.38)    | [MSE_tr]  0.1942   
Step   11000 (bc4.8)s   | [R_te] min: 4061.80         max: 4467.76        Avg: 4216.28 (39.35)     | [MSE_tr]  0.1945   
Step   12000 (bc4.8)s   | [R_te] min: 4169.74         max: 4490.35        Avg: 4333.92 (23.65)     | [MSE_tr]  0.1945   
Step   13000 (bc4.8)s   | [R_te] min: 4114.58         max: 4442.27        Avg: 4301.96 (28.51)     | [MSE_tr]  0.1947   
Step   14000 (bc4.7)s   | [R_te] min: 3930.32         max: 4415.78        Avg: 4231.70 (47.50)     | [MSE_tr]  0.1949   
Step   15000 (bc4.8)s   | [R_te] min: 2852.32         max: 4237.53        Avg: 4027.84 (127.87)    | [MSE_tr]  0.1954   
Step   16000 (bc4.8)s   | [R_te] min: 4020.75         max: 4297.07        Avg: 4172.46 (25.08)     | [MSE_tr]  0.1955   
Step   17000 (bc4.8)s   | [R_te] min: 4112.44         max: 4424.74        Avg: 4282.77 (35.23)     | [MSE_tr]  0.1959   
Step   18000 (bc4.9)s   | [R_te] min: 4016.39         max: 4434.72        Avg: 4223.46 (40.04)     | [MSE_tr]  0.1962   
Step   19000 (bc5.0)s   | [R_te] min: 4032.37         max: 4325.50        Avg: 4172.11 (25.72)     | [MSE_tr]  0.1960   
Step   20000 (bc5.2)s   | [R_te] min: 581.62          max: 4173.39        Avg: 3642.58 (332.27)    | [MSE_tr]  0.1961   
Step   21000 (bc4.8)s   | [R_te] min: 3510.94         max: 4290.72        Avg: 4135.97 (72.80)     | [MSE_tr]  0.1964   
Step   22000 (bc4.7)s   | [R_te] min: 2034.53         max: 4345.18        Avg: 3984.47 (208.12)    | [MSE_tr]  0.1968   
Step   23000 (bc4.8)s   | [R_te] min: 3927.48         max: 4313.09        Avg: 4149.76 (40.20)     | [MSE_tr]  0.1969   
Step   24000 (bc4.9)s   | [R_te] min: 3984.28         max: 4346.20        Avg: 4224.29 (33.16)     | [MSE_tr]  0.1977   
