Step       0 (bc0.0)s   | [R_te] min: 991.58          max: 1001.45        Avg: 995.87 (0.81)       | [MSE_tr]  0.2824   
Step    1000 (bc5.3)s   | [R_te] min: 3809.09         max: 4014.74        Avg: 3900.75 (18.70)     | [MSE_tr]  0.1943   
Step    2000 (bc5.1)s   | [R_te] min: 4176.32         max: 4438.47        Avg: 4313.80 (25.48)     | [MSE_tr]  0.1934   
Step    3000 (bc5.2)s   | [R_te] min: 3724.83         max: 4389.10        Avg: 4213.66 (64.63)     | [MSE_tr]  0.1931   
Step    4000 (bc5.3)s   | [R_te] min: 4083.65         max: 4416.26        Avg: 4286.88 (36.58)     | [MSE_tr]  0.1931   
Step    5000 (bc5.2)s   | [R_te] min: 4273.68         max: 4477.79        Avg: 4384.64 (20.75)     | [MSE_tr]  0.1931   
Step    6000 (bc5.2)s   | [R_te] min: 2809.42         max: 4415.33        Avg: 4176.09 (145.35)    | [MSE_tr]  0.1931   
Step    7000 (bc5.3)s   | [R_te] min: 4168.34         max: 4396.98        Avg: 4275.57 (26.56)     | [MSE_tr]  0.1935   
Step    8000 (bc5.2)s   | [R_te] min: 4050.33         max: 4369.22        Avg: 4229.00 (27.47)     | [MSE_tr]  0.1938   
Step    9000 (bc5.2)s   | [R_te] min: 3965.49         max: 4535.72        Avg: 4221.16 (47.84)     | [MSE_tr]  0.1939   
Step   10000 (bc5.2)s   | [R_te] min: 4015.69         max: 4228.57        Avg: 4151.16 (22.63)     | [MSE_tr]  0.1942   
Step   11000 (bc5.1)s   | [R_te] min: 4206.45         max: 4466.14        Avg: 4330.55 (25.22)     | [MSE_tr]  0.1944   
Step   12000 (bc5.1)s   | [R_te] min: 3205.83         max: 4416.90        Avg: 4193.46 (106.60)    | [MSE_tr]  0.1945   
Step   13000 (bc5.2)s   | [R_te] min: 3806.82         max: 4342.06        Avg: 4201.69 (50.73)     | [MSE_tr]  0.1948   
Step   14000 (bc5.1)s   | [R_te] min: 4015.70         max: 4341.71        Avg: 4239.86 (30.47)     | [MSE_tr]  0.1950   
Step   15000 (bc5.2)s   | [R_te] min: 3992.73         max: 4309.82        Avg: 4156.17 (29.45)     | [MSE_tr]  0.1953   
Step   16000 (bc5.2)s   | [R_te] min: 3946.51         max: 4283.19        Avg: 4127.79 (36.66)     | [MSE_tr]  0.1956   
Step   17000 (bc5.0)s   | [R_te] min: 4002.49         max: 4339.46        Avg: 4194.39 (32.03)     | [MSE_tr]  0.1959   
Step   18000 (bc5.1)s   | [R_te] min: 4114.70         max: 4341.21        Avg: 4214.12 (25.13)     | [MSE_tr]  0.1960   
Step   19000 (bc5.1)s   | [R_te] min: 2107.00         max: 4340.97        Avg: 3984.96 (203.06)    | [MSE_tr]  0.1967   
Step   20000 (bc5.1)s   | [R_te] min: 4036.20         max: 4332.36        Avg: 4188.79 (24.93)     | [MSE_tr]  0.1967   
Step   21000 (bc5.2)s   | [R_te] min: 3946.06         max: 4339.88        Avg: 4137.23 (32.01)     | [MSE_tr]  0.1969   
Step   22000 (bc5.1)s   | [R_te] min: 3990.74         max: 4289.55        Avg: 4170.04 (26.32)     | [MSE_tr]  0.1969   
Step   23000 (bc5.2)s   | [R_te] min: 920.07          max: 4276.08        Avg: 3042.44 (409.96)    | [MSE_tr]  0.1975   
Step   24000 (bc5.1)s   | [R_te] min: 4025.92         max: 4237.94        Avg: 4115.36 (20.03)     | [MSE_tr]  0.1976   
Step   25000 (bc5.0)s   | [R_te] min: 3947.66         max: 4349.69        Avg: 4117.46 (40.27)     | [MSE_tr]  0.1975   
Step   26000 (bc5.0)s   | [R_te] min: 3893.35         max: 4330.19        Avg: 4085.10 (43.40)     | [MSE_tr]  0.1981   
Step   27000 (bc5.1)s   | [R_te] min: 4001.48         max: 4297.11        Avg: 4161.15 (32.13)     | [MSE_tr]  0.1979   
Step   28000 (bc5.0)s   | [R_te] min: 3873.01         max: 4355.70        Avg: 4130.50 (44.87)     | [MSE_tr]  0.1980   
Step   29000 (bc5.1)s   | [R_te] min: 916.10          max: 4351.05        Avg: 3686.02 (305.08)    | [MSE_tr]  0.1981   
Step   30000 (bc5.0)s   | [R_te] min: 4040.27         max: 4344.85        Avg: 4169.72 (26.05)     | [MSE_tr]  0.1986   
Step   31000 (bc5.0)s   | [R_te] min: 3579.38         max: 4245.26        Avg: 4046.74 (57.56)     | [MSE_tr]  0.1986   
Step   32000 (bc5.2)s   | [R_te] min: 1252.14         max: 4362.36        Avg: 3886.07 (280.36)    | [MSE_tr]  0.1989   
Step   33000 (bc5.1)s   | [R_te] min: 3895.18         max: 4318.34        Avg: 4063.88 (37.83)     | [MSE_tr]  0.1991   
Step   34000 (bc5.1)s   | [R_te] min: 1461.66         max: 4229.04        Avg: 3811.24 (248.75)    | [MSE_tr]  0.1992   
Step   35000 (bc5.1)s   | [R_te] min: 1572.79         max: 4215.28        Avg: 3826.87 (238.25)    | [MSE_tr]  0.1994   
Step   36000 (bc5.1)s   | [R_te] min: 3871.11         max: 4252.12        Avg: 4084.54 (32.92)     | [MSE_tr]  0.1995   
Step   37000 (bc5.1)s   | [R_te] min: 3832.85         max: 4267.39        Avg: 4110.36 (41.58)     | [MSE_tr]  0.1995   
Step   38000 (bc5.2)s   | [R_te] min: 1399.41         max: 4192.67        Avg: 3665.18 (265.81)    | [MSE_tr]  0.1997   
Step   39000 (bc5.0)s   | [R_te] min: 3704.30         max: 4140.00        Avg: 3917.31 (42.93)     | [MSE_tr]  0.1998   
Step   40000 (bc5.1)s   | [R_te] min: 3977.46         max: 4295.98        Avg: 4110.09 (25.93)     | [MSE_tr]  0.1999   
Step   41000 (bc5.0)s   | [R_te] min: 940.46          max: 4109.53        Avg: 3415.76 (326.14)    | [MSE_tr]  0.1999   
Step   42000 (bc5.1)s   | [R_te] min: 3934.81         max: 4355.04        Avg: 4084.58 (42.10)     | [MSE_tr]  0.2001   
Step   43000 (bc5.1)s   | [R_te] min: 3949.29         max: 4288.14        Avg: 4125.24 (33.99)     | [MSE_tr]  0.2002   
Step   44000 (bc5.2)s   | [R_te] min: 83.19           max: 4188.36        Avg: 3514.01 (364.47)    | [MSE_tr]  0.2002   
Step   45000 (bc5.1)s   | [R_te] min: 3864.82         max: 4142.86        Avg: 4026.62 (28.85)     | [MSE_tr]  0.2006   
Step   46000 (bc5.3)s   | [R_te] min: 3839.77         max: 4069.25        Avg: 3926.38 (19.90)     | [MSE_tr]  0.2006   
Step   47000 (bc5.2)s   | [R_te] min: 3600.60         max: 4249.28        Avg: 4030.22 (57.45)     | [MSE_tr]  0.2005   
Step   48000 (bc5.1)s   | [R_te] min: 3609.59         max: 4229.96        Avg: 3879.40 (51.47)     | [MSE_tr]  0.2009   
Step   49000 (bc5.2)s   | [R_te] min: 3865.76         max: 4088.24        Avg: 3974.48 (22.81)     | [MSE_tr]  0.2007   
Step   50000 (bc5.1)s   | [R_te] min: 3734.20         max: 4070.85        Avg: 3896.19 (28.30)     | [MSE_tr]  0.2007   
Step   51000 (bc5.0)s   | [R_te] min: 1379.92         max: 4122.91        Avg: 3652.86 (245.46)    | [MSE_tr]  0.2012   
Step   52000 (bc5.1)s   | [R_te] min: 3660.36         max: 4263.56        Avg: 3939.04 (56.40)     | [MSE_tr]  0.2014   
Step   53000 (bc5.1)s   | [R_te] min: 3862.57         max: 4253.08        Avg: 4081.35 (35.87)     | [MSE_tr]  0.2013   
Step   54000 (bc5.1)s   | [R_te] min: 3853.38         max: 4136.60        Avg: 3964.34 (26.00)     | [MSE_tr]  0.2013   
Step   55000 (bc5.2)s   | [R_te] min: 3634.48         max: 4156.28        Avg: 3982.45 (42.55)     | [MSE_tr]  0.2014   
Step   56000 (bc5.1)s   | [R_te] min: 3439.91         max: 4095.98        Avg: 3720.38 (56.64)     | [MSE_tr]  0.2018   
Step   57000 (bc5.1)s   | [R_te] min: 3293.19         max: 4095.85        Avg: 3736.20 (72.22)     | [MSE_tr]  0.2016   
Step   58000 (bc5.2)s   | [R_te] min: 3789.34         max: 4158.76        Avg: 3925.46 (32.87)     | [MSE_tr]  0.2015   
Step   59000 (bc5.0)s   | [R_te] min: 2304.67         max: 4027.49        Avg: 3622.62 (151.52)    | [MSE_tr]  0.2017   
Step   60000 (bc5.1)s   | [R_te] min: 3883.51         max: 4121.66        Avg: 3994.77 (25.30)     | [MSE_tr]  0.2019   
Step   61000 (bc5.2)s   | [R_te] min: 3596.08         max: 4085.96        Avg: 3833.81 (48.52)     | [MSE_tr]  0.2020   
Step   62000 (bc5.2)s   | [R_te] min: 3529.62         max: 4061.01        Avg: 3790.18 (44.27)     | [MSE_tr]  0.2018   
Step   63000 (bc5.1)s   | [R_te] min: 3730.50         max: 4017.67        Avg: 3929.10 (25.40)     | [MSE_tr]  0.2021   
Step   64000 (bc5.1)s   | [R_te] min: 1401.00         max: 4109.49        Avg: 3236.82 (351.62)    | [MSE_tr]  0.2023   
Step   65000 (bc5.1)s   | [R_te] min: 3710.06         max: 4079.28        Avg: 3873.40 (42.01)     | [MSE_tr]  0.2025   
Step   66000 (bc5.1)s   | [R_te] min: 3638.39         max: 4113.58        Avg: 3851.05 (46.13)     | [MSE_tr]  0.2023   
Step   67000 (bc5.1)s   | [R_te] min: 801.54          max: 4190.13        Avg: 3638.66 (301.18)    | [MSE_tr]  0.2024   
Step   68000 (bc5.2)s   | [R_te] min: 3647.54         max: 4113.88        Avg: 3906.44 (42.51)     | [MSE_tr]  0.2025   
Step   69000 (bc5.2)s   | [R_te] min: 3382.93         max: 4145.23        Avg: 3749.03 (75.37)     | [MSE_tr]  0.2026   
Step   70000 (bc5.1)s   | [R_te] min: 3751.10         max: 4117.55        Avg: 3915.69 (34.30)     | [MSE_tr]  0.2027   
Step   71000 (bc5.1)s   | [R_te] min: 3317.49         max: 4250.29        Avg: 3922.84 (86.13)     | [MSE_tr]  0.2027   
Step   72000 (bc5.1)s   | [R_te] min: 2779.38         max: 4264.58        Avg: 3820.66 (122.80)    | [MSE_tr]  0.2027   
Step   73000 (bc5.1)s   | [R_te] min: 3498.06         max: 4019.14        Avg: 3864.17 (51.86)     | [MSE_tr]  0.2027   
Step   74000 (bc5.1)s   | [R_te] min: 3069.62         max: 4076.96        Avg: 3692.46 (82.80)     | [MSE_tr]  0.2029   
Step   75000 (bc5.1)s   | [R_te] min: 1940.46         max: 4054.01        Avg: 3709.72 (189.32)    | [MSE_tr]  0.2028   
Step   76000 (bc5.0)s   | [R_te] min: 747.78          max: 3908.71        Avg: 3123.72 (333.09)    | [MSE_tr]  0.2033   
Step   77000 (bc5.2)s   | [R_te] min: 1581.11         max: 4027.65        Avg: 3451.79 (211.26)    | [MSE_tr]  0.2031   
