Step       0 (bc0.0)s   | [R_te] min: 992.28          max: 1002.62        Avg: 997.72 (1.12)       | [MSE_tr]  0.2187   
Step    1000 (bc5.0)s   | [R_te] min: 627.37          max: 2686.93        Avg: 1597.75 (192.71)    | [MSE_tr]  0.1513   
Step    2000 (bc5.0)s   | [R_te] min: 856.94          max: 2411.84        Avg: 1687.29 (199.90)    | [MSE_tr]  0.1485   
Step    3000 (bc5.0)s   | [R_te] min: 932.91          max: 2933.05        Avg: 2564.80 (176.23)    | [MSE_tr]  0.1470   
Step    4000 (bc5.0)s   | [R_te] min: 1362.30         max: 2647.80        Avg: 2152.48 (110.34)    | [MSE_tr]  0.1461   
Step    5000 (bc4.9)s   | [R_te] min: 2118.93         max: 3529.62        Avg: 3030.21 (127.68)    | [MSE_tr]  0.1450   
Step    6000 (bc5.0)s   | [R_te] min: 1594.19         max: 3337.11        Avg: 2801.44 (192.25)    | [MSE_tr]  0.1448   
Step    7000 (bc5.0)s   | [R_te] min: 1495.20         max: 3131.49        Avg: 2645.49 (139.39)    | [MSE_tr]  0.1444   
Step    8000 (bc5.0)s   | [R_te] min: 538.71          max: 2269.22        Avg: 1376.91 (188.94)    | [MSE_tr]  0.1435   
Step    9000 (bc5.0)s   | [R_te] min: 1331.79         max: 3539.35        Avg: 3085.07 (194.19)    | [MSE_tr]  0.1432   
Step   10000 (bc5.0)s   | [R_te] min: 2857.97         max: 3589.73        Avg: 3254.66 (67.15)     | [MSE_tr]  0.1430   
Step   11000 (bc4.8)s   | [R_te] min: 605.05          max: 3380.84        Avg: 2552.61 (262.65)    | [MSE_tr]  0.1425   
Step   12000 (bc4.9)s   | [R_te] min: 2177.74         max: 3571.31        Avg: 2909.73 (132.91)    | [MSE_tr]  0.1421   
Step   13000 (bc4.9)s   | [R_te] min: 845.30          max: 3840.82        Avg: 3165.97 (280.67)    | [MSE_tr]  0.1418   
Step   14000 (bc4.9)s   | [R_te] min: 2666.03         max: 3738.63        Avg: 3506.06 (95.58)     | [MSE_tr]  0.1418   
Step   15000 (bc5.0)s   | [R_te] min: 1952.04         max: 3962.07        Avg: 3402.99 (215.90)    | [MSE_tr]  0.1417   
Step   16000 (bc5.1)s   | [R_te] min: 2688.43         max: 3890.13        Avg: 3441.62 (109.75)    | [MSE_tr]  0.1412   
Step   17000 (bc4.9)s   | [R_te] min: 2328.68         max: 3843.95        Avg: 3292.29 (140.41)    | [MSE_tr]  0.1413   
Step   18000 (bc4.9)s   | [R_te] min: 509.61          max: 3990.16        Avg: 2818.07 (357.84)    | [MSE_tr]  0.1411   
Step   19000 (bc5.0)s   | [R_te] min: 3360.05         max: 3833.44        Avg: 3663.07 (43.71)     | [MSE_tr]  0.1409   
Step   20000 (bc5.0)s   | [R_te] min: 3186.94         max: 3863.49        Avg: 3661.56 (60.18)     | [MSE_tr]  0.1408   
Step   21000 (bc5.0)s   | [R_te] min: 164.52          max: 3988.21        Avg: 3442.82 (347.42)    | [MSE_tr]  0.1405   
Step   22000 (bc5.1)s   | [R_te] min: 2863.96         max: 3809.06        Avg: 3398.68 (116.11)    | [MSE_tr]  0.1406   
Step   23000 (bc5.0)s   | [R_te] min: 716.55          max: 3999.13        Avg: 3356.99 (295.27)    | [MSE_tr]  0.1405   
Step   24000 (bc5.1)s   | [R_te] min: 2418.82         max: 4294.10        Avg: 3613.88 (173.98)    | [MSE_tr]  0.1409   
