Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 206.99         max: 243.28         Avg: 222.12 (4.26)       | ent 1.000 | w_noise: [0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788]
Step    1000 (g0.0+d0.0)s         | [D] min: 1.97       max: 3.66      | [R_te] min: 206.82         max: 249.86         Avg: 225.32 (4.30)       | ent 1.000 | w_noise: [0.36796 0.36798 0.36796 0.36798 0.36799 0.36799 0.36799 0.36799 0.36799 0.36799]
Step    2000 (g20.8+d64.6)s       | [D] min: 0.12       max: 1.46      | [R_te] min: 285.04         max: 355.93         Avg: 315.76 (6.89)       | ent 0.741 | w_noise: [0.36948 0.37372 0.38332 0.41957 0.43749 0.45019 0.45886 0.46030 0.46463 0.46700]
Step    3000 (g20.8+d64.7)s       | [D] min: 0.08       max: 1.61      | [R_te] min: 255.46         max: 290.74         Avg: 270.92 (3.92)       | ent 0.552 | w_noise: [0.27327 0.27734 0.29240 0.36094 0.42583 0.49105 0.52543 0.53880 0.55142 0.56420]
Step    4000 (g20.8+d64.8)s       | [D] min: 0.19       max: 3.11      | [R_te] min: 258.39         max: 311.38         Avg: 282.33 (4.87)       | ent 0.415 | w_noise: [0.19683 0.20105 0.21482 0.28445 0.37832 0.50806 0.58430 0.61607 0.64081 0.66958]
Step    5000 (g20.8+d64.8)s       | [D] min: 0.22       max: 2.54      | [R_te] min: 251.18         max: 311.25         Avg: 277.61 (5.59)       | ent 0.313 | w_noise: [0.14295 0.14708 0.15894 0.22315 0.32600 0.50307 0.62529 0.68310 0.72773 0.78147]
Step    6000 (g20.9+d64.8)s       | [D] min: 0.21       max: 1.93      | [R_te] min: 184.20         max: 199.63         Avg: 191.61 (1.65)       | ent 0.239 | w_noise: [0.10507 0.10862 0.11946 0.17918 0.28488 0.48313 0.64306 0.73365 0.80375 0.88935]
Step    7000 (g20.9+d64.8)s       | [D] min: 0.22       max: 1.57      | [R_te] min: 75.27          max: 82.49          Avg: 78.99 (0.68)        | ent 0.183 | w_noise: [0.07803 0.08091 0.09168 0.14962 0.25633 0.46068 0.64552 0.76320 0.85987 0.98516]
Step    8000 (g20.9+d64.8)s       | [D] min: 0.16       max: 1.80      | [R_te] min: 78.36          max: 86.10          Avg: 81.79 (0.76)        | ent 0.142 | w_noise: [0.05860 0.06116 0.07186 0.13098 0.23807 0.44131 0.63781 0.77521 0.89516 1.06236]
Step    9000 (g20.9+d65.0)s       | [D] min: 0.15       max: 2.37      | [R_te] min: 76.44          max: 85.04          Avg: 82.10 (0.71)        | ent 0.111 | w_noise: [0.04437 0.04696 0.05838 0.12093 0.22705 0.42685 0.62737 0.77903 0.91156 1.11703]
Step   10000 (g20.9+d64.9)s       | [D] min: 0.14       max: 2.25      | [R_te] min: 72.49          max: 77.80          Avg: 74.97 (0.50)        | ent 0.088 | w_noise: [0.03405 0.03698 0.05003 0.11597 0.22237 0.41912 0.61926 0.77626 0.91874 1.14879]
Step   11000 (g20.9+d65.1)s       | [D] min: 0.13       max: 2.73      | [R_te] min: 314.82         max: 424.70         Avg: 362.59 (10.43)      | ent 0.067 | w_noise: [0.02680 0.03007 0.04532 0.11340 0.22119 0.41511 0.61624 0.77617 0.92268 1.17116]
Step   12000 (g21.0+d65.0)s       | [D] min: 0.10       max: 2.26      | [R_te] min: 243.28         max: 278.37         Avg: 256.30 (3.56)       | ent 0.052 | w_noise: [0.02176 0.02571 0.04357 0.11356 0.22111 0.41526 0.61408 0.78078 0.92811 1.18470]
Step   13000 (g21.0+d65.1)s       | [D] min: 0.08       max: 2.34      | [R_te] min: 305.49         max: 372.04         Avg: 334.73 (7.53)       | ent 0.041 | w_noise: [0.01857 0.02342 0.04362 0.11557 0.22433 0.41882 0.61777 0.78452 0.93423 1.19621]
Step   14000 (g21.0+d65.1)s       | [D] min: 0.02       max: 1.55      | [R_te] min: 158.87         max: 295.98         Avg: 211.72 (12.70)      | ent 0.033 | w_noise: [0.01684 0.02270 0.04458 0.11808 0.22774 0.42372 0.62637 0.79063 0.94600 1.21119]
Step   15000 (g21.0+d65.1)s       | [D] min: 0.16       max: 2.68      | [R_te] min: 234.61         max: 311.85         Avg: 268.88 (6.57)       | ent 0.027 | w_noise: [0.01612 0.02284 0.04573 0.12114 0.23241 0.42993 0.63655 0.79852 0.95635 1.22444]
Step   16000 (g21.0+d65.1)s       | [D] min: 0.16       max: 2.45      | [R_te] min: 221.67         max: 293.48         Avg: 260.52 (6.84)       | ent 0.023 | w_noise: [0.01596 0.02322 0.04705 0.12396 0.23681 0.43671 0.64199 0.80930 0.96397 1.23820]
Step   17000 (g21.0+d65.1)s       | [D] min: 0.15       max: 2.49      | [R_te] min: 263.87         max: 306.99         Avg: 285.78 (4.85)       | ent 0.021 | w_noise: [0.01586 0.02346 0.04798 0.12560 0.23894 0.43921 0.64608 0.81250 0.97139 1.24081]
Step   18000 (g21.0+d65.2)s       | [D] min: 0.14       max: 1.30      | [R_te] min: 279.27         max: 329.78         Avg: 297.86 (6.05)       | ent 0.018 | w_noise: [0.01573 0.02354 0.04823 0.12635 0.23913 0.44060 0.64857 0.81552 0.97103 1.24689]
Step   19000 (g21.0+d65.1)s       | [D] min: 0.06       max: 2.06      | [R_te] min: 243.86         max: 329.91         Avg: 277.57 (7.79)       | ent 0.015 | w_noise: [0.01581 0.02381 0.04863 0.12743 0.24136 0.44276 0.65227 0.81932 0.97560 1.25460]
Step   20000 (g21.0+d65.1)s       | [D] min: 0.07       max: 2.56      | [R_te] min: 218.93         max: 330.38         Avg: 255.54 (10.41)      | ent 0.012 | w_noise: [0.01588 0.02408 0.04900 0.12854 0.24299 0.44651 0.65493 0.82169 0.97970 1.25643]
Step   21000 (g21.0+d65.1)s       | [D] min: 0.12       max: 1.56      | [R_te] min: 217.42         max: 350.68         Avg: 273.42 (13.28)      | ent 0.009 | w_noise: [0.01593 0.02437 0.04953 0.12945 0.24454 0.44840 0.65515 0.82499 0.98320 1.25704]
Step   22000 (g21.0+d65.1)s       | [D] min: 0.14       max: 2.56      | [R_te] min: 258.33         max: 556.56         Avg: 366.43 (37.53)      | ent 0.008 | w_noise: [0.01602 0.02443 0.04992 0.13027 0.24585 0.45136 0.65553 0.82616 0.98393 1.26309]
Step   23000 (g21.0+d65.1)s       | [D] min: 0.13       max: 2.38      | [R_te] min: 283.91         max: 378.63         Avg: 321.37 (10.00)      | ent 0.007 | w_noise: [0.01607 0.02456 0.05019 0.13061 0.24669 0.45128 0.65894 0.82736 0.98608 1.26648]
Step   24000 (g21.0+d65.1)s       | [D] min: 0.16       max: 2.24      | [R_te] min: 295.22         max: 345.60         Avg: 314.73 (5.06)       | ent 0.006 | w_noise: [0.01613 0.02464 0.05037 0.13084 0.24766 0.45175 0.65956 0.83112 0.99005 1.26437]
Step   25000 (g21.0+d65.1)s       | [D] min: 0.15       max: 2.33      | [R_te] min: 290.91         max: 514.96         Avg: 352.83 (19.30)      | ent 0.005 | w_noise: [0.01607 0.02465 0.05058 0.13142 0.24779 0.45144 0.66109 0.83019 0.99144 1.26051]
Step   26000 (g21.1+d65.1)s       | [D] min: 0.12       max: 1.85      | [R_te] min: 313.38         max: 509.70         Avg: 408.32 (19.42)      | ent 0.004 | w_noise: [0.01599 0.02449 0.05022 0.13113 0.24677 0.45183 0.66044 0.83064 0.98679 1.26421]
