Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 206.99         max: 243.28         Avg: 222.12 (4.26)       | ent 1.000 | w_noise: [0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788 0.36788]
Step    1000 (g0.0+d0.0)s         | [D] min: 1.81       max: 3.66      | [R_te] min: 206.82         max: 249.86         Avg: 225.32 (4.30)       | ent 1.000 | w_noise: [0.36799 0.36796 0.36798 0.36798 0.36799 0.36799 0.36799 0.36799 0.36799 0.36799]
Step    2000 (g20.8+d37.4)s       | [D] min: 0.12       max: 1.45      | [R_te] min: 250.59         max: 322.40         Avg: 284.49 (7.81)       | ent 0.741 | w_noise: [0.34316 0.34846 0.35076 0.37401 0.40302 0.43444 0.44078 0.44767 0.44976 0.45310]
Step    3000 (g20.8+d37.5)s       | [D] min: 0.09       max: 1.68      | [R_te] min: 251.27         max: 290.16         Avg: 266.43 (4.07)       | ent 0.552 | w_noise: [0.24535 0.25825 0.26134 0.28389 0.34147 0.42272 0.45644 0.48296 0.49817 0.51287]
Step    4000 (g20.8+d37.5)s       | [D] min: 0.11       max: 3.60      | [R_te] min: 259.90         max: 329.91         Avg: 291.21 (6.82)       | ent 0.415 | w_noise: [0.17514 0.18747 0.19060 0.20965 0.26946 0.37738 0.44482 0.50058 0.53310 0.56612]
Step    5000 (g20.8+d37.5)s       | [D] min: 0.06       max: 2.75      | [R_te] min: 212.85         max: 241.72         Avg: 221.10 (2.76)       | ent 0.313 | w_noise: [0.12683 0.13673 0.13968 0.15615 0.21342 0.32726 0.41513 0.49605 0.54885 0.60777]
Step    6000 (g20.8+d37.7)s       | [D] min: 0.13       max: 1.88      | [R_te] min: 246.23         max: 315.62         Avg: 287.38 (7.07)       | ent 0.239 | w_noise: [0.09327 0.10098 0.10352 0.11869 0.17304 0.28702 0.38045 0.47443 0.54644 0.62920]
Step    7000 (g20.9+d37.7)s       | [D] min: 0.14       max: 1.70      | [R_te] min: 71.48          max: 81.00          Avg: 75.80 (0.94)        | ent 0.183 | w_noise: [0.06912 0.07534 0.07771 0.09281 0.14565 0.25891 0.35123 0.45076 0.53179 0.63426]
Step    8000 (g20.9+d37.7)s       | [D] min: 0.12       max: 1.87      | [R_te] min: 67.99          max: 73.04          Avg: 70.00 (0.75)        | ent 0.142 | w_noise: [0.05184 0.05669 0.05903 0.07491 0.12827 0.24250 0.33179 0.43289 0.51536 0.62852]
Step    9000 (g20.9+d37.7)s       | [D] min: 0.12       max: 1.86      | [R_te] min: 71.79          max: 76.57          Avg: 74.01 (0.56)        | ent 0.110 | w_noise: [0.03942 0.04336 0.04571 0.06373 0.11934 0.23278 0.31917 0.41952 0.50135 0.62086]
Step   10000 (g20.9+d37.7)s       | [D] min: 0.14       max: 2.37      | [R_te] min: 72.63          max: 72.98          Avg: 72.77 (0.03)        | ent 0.087 | w_noise: [0.03051 0.03359 0.03628 0.05776 0.11438 0.22853 0.31156 0.41242 0.49644 0.61524]
Step   11000 (g20.9+d37.8)s       | [D] min: 0.15       max: 2.13      | [R_te] min: 182.31         max: 349.51         Avg: 270.32 (12.95)      | ent 0.067 | w_noise: [0.02422 0.02674 0.02993 0.05539 0.11278 0.22781 0.31017 0.40924 0.49346 0.61257]
Step   12000 (g21.0+d37.9)s       | [D] min: 0.12       max: 2.08      | [R_te] min: 284.70         max: 422.32         Avg: 353.69 (14.27)      | ent 0.052 | w_noise: [0.02001 0.02219 0.02599 0.05547 0.11321 0.22899 0.31021 0.41054 0.49392 0.61185]
Step   13000 (g21.0+d37.9)s       | [D] min: 0.08       max: 1.79      | [R_te] min: 242.79         max: 352.78         Avg: 298.07 (9.69)       | ent 0.041 | w_noise: [0.01754 0.01946 0.02415 0.05625 0.11477 0.23280 0.31409 0.41396 0.49901 0.61345]
Step   14000 (g21.0+d37.9)s       | [D] min: 0.14       max: 2.21      | [R_te] min: 203.73         max: 255.19         Avg: 227.76 (5.32)       | ent 0.032 | w_noise: [0.01639 0.01816 0.02374 0.05796 0.11748 0.23745 0.31820 0.41915 0.50389 0.61911]
Step   15000 (g21.0+d37.9)s       | [D] min: 0.13       max: 1.40      | [R_te] min: 278.14         max: 389.42         Avg: 333.33 (10.50)      | ent 0.026 | w_noise: [0.01605 0.01760 0.02391 0.05957 0.11996 0.24227 0.32390 0.42482 0.51105 0.62683]
Step   16000 (g21.1+d38.0)s       | [D] min: 0.17       max: 2.25      | [R_te] min: 276.67         max: 363.99         Avg: 316.96 (9.09)       | ent 0.022 | w_noise: [0.01620 0.01760 0.02441 0.06102 0.12232 0.24617 0.32895 0.43164 0.51681 0.63596]
