Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 287.09         max: 324.06         Avg: 307.72 (3.37)       | ent 1.000
Step    1000 (g0.0+d0.4)s         | [D] min: 0.69       max: 0.79      | [R_te] min: 286.19         max: 325.62         Avg: 309.26 (4.45)       | ent 1.000
Step    2000 (g19.2+d10.5)s       | [D] min: 0.04       max: 0.42      | [R_te] min: 117.67         max: 120.07         Avg: 119.10 (0.24)       | ent 0.741
Step    3000 (g19.3+d10.5)s       | [D] min: 0.00       max: 0.59      | [R_te] min: 235.47         max: 269.77         Avg: 245.59 (3.25)       | ent 0.552
Step    4000 (g19.3+d10.5)s       | [D] min: 0.01       max: 0.33      | [R_te] min: 320.38         max: 385.77         Avg: 347.07 (7.24)       | ent 0.414
Step    5000 (g19.4+d10.5)s       | [D] min: 0.00       max: 0.57      | [R_te] min: 333.06         max: 366.99         Avg: 353.39 (3.08)       | ent 0.311
Step    6000 (g19.4+d10.5)s       | [D] min: 0.00       max: 0.26      | [R_te] min: 224.49         max: 1005.08        Avg: 411.53 (75.42)      | ent 0.236
Step    7000 (g19.3+d10.5)s       | [D] min: 0.00       max: 0.99      | [R_te] min: 205.18         max: 223.43         Avg: 214.77 (2.04)       | ent 0.180
Step    8000 (g19.4+d10.6)s       | [D] min: 0.00       max: 0.16      | [R_te] min: 226.99         max: 274.51         Avg: 255.40 (5.75)       | ent 0.138
Step    9000 (g21.9+d12.0)s       | [D] min: 0.00       max: 0.18      | [R_te] min: 113.18         max: 129.55         Avg: 120.76 (1.60)       | ent 0.107
Step   10000 (g21.3+d11.6)s       | [D] min: 0.00       max: 0.16      | [R_te] min: 89.19          max: 98.81          Avg: 93.52 (0.77)        | ent 0.084
Step   11000 (g21.3+d11.6)s       | [D] min: 0.00       max: 1.04      | [R_te] min: 343.99         max: 549.51         Avg: 418.40 (18.86)      | ent 0.064
Step   12000 (g21.4+d11.6)s       | [D] min: 0.00       max: 0.20      | [R_te] min: 167.91         max: 604.50         Avg: 300.14 (39.59)      | ent 0.049
Step   13000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.17      | [R_te] min: 193.82         max: 404.02         Avg: 301.96 (18.77)      | ent 0.038
Step   14000 (g21.4+d11.7)s       | [D] min: 0.01       max: 0.29      | [R_te] min: 205.54         max: 358.11         Avg: 267.42 (14.57)      | ent 0.029
Step   15000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.31      | [R_te] min: 202.49         max: 307.19         Avg: 243.95 (9.08)       | ent 0.023
Step   16000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.26      | [R_te] min: 246.25         max: 385.43         Avg: 286.96 (12.97)      | ent 0.019
Step   17000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.28      | [R_te] min: 268.95         max: 539.78         Avg: 394.22 (22.84)      | ent 0.015
Step   18000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.40      | [R_te] min: 279.82         max: 497.93         Avg: 388.49 (23.14)      | ent 0.012
Step   19000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.29      | [R_te] min: 370.47         max: 510.69         Avg: 407.82 (13.56)      | ent 0.009
Step   20000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.20      | [R_te] min: 238.91         max: 471.46         Avg: 406.61 (21.77)      | ent 0.007
Step   21000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.21      | [R_te] min: 203.68         max: 608.09         Avg: 374.51 (35.42)      | ent 0.006
Step   22000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.13      | [R_te] min: 227.95         max: 472.23         Avg: 301.88 (22.19)      | ent 0.005
Step   23000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.17      | [R_te] min: 232.45         max: 350.78         Avg: 285.70 (13.15)      | ent 0.004
Step   24000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.14      | [R_te] min: 203.06         max: 411.28         Avg: 290.29 (16.93)      | ent 0.004
Step   25000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.38      | [R_te] min: 259.01         max: 364.24         Avg: 296.86 (8.58)       | ent 0.003
Step   26000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.12      | [R_te] min: 276.41         max: 444.11         Avg: 342.57 (19.12)      | ent 0.003
Step   27000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.30      | [R_te] min: 212.57         max: 348.83         Avg: 259.43 (16.01)      | ent 0.003
Step   28000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.39      | [R_te] min: 272.77         max: 394.87         Avg: 334.10 (13.80)      | ent 0.003
Step   29000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.37      | [R_te] min: 299.66         max: 464.76         Avg: 345.98 (14.20)      | ent 0.002
Step   30000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.29      | [R_te] min: 253.17         max: 352.51         Avg: 307.78 (10.94)      | ent 0.002
Step   31000 (g21.4+d11.8)s       | [D] min: 0.00       max: 0.43      | [R_te] min: 197.32         max: 426.20         Avg: 301.42 (20.91)      | ent 0.001
Step   32000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.17      | [R_te] min: 191.68         max: 349.63         Avg: 238.18 (14.60)      | ent 0.001
Step   33000 (g21.5+d11.7)s       | [D] min: 0.00       max: 0.81      | [R_te] min: 154.50         max: 199.34         Avg: 173.27 (4.30)       | ent 0.001
Step   34000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.21      | [R_te] min: 135.25         max: 178.83         Avg: 152.03 (5.52)       | ent 0.001
Step   35000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.39      | [R_te] min: 155.89         max: 245.38         Avg: 197.13 (7.52)       | ent 0.001
Step   36000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.40      | [R_te] min: 171.74         max: 216.55         Avg: 193.38 (4.00)       | ent 0.000
Step   37000 (g21.4+d11.8)s       | [D] min: 0.00       max: 0.47      | [R_te] min: 278.16         max: 394.89         Avg: 324.30 (13.24)      | ent 0.000
Step   38000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.54      | [R_te] min: 250.64         max: 300.22         Avg: 274.92 (4.82)       | ent 0.000
Step   39000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.36      | [R_te] min: 180.53         max: 239.02         Avg: 212.67 (5.66)       | ent 0.000
Step   40000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.41      | [R_te] min: 179.60         max: 302.15         Avg: 227.75 (14.56)      | ent 0.000
Step   41000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.21      | [R_te] min: 72.93          max: 74.11          Avg: 73.52 (0.13)        | ent 0.000
Step   42000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.55      | [R_te] min: 74.05          max: 79.42          Avg: 77.06 (0.71)        | ent 0.000
Step   43000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.37      | [R_te] min: 72.17          max: 78.82          Avg: 74.40 (0.69)        | ent 0.000
Step   44000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.54      | [R_te] min: 75.20          max: 76.32          Avg: 75.98 (0.10)        | ent 0.000
Step   45000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.44      | [R_te] min: 95.40          max: 105.95         Avg: 100.64 (1.10)       | ent 0.000
Step   46000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.66      | [R_te] min: 108.69         max: 116.67         Avg: 110.34 (0.69)       | ent 0.000
Step   47000 (g21.4+d11.8)s       | [D] min: 0.00       max: 0.81      | [R_te] min: 81.40          max: 90.08          Avg: 87.11 (0.77)        | ent 0.000
Step   48000 (g21.4+d11.8)s       | [D] min: 0.00       max: 0.45      | [R_te] min: 95.14          max: 113.26         Avg: 103.71 (2.02)       | ent 0.000
Step   49000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.76      | [R_te] min: 86.46          max: 110.06         Avg: 97.56 (2.22)        | ent 0.000
Step   50000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.52      | [R_te] min: 86.42          max: 101.28         Avg: 96.06 (1.57)        | ent 0.000
Step   51000 (g21.4+d11.7)s       | [D] min: 0.00       max: 0.52      | [R_te] min: 300.47         max: 425.15         Avg: 346.03 (11.11)      | ent 0.000
Step   52000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.53      | [R_te] min: 391.63         max: 589.99         Avg: 455.54 (18.78)      | ent 0.000
Step   53000 (g21.4+d11.8)s       | [D] min: 0.00       max: 0.27      | [R_te] min: 392.04         max: 482.41         Avg: 450.78 (7.52)       | ent 0.000
Step   54000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.27      | [R_te] min: 298.68         max: 433.62         Avg: 357.17 (12.98)      | ent 0.000
Step   55000 (g21.5+d11.8)s       | [D] min: 0.00       max: 0.42      | [R_te] min: 223.37         max: 278.67         Avg: 241.61 (6.50)       | ent 0.000
