Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 206.99         max: 243.28         Avg: 222.12 (4.26)       | ent 1.000
Step    1000 (g0.0+d0.6)s         | [D] min: 0.69       max: 0.76      | [R_te] min: 206.82         max: 249.86         Avg: 225.32 (4.30)       | ent 1.000
Step    2000 (g21.3+d11.6)s       | [D] min: 0.03       max: 0.24      | [R_te] min: 294.56         max: 356.93         Avg: 326.74 (6.58)       | ent 0.741
Step    3000 (g21.4+d11.6)s       | [D] min: 0.00       max: 0.23      | [R_te] min: 259.68         max: 296.43         Avg: 278.38 (3.93)       | ent 0.551
Step    4000 (g21.4+d11.6)s       | [D] min: 0.00       max: 0.59      | [R_te] min: 290.75         max: 350.18         Avg: 316.16 (6.22)       | ent 0.413
Step    5000 (g21.4+d11.6)s       | [D] min: 0.00       max: 0.35      | [R_te] min: 199.25         max: 245.30         Avg: 219.71 (5.25)       | ent 0.312
Step    6000 (g21.5+d11.7)s       | [D] min: 0.00       max: 0.20      | [R_te] min: 133.95         max: 143.32         Avg: 136.98 (0.85)       | ent 0.237
Step    7000 (g21.4+d11.6)s       | [D] min: 0.00       max: 0.10      | [R_te] min: 71.40          max: 72.35          Avg: 71.98 (0.09)        | ent 0.181
Step    8000 (g21.5+d11.7)s       | [D] min: 0.00       max: 0.63      | [R_te] min: 68.00          max: 68.26          Avg: 68.09 (0.03)        | ent 0.140
Step    9000 (g21.6+d11.8)s       | [D] min: 0.00       max: 0.08      | [R_te] min: 70.68          max: 73.17          Avg: 71.81 (0.22)        | ent 0.109
Step   10000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.23      | [R_te] min: 175.09         max: 226.07         Avg: 201.74 (5.48)       | ent 0.085
Step   11000 (g21.6+d11.8)s       | [D] min: 0.00       max: 0.24      | [R_te] min: 206.59         max: 476.75         Avg: 327.85 (25.36)      | ent 0.065
Step   12000 (g21.6+d11.8)s       | [D] min: 0.00       max: 0.28      | [R_te] min: 372.03         max: 567.03         Avg: 461.75 (15.63)      | ent 0.050
Step   13000 (g21.6+d11.8)s       | [D] min: 0.00       max: 0.15      | [R_te] min: 307.27         max: 385.62         Avg: 351.37 (8.42)       | ent 0.039
Step   14000 (g21.6+d11.8)s       | [D] min: 0.00       max: 0.24      | [R_te] min: 232.21         max: 332.13         Avg: 291.80 (9.95)       | ent 0.030
Step   15000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.51      | [R_te] min: 288.14         max: 355.58         Avg: 321.62 (7.14)       | ent 0.024
Step   16000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.20      | [R_te] min: 213.69         max: 296.83         Avg: 256.55 (9.69)       | ent 0.020
Step   17000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.17      | [R_te] min: 286.38         max: 359.82         Avg: 333.44 (7.25)       | ent 0.017
Step   18000 (g21.8+d11.9)s       | [D] min: 0.00       max: 0.22      | [R_te] min: 312.60         max: 535.68         Avg: 417.63 (23.10)      | ent 0.014
Step   19000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.11      | [R_te] min: 291.83         max: 356.86         Avg: 313.38 (7.20)       | ent 0.012
Step   20000 (g21.8+d11.9)s       | [D] min: 0.00       max: 0.15      | [R_te] min: 342.18         max: 472.79         Avg: 388.84 (13.03)      | ent 0.010
Step   21000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.16      | [R_te] min: 354.91         max: 459.86         Avg: 386.00 (9.13)       | ent 0.008
Step   22000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.32      | [R_te] min: 300.01         max: 658.45         Avg: 435.33 (32.11)      | ent 0.007
Step   23000 (g21.7+d11.9)s       | [D] min: 0.00       max: 0.15      | [R_te] min: 318.57         max: 485.16         Avg: 388.68 (15.18)      | ent 0.006
Step   24000 (g21.7+d11.8)s       | [D] min: 0.00       max: 1.54      | [R_te] min: 238.14         max: 472.43         Avg: 316.46 (21.15)      | ent 0.005
Step   25000 (g21.7+d11.9)s       | [D] min: 0.00       max: 0.13      | [R_te] min: 213.25         max: 319.77         Avg: 278.28 (9.54)       | ent 0.004
Step   26000 (g21.8+d11.9)s       | [D] min: 0.00       max: 0.06      | [R_te] min: 228.67         max: 412.53         Avg: 328.94 (17.10)      | ent 0.003
Step   27000 (g21.7+d11.8)s       | [D] min: 0.00       max: 0.16      | [R_te] min: 230.74         max: 403.94         Avg: 279.97 (15.46)      | ent 0.003
Step   28000 (g21.9+d11.9)s       | [D] min: 0.00       max: 0.61      | [R_te] min: 204.93         max: 379.03         Avg: 317.05 (17.59)      | ent 0.002
Step   29000 (g21.7+d11.9)s       | [D] min: 0.00       max: 0.13      | [R_te] min: 166.33         max: 355.90         Avg: 232.91 (19.08)      | ent 0.002
Step   30000 (g21.8+d11.9)s       | [D] min: 0.00       max: 0.52      | [R_te] min: 129.38         max: 248.16         Avg: 162.17 (12.66)      | ent 0.002
Step   31000 (g21.8+d11.9)s       | [D] min: 0.00       max: 0.60      | [R_te] min: 121.16         max: 146.66         Avg: 134.25 (2.63)       | ent 0.002
