Step       0 (g0.0+d0.0)s         | [D] min: 0.00       max: 0.00      | [R_te] min: 185.69         max: 202.96         Avg: 194.04 (2.00)       | ent 1.000
Step    1000 (g0.0+d0.3)s         | [D] min: 0.69       max: 0.78      | [R_te] min: 188.56         max: 204.77         Avg: 196.74 (1.70)       | ent 1.000
Step    2000 (g20.6+d11.2)s       | [D] min: 0.02       max: 0.49      | [R_te] min: 161.67         max: 175.33         Avg: 172.21 (1.32)       | ent 0.741
Step    3000 (g20.7+d11.3)s       | [D] min: 0.01       max: 0.27      | [R_te] min: 273.12         max: 300.90         Avg: 287.70 (2.83)       | ent 0.553
Step    4000 (g20.7+d11.3)s       | [D] min: 0.00       max: 0.28      | [R_te] min: 245.92         max: 277.96         Avg: 260.14 (3.36)       | ent 0.415
Step    5000 (g20.8+d11.3)s       | [D] min: 0.00       max: 0.56      | [R_te] min: 221.31         max: 320.15         Avg: 261.38 (9.47)       | ent 0.313
Step    6000 (g20.8+d11.4)s       | [D] min: 0.00       max: 0.18      | [R_te] min: 81.58          max: 90.16          Avg: 84.97 (0.85)        | ent 0.237
Step    7000 (g20.8+d11.4)s       | [D] min: 0.00       max: 0.41      | [R_te] min: 85.13          max: 105.79         Avg: 90.09 (1.77)        | ent 0.181
Step    8000 (g20.8+d11.4)s       | [D] min: 0.00       max: 0.24      | [R_te] min: 70.22          max: 75.07          Avg: 71.45 (0.44)        | ent 0.139
Step    9000 (g20.9+d11.4)s       | [D] min: 0.00       max: 0.17      | [R_te] min: 74.79          max: 84.13          Avg: 78.48 (1.12)        | ent 0.108
Step   10000 (g20.9+d11.4)s       | [D] min: 0.00       max: 0.30      | [R_te] min: 68.67          max: 76.58          Avg: 71.67 (0.89)        | ent 0.085
Step   11000 (g20.9+d11.5)s       | [D] min: 0.00       max: 0.40      | [R_te] min: 204.28         max: 354.76         Avg: 240.94 (12.47)      | ent 0.066
Step   12000 (g21.0+d11.5)s       | [D] min: 0.00       max: 0.28      | [R_te] min: 181.72         max: 236.95         Avg: 205.80 (4.79)       | ent 0.051
Step   13000 (g21.0+d11.5)s       | [D] min: 0.00       max: 0.16      | [R_te] min: 244.38         max: 301.71         Avg: 284.73 (5.32)       | ent 0.040
Step   14000 (g21.0+d11.5)s       | [D] min: 0.00       max: 0.61      | [R_te] min: 231.46         max: 316.84         Avg: 267.74 (8.26)       | ent 0.032
Step   15000 (g21.0+d11.5)s       | [D] min: 0.00       max: 0.46      | [R_te] min: 232.90         max: 414.70         Avg: 306.21 (17.74)      | ent 0.025
Step   16000 (g21.1+d11.5)s       | [D] min: 0.00       max: 0.30      | [R_te] min: 256.31         max: 350.48         Avg: 306.02 (9.03)       | ent 0.021
Step   17000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.27      | [R_te] min: 283.57         max: 464.01         Avg: 373.25 (16.95)      | ent 0.018
Step   18000 (g21.1+d11.6)s       | [D] min: 0.00       max: 1.19      | [R_te] min: 292.67         max: 391.46         Avg: 339.29 (9.96)       | ent 0.015
Step   19000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.30      | [R_te] min: 378.17         max: 499.18         Avg: 406.17 (10.69)      | ent 0.012
Step   20000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.18      | [R_te] min: 202.56         max: 344.75         Avg: 259.83 (13.89)      | ent 0.011
Step   21000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.29      | [R_te] min: 339.78         max: 482.86         Avg: 400.59 (15.05)      | ent 0.009
Step   22000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.18      | [R_te] min: 239.58         max: 330.67         Avg: 271.61 (10.10)      | ent 0.007
Step   23000 (g21.2+d11.6)s       | [D] min: 0.00       max: 0.14      | [R_te] min: 381.98         max: 623.59         Avg: 483.56 (21.62)      | ent 0.006
Step   24000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.21      | [R_te] min: 267.19         max: 379.84         Avg: 309.26 (10.80)      | ent 0.005
Step   25000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.53      | [R_te] min: 246.91         max: 496.18         Avg: 375.21 (19.07)      | ent 0.004
Step   26000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.32      | [R_te] min: 306.34         max: 643.52         Avg: 411.52 (28.57)      | ent 0.003
Step   27000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.37      | [R_te] min: 327.90         max: 482.88         Avg: 402.38 (16.33)      | ent 0.003
Step   28000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.54      | [R_te] min: 209.06         max: 329.08         Avg: 269.49 (11.12)      | ent 0.002
Step   29000 (g21.1+d11.6)s       | [D] min: 0.00       max: 0.52      | [R_te] min: 281.17         max: 486.56         Avg: 322.93 (17.93)      | ent 0.002
