Step       0 (bc0.0)s   | [R_te] min: -1.08           max: 0.71           Avg: -0.10 (0.16)        | [MSE_tr]  0.8173   
Step    1000 (bc2.3)s   | [R_te] min: -306.35         max: 2877.97        Avg: 659.88 (373.02)     | [MSE_tr]  0.4275   
Step    2000 (bc2.3)s   | [R_te] min: -316.29         max: 3322.08        Avg: 2177.93 (514.65)    | [MSE_tr]  0.4071   
Step    3000 (bc2.3)s   | [R_te] min: -332.56         max: 3436.25        Avg: 3035.19 (355.03)    | [MSE_tr]  0.3992   
Step    4000 (bc2.3)s   | [R_te] min: -331.24         max: 3351.09        Avg: 2544.41 (454.92)    | [MSE_tr]  0.3935   
Step    5000 (bc2.2)s   | [R_te] min: 3387.51         max: 3445.25        Avg: 3412.35 (5.09)      | [MSE_tr]  0.3888   
Step    6000 (bc2.2)s   | [R_te] min: 3228.68         max: 3415.93        Avg: 3364.78 (17.82)     | [MSE_tr]  0.3845   
Step    7000 (bc2.0)s   | [R_te] min: 3397.54         max: 3498.99        Avg: 3464.20 (10.36)     | [MSE_tr]  0.3809   
Step    8000 (bc2.0)s   | [R_te] min: 3370.76         max: 3425.13        Avg: 3397.41 (5.79)      | [MSE_tr]  0.3772   
Step    9000 (bc2.0)s   | [R_te] min: 3314.72         max: 3476.08        Avg: 3418.24 (13.25)     | [MSE_tr]  0.3741   
Step   10000 (bc1.9)s   | [R_te] min: -346.84         max: 3451.57        Avg: 2660.46 (475.53)    | [MSE_tr]  0.3712   
Step   11000 (bc2.0)s   | [R_te] min: 3136.83         max: 3332.57        Avg: 3274.78 (17.31)     | [MSE_tr]  0.3684   
Step   12000 (bc2.0)s   | [R_te] min: 3401.15         max: 3492.20        Avg: 3454.56 (8.10)      | [MSE_tr]  0.3657   
Step   13000 (bc2.0)s   | [R_te] min: -340.74         max: 3381.52        Avg: 2967.08 (348.92)    | [MSE_tr]  0.3630   
Step   14000 (bc2.0)s   | [R_te] min: 3148.75         max: 3321.44        Avg: 3243.81 (20.74)     | [MSE_tr]  0.3600   
Step   15000 (bc2.0)s   | [R_te] min: 3307.23         max: 3466.66        Avg: 3422.93 (13.22)     | [MSE_tr]  0.3575   
Step   16000 (bc2.0)s   | [R_te] min: 2937.29         max: 3380.55        Avg: 3302.87 (38.96)     | [MSE_tr]  0.3548   
Step   17000 (bc2.0)s   | [R_te] min: 3145.83         max: 3308.01        Avg: 3248.86 (16.88)     | [MSE_tr]  0.3526   
Step   18000 (bc2.0)s   | [R_te] min: 3238.79         max: 3379.46        Avg: 3335.61 (14.73)     | [MSE_tr]  0.3504   
Step   19000 (bc2.1)s   | [R_te] min: 2980.59         max: 3334.28        Avg: 3245.30 (30.58)     | [MSE_tr]  0.3482   
Step   20000 (bc2.0)s   | [R_te] min: -265.22         max: 3356.47        Avg: 2950.63 (339.12)    | [MSE_tr]  0.3463   
Step   21000 (bc2.1)s   | [R_te] min: 3196.08         max: 3352.75        Avg: 3316.22 (15.63)     | [MSE_tr]  0.3444   
Step   22000 (bc2.0)s   | [R_te] min: -292.84         max: 3397.66        Avg: 2977.11 (344.94)    | [MSE_tr]  0.3424   
Step   23000 (bc2.0)s   | [R_te] min: -346.90         max: 3364.39        Avg: 2952.16 (347.88)    | [MSE_tr]  0.3407   
Step   24000 (bc2.1)s   | [R_te] min: 3168.23         max: 3440.41        Avg: 3342.93 (24.18)     | [MSE_tr]  0.3392   
Step   25000 (bc2.0)s   | [R_te] min: 3260.37         max: 3403.12        Avg: 3340.82 (11.92)     | [MSE_tr]  0.3377   
Step   26000 (bc2.0)s   | [R_te] min: -346.65         max: 3383.61        Avg: 2147.23 (517.43)    | [MSE_tr]  0.3362   
Step   27000 (bc2.0)s   | [R_te] min: -287.47         max: 3494.06        Avg: 3003.40 (354.55)    | [MSE_tr]  0.3348   
Step   28000 (bc2.0)s   | [R_te] min: 3239.37         max: 3445.32        Avg: 3379.95 (16.39)     | [MSE_tr]  0.3334   
Step   29000 (bc2.0)s   | [R_te] min: 3120.14         max: 3504.04        Avg: 3378.29 (45.02)     | [MSE_tr]  0.3321   
Step   30000 (bc2.0)s   | [R_te] min: 2581.36         max: 3471.28        Avg: 3178.57 (104.00)    | [MSE_tr]  0.3309   
Step   31000 (bc2.1)s   | [R_te] min: 2984.58         max: 3457.30        Avg: 3369.29 (41.18)     | [MSE_tr]  0.3296   
Step   32000 (bc2.2)s   | [R_te] min: -343.35         max: 3407.68        Avg: 2937.04 (350.39)    | [MSE_tr]  0.3285   
Step   33000 (bc2.2)s   | [R_te] min: 2994.39         max: 3565.62        Avg: 3445.32 (52.83)     | [MSE_tr]  0.3275   
Step   34000 (bc2.2)s   | [R_te] min: -264.02         max: 3403.27        Avg: 2877.99 (336.57)    | [MSE_tr]  0.3263   
Step   35000 (bc2.2)s   | [R_te] min: -345.28         max: 3547.74        Avg: 2564.31 (468.28)    | [MSE_tr]  0.3253   
Step   36000 (bc2.2)s   | [R_te] min: 2377.38         max: 3416.63        Avg: 3147.72 (115.78)    | [MSE_tr]  0.3244   
Step   37000 (bc2.2)s   | [R_te] min: -207.17         max: 3365.21        Avg: 2736.59 (326.48)    | [MSE_tr]  0.3236   
