Step       0 (bc0.0)s   | [R_te] min: -1.23           max: 1.41           Avg: -0.22 (0.22)        | [MSE_tr]  0.4186   
Step    1000 (bc5.1)s   | [R_te] min: 3372.52         max: 3405.78        Avg: 3389.07 (3.13)      | [MSE_tr]  0.1949   
Step    2000 (bc4.9)s   | [R_te] min: 3302.22         max: 3365.04        Avg: 3343.90 (5.66)      | [MSE_tr]  0.1918   
Step    3000 (bc4.9)s   | [R_te] min: 3407.23         max: 3428.01        Avg: 3416.97 (2.07)      | [MSE_tr]  0.1910   
Step    4000 (bc5.0)s   | [R_te] min: 3282.33         max: 3323.62        Avg: 3305.97 (3.38)      | [MSE_tr]  0.1901   
Step    5000 (bc5.0)s   | [R_te] min: 3365.17         max: 3406.07        Avg: 3387.58 (3.34)      | [MSE_tr]  0.1900   
Step    6000 (bc4.9)s   | [R_te] min: 3365.06         max: 3419.15        Avg: 3392.67 (4.80)      | [MSE_tr]  0.1899   
Step    7000 (bc4.9)s   | [R_te] min: 3424.93         max: 3456.83        Avg: 3438.31 (3.78)      | [MSE_tr]  0.1898   
Step    8000 (bc5.0)s   | [R_te] min: 3333.09         max: 3361.91        Avg: 3347.98 (2.81)      | [MSE_tr]  0.1897   
Step    9000 (bc4.9)s   | [R_te] min: 3402.27         max: 3519.01        Avg: 3471.03 (12.17)     | [MSE_tr]  0.1897   
Step   10000 (bc5.0)s   | [R_te] min: 3458.42         max: 3504.82        Avg: 3475.71 (4.83)      | [MSE_tr]  0.1897   
Step   11000 (bc5.0)s   | [R_te] min: 3316.16         max: 3362.04        Avg: 3340.07 (5.28)      | [MSE_tr]  0.1899   
Step   12000 (bc5.1)s   | [R_te] min: 3335.98         max: 3384.52        Avg: 3360.76 (3.99)      | [MSE_tr]  0.1898   
Step   13000 (bc5.2)s   | [R_te] min: 3414.36         max: 3509.73        Avg: 3483.79 (8.70)      | [MSE_tr]  0.1903   
Step   14000 (bc5.2)s   | [R_te] min: 3452.95         max: 3489.89        Avg: 3470.82 (4.03)      | [MSE_tr]  0.1902   
Step   15000 (bc5.2)s   | [R_te] min: 3388.56         max: 3426.85        Avg: 3414.62 (3.89)      | [MSE_tr]  0.1905   
Step   16000 (bc5.2)s   | [R_te] min: 3362.18         max: 3410.49        Avg: 3384.94 (4.77)      | [MSE_tr]  0.1905   
Step   17000 (bc4.9)s   | [R_te] min: 3394.57         max: 3440.60        Avg: 3414.46 (5.08)      | [MSE_tr]  0.1908   
Step   18000 (bc5.0)s   | [R_te] min: 3363.05         max: 3498.54        Avg: 3453.75 (12.10)     | [MSE_tr]  0.1912   
Step   19000 (bc5.0)s   | [R_te] min: 3310.71         max: 3385.81        Avg: 3348.62 (7.98)      | [MSE_tr]  0.1909   
Step   20000 (bc5.0)s   | [R_te] min: 3396.14         max: 3446.05        Avg: 3423.72 (6.03)      | [MSE_tr]  0.1911   
Step   21000 (bc4.9)s   | [R_te] min: 3354.03         max: 3396.25        Avg: 3368.44 (3.69)      | [MSE_tr]  0.1912   
Step   22000 (bc4.9)s   | [R_te] min: 3353.75         max: 3409.29        Avg: 3381.77 (5.87)      | [MSE_tr]  0.1915   
Step   23000 (bc4.9)s   | [R_te] min: 3360.29         max: 3451.34        Avg: 3395.66 (7.48)      | [MSE_tr]  0.1917   
Step   24000 (bc4.8)s   | [R_te] min: 3337.21         max: 3395.41        Avg: 3368.58 (5.73)      | [MSE_tr]  0.1919   
Step   25000 (bc4.8)s   | [R_te] min: 3406.09         max: 3483.54        Avg: 3447.89 (6.83)      | [MSE_tr]  0.1917   
Step   26000 (bc4.9)s   | [R_te] min: 3333.50         max: 3384.87        Avg: 3353.31 (4.78)      | [MSE_tr]  0.1922   
Step   27000 (bc5.1)s   | [R_te] min: 3408.42         max: 3469.14        Avg: 3441.84 (6.03)      | [MSE_tr]  0.1920   
Step   28000 (bc5.1)s   | [R_te] min: 3401.45         max: 3436.16        Avg: 3422.19 (3.26)      | [MSE_tr]  0.1923   
Step   29000 (bc5.1)s   | [R_te] min: 3424.90         max: 3526.95        Avg: 3482.74 (9.78)      | [MSE_tr]  0.1923   
Step   30000 (bc5.1)s   | [R_te] min: 3342.74         max: 3442.70        Avg: 3390.93 (9.93)      | [MSE_tr]  0.1923   
Step   31000 (bc5.1)s   | [R_te] min: 3334.46         max: 3410.02        Avg: 3373.04 (6.04)      | [MSE_tr]  0.1929   
Step   32000 (bc5.1)s   | [R_te] min: 3306.17         max: 3399.71        Avg: 3363.58 (8.30)      | [MSE_tr]  0.1929   
Step   33000 (bc5.2)s   | [R_te] min: 3314.91         max: 3436.18        Avg: 3391.64 (12.16)     | [MSE_tr]  0.1931   
Step   34000 (bc5.2)s   | [R_te] min: 3426.66         max: 3469.89        Avg: 3448.79 (3.55)      | [MSE_tr]  0.1930   
Step   35000 (bc5.1)s   | [R_te] min: 3387.91         max: 3439.70        Avg: 3410.72 (4.55)      | [MSE_tr]  0.1932   
Step   36000 (bc5.2)s   | [R_te] min: 3387.58         max: 3481.69        Avg: 3439.63 (8.94)      | [MSE_tr]  0.1933   
Step   37000 (bc5.1)s   | [R_te] min: 3368.20         max: 3465.79        Avg: 3428.97 (7.71)      | [MSE_tr]  0.1933   
Step   38000 (bc5.2)s   | [R_te] min: 3418.82         max: 3483.13        Avg: 3458.41 (5.89)      | [MSE_tr]  0.1934   
Step   39000 (bc5.2)s   | [R_te] min: 3338.62         max: 3463.70        Avg: 3414.66 (10.53)     | [MSE_tr]  0.1937   
Step   40000 (bc5.1)s   | [R_te] min: 3345.82         max: 3495.71        Avg: 3443.71 (12.46)     | [MSE_tr]  0.1939   
Step   41000 (bc4.8)s   | [R_te] min: 3326.26         max: 3370.14        Avg: 3346.59 (4.21)      | [MSE_tr]  0.1941   
Step   42000 (bc4.8)s   | [R_te] min: 3380.32         max: 3442.42        Avg: 3409.40 (5.62)      | [MSE_tr]  0.1945   
Step   43000 (bc4.9)s   | [R_te] min: 3410.84         max: 3469.35        Avg: 3437.57 (7.05)      | [MSE_tr]  0.1946   
Step   44000 (bc5.2)s   | [R_te] min: 3165.91         max: 3429.57        Avg: 3369.41 (23.27)     | [MSE_tr]  0.1946   
Step   45000 (bc5.1)s   | [R_te] min: 3391.75         max: 3523.37        Avg: 3457.14 (13.45)     | [MSE_tr]  0.1946   
Step   46000 (bc5.1)s   | [R_te] min: 3210.20         max: 3364.58        Avg: 3318.48 (14.68)     | [MSE_tr]  0.1950   
Step   47000 (bc5.1)s   | [R_te] min: 3450.41         max: 3483.21        Avg: 3466.82 (3.41)      | [MSE_tr]  0.1949   
Step   48000 (bc5.1)s   | [R_te] min: 3448.29         max: 3515.64        Avg: 3478.79 (7.44)      | [MSE_tr]  0.1950   
Step   49000 (bc5.1)s   | [R_te] min: 3324.59         max: 3481.37        Avg: 3430.86 (14.48)     | [MSE_tr]  0.1951   
Step   50000 (bc5.2)s   | [R_te] min: 3445.30         max: 3510.58        Avg: 3479.51 (6.73)      | [MSE_tr]  0.1954   
Step   51000 (bc5.1)s   | [R_te] min: 3399.73         max: 3473.36        Avg: 3438.91 (6.06)      | [MSE_tr]  0.1956   
Step   52000 (bc5.0)s   | [R_te] min: 3391.68         max: 3507.11        Avg: 3459.38 (10.33)     | [MSE_tr]  0.1958   
Step   53000 (bc5.0)s   | [R_te] min: 3356.25         max: 3469.25        Avg: 3419.99 (8.87)      | [MSE_tr]  0.1958   
Step   54000 (bc5.0)s   | [R_te] min: 3425.15         max: 3461.85        Avg: 3442.85 (3.57)      | [MSE_tr]  0.1959   
Step   55000 (bc5.1)s   | [R_te] min: 3386.07         max: 3507.93        Avg: 3473.68 (11.23)     | [MSE_tr]  0.1961   
Step   56000 (bc5.1)s   | [R_te] min: 3223.16         max: 3392.12        Avg: 3355.69 (15.47)     | [MSE_tr]  0.1961   
Step   57000 (bc5.1)s   | [R_te] min: 3243.80         max: 3398.71        Avg: 3321.97 (18.08)     | [MSE_tr]  0.1964   
Step   58000 (bc5.1)s   | [R_te] min: 3372.99         max: 3433.47        Avg: 3407.60 (5.94)      | [MSE_tr]  0.1965   
Step   59000 (bc5.1)s   | [R_te] min: 3096.73         max: 3434.60        Avg: 3359.21 (29.18)     | [MSE_tr]  0.1966   
Step   60000 (bc5.1)s   | [R_te] min: 3380.09         max: 3471.19        Avg: 3448.33 (7.61)      | [MSE_tr]  0.1971   
Step   61000 (bc5.1)s   | [R_te] min: 3358.27         max: 3451.76        Avg: 3420.25 (8.04)      | [MSE_tr]  0.1968   
Step   62000 (bc5.1)s   | [R_te] min: 3354.67         max: 3394.05        Avg: 3373.97 (4.18)      | [MSE_tr]  0.1972   
Step   63000 (bc5.1)s   | [R_te] min: 3339.59         max: 3441.61        Avg: 3413.86 (8.96)      | [MSE_tr]  0.1971   
Step   64000 (bc5.1)s   | [R_te] min: 3230.57         max: 3380.80        Avg: 3341.05 (13.11)     | [MSE_tr]  0.1976   
Step   65000 (bc5.1)s   | [R_te] min: 3331.89         max: 3432.64        Avg: 3385.12 (7.91)      | [MSE_tr]  0.1974   
Step   66000 (bc5.0)s   | [R_te] min: 3274.60         max: 3343.25        Avg: 3315.56 (6.14)      | [MSE_tr]  0.1975   
Step   67000 (bc5.0)s   | [R_te] min: 3056.67         max: 3406.38        Avg: 3328.25 (30.02)     | [MSE_tr]  0.1975   
Step   68000 (bc5.0)s   | [R_te] min: 3276.12         max: 3470.16        Avg: 3415.33 (16.60)     | [MSE_tr]  0.1977   
Step   69000 (bc5.0)s   | [R_te] min: 3089.83         max: 3401.28        Avg: 3346.79 (27.69)     | [MSE_tr]  0.1978   
Step   70000 (bc5.1)s   | [R_te] min: 3290.89         max: 3415.53        Avg: 3348.25 (10.73)     | [MSE_tr]  0.1980   
Step   71000 (bc5.0)s   | [R_te] min: 3351.15         max: 3441.16        Avg: 3401.75 (9.80)      | [MSE_tr]  0.1981   
Step   72000 (bc5.1)s   | [R_te] min: 3276.61         max: 3396.17        Avg: 3349.85 (12.91)     | [MSE_tr]  0.1980   
Step   73000 (bc5.1)s   | [R_te] min: 3370.77         max: 3419.70        Avg: 3393.09 (5.01)      | [MSE_tr]  0.1982   
Step   74000 (bc5.1)s   | [R_te] min: 3207.20         max: 3426.50        Avg: 3377.67 (20.59)     | [MSE_tr]  0.1984   
Step   75000 (bc5.0)s   | [R_te] min: 3261.78         max: 3342.16        Avg: 3299.49 (7.16)      | [MSE_tr]  0.1988   
Step   76000 (bc5.0)s   | [R_te] min: 3295.72         max: 3418.12        Avg: 3362.40 (12.40)     | [MSE_tr]  0.1989   
Step   77000 (bc5.0)s   | [R_te] min: 3462.88         max: 3537.23        Avg: 3502.24 (6.85)      | [MSE_tr]  0.1986   
Step   78000 (bc5.0)s   | [R_te] min: 3319.86         max: 3453.67        Avg: 3395.42 (12.17)     | [MSE_tr]  0.1990   
Step   79000 (bc5.0)s   | [R_te] min: 2981.62         max: 3374.48        Avg: 3300.15 (34.85)     | [MSE_tr]  0.1989   
Step   80000 (bc5.1)s   | [R_te] min: 3305.10         max: 3414.54        Avg: 3386.87 (9.32)      | [MSE_tr]  0.1988   
Step   81000 (bc5.1)s   | [R_te] min: 3107.75         max: 3415.27        Avg: 3333.89 (27.98)     | [MSE_tr]  0.1992   
Step   82000 (bc5.1)s   | [R_te] min: 3375.52         max: 3445.33        Avg: 3405.47 (6.15)      | [MSE_tr]  0.1989   
Step   83000 (bc5.1)s   | [R_te] min: 3288.24         max: 3449.16        Avg: 3390.87 (14.41)     | [MSE_tr]  0.1995   
Step   84000 (bc5.0)s   | [R_te] min: 2974.84         max: 3392.71        Avg: 3319.80 (37.24)     | [MSE_tr]  0.1994   
Step   85000 (bc5.1)s   | [R_te] min: 2822.99         max: 3344.34        Avg: 3257.58 (46.83)     | [MSE_tr]  0.1996   
Step   86000 (bc5.1)s   | [R_te] min: 3315.43         max: 3447.31        Avg: 3375.29 (12.70)     | [MSE_tr]  0.1995   
Step   87000 (bc5.2)s   | [R_te] min: 3411.97         max: 3492.57        Avg: 3462.22 (7.95)      | [MSE_tr]  0.1996   
Step   88000 (bc5.1)s   | [R_te] min: 2361.85         max: 3412.55        Avg: 3272.69 (96.29)     | [MSE_tr]  0.2000   
Step   89000 (bc5.2)s   | [R_te] min: 3367.06         max: 3459.73        Avg: 3432.59 (8.95)      | [MSE_tr]  0.1997   
Step   90000 (bc5.2)s   | [R_te] min: 3210.98         max: 3448.75        Avg: 3391.25 (20.44)     | [MSE_tr]  0.2004   
Step   91000 (bc5.0)s   | [R_te] min: 3399.61         max: 3489.42        Avg: 3458.54 (8.64)      | [MSE_tr]  0.2003   
