Step       0 (bc0.0)s   | [R_te] min: 212.49          max: 230.07         Avg: 220.50 (1.84)       | [MSE_tr]  0.6094    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc24.0)s  | [R_te] min: 186.21          max: 197.98         Avg: 190.94 (0.98)       | [MSE_tr]  0.5618    | w_noise: [0.441 0.444 0.447 0.457 0.466 0.471 0.474 0.474 0.475 0.476]
Step    2000 (bc23.9)s  | [R_te] min: 183.24          max: 190.18         Avg: 185.64 (0.67)       | [MSE_tr]  0.5567    | w_noise: [0.453 0.459 0.477 0.523 0.554 0.575 0.587 0.588 0.594 0.599]
Step    3000 (bc23.9)s  | [R_te] min: 188.08          max: 194.19         Avg: 190.49 (0.60)       | [MSE_tr]  0.5538    | w_noise: [0.426 0.435 0.464 0.553 0.624 0.677 0.707 0.714 0.726 0.736]
Step    4000 (bc24.0)s  | [R_te] min: 183.27          max: 190.22         Avg: 186.38 (0.69)       | [MSE_tr]  0.5512    | w_noise: [0.400 0.409 0.444 0.554 0.670 0.774 0.830 0.851 0.868 0.890]
Step    5000 (bc24.1)s  | [R_te] min: 173.34          max: 182.94         Avg: 179.35 (0.73)       | [MSE_tr]  0.5478    | w_noise: [0.385 0.394 0.429 0.544 0.691 0.856 0.952 0.991 1.022 1.063]
Step    6000 (bc23.9)s  | [R_te] min: 179.31          max: 187.21         Avg: 184.17 (0.69)       | [MSE_tr]  0.5468    | w_noise: [0.377 0.385 0.419 0.533 0.694 0.917 1.067 1.130 1.183 1.249]
Step    7000 (bc24.0)s  | [R_te] min: 172.86          max: 180.84         Avg: 176.70 (0.92)       | [MSE_tr]  0.5444    | w_noise: [0.371 0.379 0.413 0.527 0.691 0.950 1.158 1.254 1.340 1.444]
Step    8000 (bc24.2)s  | [R_te] min: 183.67          max: 190.02         Avg: 185.97 (0.65)       | [MSE_tr]  0.5417    | w_noise: [0.368 0.376 0.410 0.521 0.687 0.966 1.219 1.357 1.478 1.637]
Step    9000 (bc24.2)s  | [R_te] min: 177.97          max: 187.24         Avg: 182.94 (0.94)       | [MSE_tr]  0.5412    | w_noise: [0.366 0.374 0.407 0.518 0.684 0.972 1.248 1.425 1.585 1.802]
Step   10000 (bc24.3)s  | [R_te] min: 176.51          max: 185.48         Avg: 180.95 (1.00)       | [MSE_tr]  0.5397    | w_noise: [0.364 0.373 0.405 0.516 0.680 0.975 1.264 1.466 1.652 1.927]
Step   11000 (bc24.4)s  | [R_te] min: 183.57          max: 190.69         Avg: 186.81 (0.80)       | [MSE_tr]  0.5388    | w_noise: [0.363 0.372 0.405 0.515 0.679 0.974 1.271 1.487 1.690 2.008]
Step   12000 (bc24.0)s  | [R_te] min: 174.92          max: 180.60         Avg: 178.41 (0.57)       | [MSE_tr]  0.5381    | w_noise: [0.363 0.372 0.404 0.515 0.678 0.972 1.275 1.495 1.705 2.050]
Step   13000 (bc24.1)s  | [R_te] min: 183.89          max: 190.95         Avg: 187.59 (0.83)       | [MSE_tr]  0.5366    | w_noise: [0.363 0.370 0.404 0.514 0.677 0.975 1.277 1.499 1.702 2.072]
Step   14000 (bc24.1)s  | [R_te] min: 183.43          max: 188.70         Avg: 185.01 (0.45)       | [MSE_tr]  0.5355    | w_noise: [0.363 0.371 0.404 0.513 0.677 0.977 1.273 1.499 1.710 2.079]
Step   15000 (bc24.0)s  | [R_te] min: 181.96          max: 189.13         Avg: 184.10 (0.59)       | [MSE_tr]  0.5363    | w_noise: [0.362 0.371 0.404 0.515 0.679 0.974 1.273 1.497 1.705 2.085]
Step   16000 (bc24.0)s  | [R_te] min: 182.42          max: 188.38         Avg: 184.90 (0.52)       | [MSE_tr]  0.5361    | w_noise: [0.362 0.371 0.404 0.514 0.679 0.974 1.270 1.504 1.709 2.084]
Step   17000 (bc24.1)s  | [R_te] min: 188.15          max: 191.53         Avg: 189.97 (0.30)       | [MSE_tr]  0.5359    | w_noise: [0.362 0.371 0.404 0.514 0.679 0.974 1.276 1.504 1.710 2.081]
Step   18000 (bc23.9)s  | [R_te] min: 181.83          max: 189.61         Avg: 186.44 (0.92)       | [MSE_tr]  0.5357    | w_noise: [0.363 0.371 0.403 0.514 0.679 0.975 1.274 1.503 1.709 2.084]
Step   19000 (bc23.9)s  | [R_te] min: 181.92          max: 190.82         Avg: 186.06 (0.97)       | [MSE_tr]  0.5345    | w_noise: [0.363 0.371 0.404 0.514 0.678 0.976 1.276 1.503 1.711 2.085]
Step   20000 (bc23.9)s  | [R_te] min: 184.52          max: 192.48         Avg: 189.02 (0.68)       | [MSE_tr]  0.5340    | w_noise: [0.362 0.371 0.403 0.515 0.677 0.974 1.274 1.503 1.713 2.084]
Step   21000 (bc23.9)s  | [R_te] min: 183.75          max: 195.07         Avg: 189.75 (0.92)       | [MSE_tr]  0.5338    | w_noise: [0.363 0.372 0.403 0.514 0.677 0.975 1.274 1.499 1.715 2.081]
Step   22000 (bc23.9)s  | [R_te] min: 182.14          max: 191.86         Avg: 187.66 (1.00)       | [MSE_tr]  0.5332    | w_noise: [0.362 0.371 0.403 0.514 0.678 0.973 1.273 1.503 1.710 2.080]
Step   23000 (bc23.9)s  | [R_te] min: 183.27          max: 192.12         Avg: 187.18 (0.90)       | [MSE_tr]  0.5346    | w_noise: [0.362 0.371 0.404 0.515 0.678 0.975 1.272 1.504 1.705 2.086]
Step   24000 (bc24.0)s  | [R_te] min: 186.16          max: 190.57         Avg: 188.63 (0.40)       | [MSE_tr]  0.5344    | w_noise: [0.363 0.371 0.403 0.514 0.678 0.973 1.278 1.503 1.712 2.088]
