Step       0 (bc0.0)s   | [R_te] min: 321.18          max: 348.59         Avg: 335.93 (2.81)       | [MSE_tr]  0.4400    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc23.4)s  | [R_te] min: 279.92          max: 395.43         Avg: 330.23 (11.19)      | [MSE_tr]  0.4087    | w_noise: [0.440 0.436 0.437 0.449 0.455 0.469 0.468 0.472 0.472 0.473]
Step    2000 (bc23.3)s  | [R_te] min: 251.43          max: 305.21         Avg: 270.77 (5.03)       | [MSE_tr]  0.4044    | w_noise: [0.441 0.444 0.449 0.484 0.516 0.561 0.565 0.577 0.579 0.585]
Step    3000 (bc23.3)s  | [R_te] min: 244.38          max: 278.42         Avg: 254.37 (2.90)       | [MSE_tr]  0.4004    | w_noise: [0.414 0.422 0.428 0.477 0.545 0.636 0.655 0.682 0.690 0.702]
Step    4000 (bc23.3)s  | [R_te] min: 264.41          max: 403.80         Avg: 330.66 (15.58)      | [MSE_tr]  0.3985    | w_noise: [0.394 0.401 0.410 0.460 0.549 0.688 0.733 0.783 0.801 0.824]
Step    5000 (bc23.3)s  | [R_te] min: 267.02          max: 381.65         Avg: 351.95 (9.66)       | [MSE_tr]  0.3952    | w_noise: [0.382 0.388 0.396 0.446 0.541 0.713 0.790 0.867 0.904 0.947]
Step    6000 (bc23.6)s  | [R_te] min: 343.02          max: 373.44         Avg: 358.74 (3.48)       | [MSE_tr]  0.3924    | w_noise: [0.375 0.381 0.388 0.438 0.533 0.719 0.821 0.932 0.991 1.063]
Step    7000 (bc23.4)s  | [R_te] min: 325.27          max: 356.45         Avg: 339.32 (2.77)       | [MSE_tr]  0.3917    | w_noise: [0.369 0.375 0.383 0.432 0.527 0.717 0.835 0.970 1.052 1.156]
Step    8000 (bc23.5)s  | [R_te] min: 325.96          max: 359.30         Avg: 342.50 (3.36)       | [MSE_tr]  0.3888    | w_noise: [0.366 0.371 0.379 0.429 0.523 0.713 0.841 0.986 1.089 1.222]
Step    9000 (bc23.5)s  | [R_te] min: 329.33          max: 352.93         Avg: 339.16 (2.28)       | [MSE_tr]  0.3877    | w_noise: [0.364 0.369 0.376 0.427 0.520 0.707 0.841 0.991 1.105 1.254]
Step   10000 (bc23.5)s  | [R_te] min: 316.02          max: 375.02         Avg: 343.61 (5.25)       | [MSE_tr]  0.3875    | w_noise: [0.363 0.368 0.376 0.425 0.516 0.708 0.837 0.992 1.110 1.271]
Step   11000 (bc23.3)s  | [R_te] min: 319.75          max: 353.28         Avg: 337.05 (3.54)       | [MSE_tr]  0.3861    | w_noise: [0.362 0.367 0.374 0.423 0.514 0.706 0.835 0.990 1.110 1.277]
Step   12000 (bc23.3)s  | [R_te] min: 318.21          max: 346.34         Avg: 330.60 (3.26)       | [MSE_tr]  0.3856    | w_noise: [0.362 0.367 0.374 0.423 0.514 0.705 0.837 0.990 1.112 1.281]
Step   13000 (bc23.3)s  | [R_te] min: 315.53          max: 350.15         Avg: 332.07 (2.73)       | [MSE_tr]  0.3861    | w_noise: [0.362 0.367 0.374 0.423 0.514 0.705 0.836 0.988 1.112 1.285]
Step   14000 (bc23.3)s  | [R_te] min: 316.09          max: 352.65         Avg: 335.86 (3.88)       | [MSE_tr]  0.3847    | w_noise: [0.362 0.366 0.373 0.423 0.514 0.707 0.835 0.991 1.113 1.285]
Step   15000 (bc23.3)s  | [R_te] min: 309.17          max: 334.89         Avg: 324.70 (2.22)       | [MSE_tr]  0.3843    | w_noise: [0.362 0.366 0.374 0.424 0.514 0.705 0.836 0.992 1.115 1.286]
Step   16000 (bc23.3)s  | [R_te] min: 309.92          max: 341.63         Avg: 329.89 (3.25)       | [MSE_tr]  0.3835    | w_noise: [0.361 0.367 0.374 0.423 0.514 0.704 0.835 0.990 1.112 1.280]
Step   17000 (bc23.3)s  | [R_te] min: 323.72          max: 353.67         Avg: 335.78 (2.53)       | [MSE_tr]  0.3841    | w_noise: [0.360 0.366 0.373 0.422 0.514 0.704 0.835 0.992 1.112 1.280]
Step   18000 (bc23.3)s  | [R_te] min: 305.65          max: 335.48         Avg: 324.69 (2.47)       | [MSE_tr]  0.3847    | w_noise: [0.360 0.366 0.374 0.422 0.514 0.703 0.834 0.990 1.111 1.281]
Step   19000 (bc23.3)s  | [R_te] min: 322.73          max: 350.61         Avg: 338.20 (2.73)       | [MSE_tr]  0.3835    | w_noise: [0.360 0.366 0.373 0.421 0.514 0.704 0.835 0.988 1.112 1.278]
Step   20000 (bc23.3)s  | [R_te] min: 314.52          max: 344.60         Avg: 326.12 (2.82)       | [MSE_tr]  0.3834    | w_noise: [0.361 0.367 0.373 0.423 0.513 0.704 0.832 0.987 1.116 1.277]
Step   21000 (bc23.3)s  | [R_te] min: 308.96          max: 326.66         Avg: 316.78 (1.90)       | [MSE_tr]  0.3849    | w_noise: [0.361 0.366 0.373 0.422 0.514 0.704 0.832 0.985 1.112 1.275]
Step   22000 (bc23.3)s  | [R_te] min: 310.98          max: 336.48         Avg: 323.61 (2.12)       | [MSE_tr]  0.3832    | w_noise: [0.361 0.366 0.373 0.422 0.515 0.705 0.833 0.984 1.115 1.271]
Step   23000 (bc23.3)s  | [R_te] min: 307.20          max: 359.41         Avg: 326.01 (4.26)       | [MSE_tr]  0.3831    | w_noise: [0.361 0.366 0.373 0.422 0.514 0.704 0.831 0.984 1.114 1.273]
Step   24000 (bc23.3)s  | [R_te] min: 318.76          max: 354.89         Avg: 334.34 (3.43)       | [MSE_tr]  0.3825    | w_noise: [0.361 0.367 0.373 0.422 0.514 0.705 0.831 0.985 1.114 1.274]
Step   25000 (bc23.3)s  | [R_te] min: 315.51          max: 342.64         Avg: 327.74 (2.39)       | [MSE_tr]  0.3825    | w_noise: [0.361 0.366 0.374 0.422 0.514 0.704 0.831 0.986 1.112 1.273]
Step   26000 (bc23.3)s  | [R_te] min: 317.92          max: 344.86         Avg: 331.98 (2.61)       | [MSE_tr]  0.3823    | w_noise: [0.361 0.367 0.373 0.423 0.514 0.703 0.834 0.986 1.111 1.277]
Step   27000 (bc23.3)s  | [R_te] min: 301.94          max: 354.91         Avg: 330.73 (4.78)       | [MSE_tr]  0.3828    | w_noise: [0.361 0.366 0.374 0.423 0.514 0.703 0.833 0.983 1.112 1.279]
