Step       0 (bc0.0)s   | [R_te] min: 236.21          max: 284.62         Avg: 261.92 (5.69)       | [MSE_tr]  0.4439    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc23.5)s  | [R_te] min: 249.93          max: 278.69         Avg: 261.39 (2.81)       | [MSE_tr]  0.4085    | w_noise: [0.439 0.436 0.438 0.449 0.455 0.468 0.468 0.472 0.472 0.473]
Step    2000 (bc23.4)s  | [R_te] min: 270.74          max: 341.33         Avg: 300.58 (6.86)       | [MSE_tr]  0.4031    | w_noise: [0.440 0.442 0.449 0.483 0.516 0.560 0.565 0.576 0.581 0.585]
Step    3000 (bc23.5)s  | [R_te] min: 257.44          max: 278.78         Avg: 267.07 (2.21)       | [MSE_tr]  0.3996    | w_noise: [0.414 0.421 0.429 0.476 0.545 0.636 0.655 0.682 0.692 0.703]
Step    4000 (bc23.5)s  | [R_te] min: 259.57          max: 391.38         Avg: 307.22 (13.58)      | [MSE_tr]  0.3974    | w_noise: [0.394 0.401 0.410 0.460 0.549 0.689 0.734 0.781 0.803 0.825]
Step    5000 (bc23.6)s  | [R_te] min: 268.79          max: 378.96         Avg: 295.55 (10.46)      | [MSE_tr]  0.3963    | w_noise: [0.381 0.388 0.397 0.447 0.541 0.714 0.790 0.869 0.906 0.947]
Step    6000 (bc23.7)s  | [R_te] min: 307.47          max: 373.00         Avg: 349.63 (6.88)       | [MSE_tr]  0.3929    | w_noise: [0.374 0.381 0.388 0.438 0.533 0.719 0.823 0.933 0.993 1.062]
Step    7000 (bc23.5)s  | [R_te] min: 345.49          max: 381.15         Avg: 358.88 (3.55)       | [MSE_tr]  0.3917    | w_noise: [0.370 0.375 0.383 0.432 0.526 0.716 0.837 0.968 1.054 1.152]
Step    8000 (bc23.5)s  | [R_te] min: 335.86          max: 367.04         Avg: 345.71 (2.76)       | [MSE_tr]  0.3894    | w_noise: [0.366 0.372 0.379 0.429 0.521 0.713 0.839 0.984 1.090 1.219]
Step    9000 (bc23.5)s  | [R_te] min: 330.52          max: 381.21         Avg: 351.22 (5.12)       | [MSE_tr]  0.3887    | w_noise: [0.364 0.369 0.377 0.427 0.518 0.711 0.838 0.988 1.103 1.256]
Step   10000 (bc22.9)s  | [R_te] min: 329.80          max: 375.71         Avg: 349.90 (3.99)       | [MSE_tr]  0.3870    | w_noise: [0.363 0.368 0.376 0.425 0.517 0.709 0.836 0.992 1.110 1.271]
Step   11000 (bc23.0)s  | [R_te] min: 331.51          max: 384.19         Avg: 346.60 (4.26)       | [MSE_tr]  0.3863    | w_noise: [0.362 0.368 0.374 0.424 0.516 0.709 0.837 0.989 1.115 1.279]
Step   12000 (bc22.8)s  | [R_te] min: 319.90          max: 364.58         Avg: 336.64 (4.34)       | [MSE_tr]  0.3860    | w_noise: [0.362 0.366 0.374 0.423 0.515 0.706 0.838 0.990 1.110 1.283]
Step   13000 (bc22.8)s  | [R_te] min: 326.17          max: 378.86         Avg: 353.90 (4.99)       | [MSE_tr]  0.3847    | w_noise: [0.362 0.366 0.374 0.424 0.516 0.707 0.838 0.988 1.113 1.284]
Step   14000 (bc22.7)s  | [R_te] min: 330.01          max: 372.01         Avg: 339.71 (3.80)       | [MSE_tr]  0.3839    | w_noise: [0.362 0.366 0.374 0.423 0.514 0.706 0.836 0.987 1.111 1.281]
