Step       0 (bc0.0)s   | [R_te] min: 219.58          max: 244.58         Avg: 234.05 (2.43)       | [MSE_tr]  0.4530    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc22.3)s  | [R_te] min: 245.66          max: 275.10         Avg: 257.75 (2.81)       | [MSE_tr]  0.4084    | w_noise: [0.439 0.436 0.438 0.450 0.455 0.469 0.468 0.473 0.471 0.473]
Step    2000 (bc22.4)s  | [R_te] min: 234.47          max: 248.40         Avg: 240.92 (1.27)       | [MSE_tr]  0.4049    | w_noise: [0.441 0.444 0.449 0.484 0.516 0.561 0.565 0.578 0.580 0.585]
Step    3000 (bc22.4)s  | [R_te] min: 240.64          max: 259.59         Avg: 252.99 (1.92)       | [MSE_tr]  0.3999    | w_noise: [0.415 0.422 0.430 0.478 0.545 0.637 0.657 0.683 0.690 0.703]
Step    4000 (bc22.4)s  | [R_te] min: 263.75          max: 370.54         Avg: 301.42 (11.84)      | [MSE_tr]  0.3977    | w_noise: [0.395 0.402 0.409 0.460 0.549 0.689 0.734 0.781 0.802 0.825]
Step    5000 (bc22.3)s  | [R_te] min: 351.54          max: 391.47         Avg: 370.35 (4.41)       | [MSE_tr]  0.3953    | w_noise: [0.382 0.389 0.396 0.447 0.541 0.713 0.790 0.868 0.906 0.948]
Step    6000 (bc22.3)s  | [R_te] min: 351.65          max: 385.29         Avg: 367.93 (3.12)       | [MSE_tr]  0.3928    | w_noise: [0.374 0.381 0.387 0.438 0.532 0.717 0.822 0.930 0.994 1.061]
Step    7000 (bc22.3)s  | [R_te] min: 347.12          max: 382.03         Avg: 356.69 (3.00)       | [MSE_tr]  0.3905    | w_noise: [0.369 0.375 0.382 0.433 0.527 0.718 0.836 0.967 1.059 1.155]
Step    8000 (bc22.4)s  | [R_te] min: 349.09          max: 390.16         Avg: 364.93 (3.67)       | [MSE_tr]  0.3897    | w_noise: [0.367 0.371 0.379 0.428 0.522 0.714 0.842 0.983 1.095 1.219]
Step    9000 (bc22.3)s  | [R_te] min: 339.12          max: 405.27         Avg: 368.76 (6.36)       | [MSE_tr]  0.3876    | w_noise: [0.365 0.369 0.377 0.427 0.519 0.710 0.842 0.989 1.114 1.257]
Step   10000 (bc22.4)s  | [R_te] min: 345.01          max: 409.66         Avg: 366.80 (5.66)       | [MSE_tr]  0.3876    | w_noise: [0.363 0.368 0.375 0.424 0.517 0.709 0.842 0.992 1.117 1.274]
Step   11000 (bc22.3)s  | [R_te] min: 342.66          max: 427.73         Avg: 369.95 (7.59)       | [MSE_tr]  0.3857    | w_noise: [0.362 0.367 0.374 0.425 0.516 0.707 0.838 0.990 1.119 1.279]
Step   12000 (bc22.6)s  | [R_te] min: 339.04          max: 396.49         Avg: 349.83 (5.31)       | [MSE_tr]  0.3855    | w_noise: [0.362 0.366 0.373 0.423 0.515 0.706 0.839 0.990 1.123 1.283]
Step   13000 (bc22.3)s  | [R_te] min: 345.96          max: 416.74         Avg: 379.28 (7.45)       | [MSE_tr]  0.3848    | w_noise: [0.362 0.366 0.374 0.423 0.515 0.706 0.837 0.989 1.122 1.285]
Step   14000 (bc22.3)s  | [R_te] min: 339.32          max: 416.31         Avg: 374.62 (7.28)       | [MSE_tr]  0.3849    | w_noise: [0.362 0.366 0.374 0.423 0.514 0.706 0.836 0.988 1.121 1.283]
Step   15000 (bc22.6)s  | [R_te] min: 358.20          max: 390.58         Avg: 376.17 (2.64)       | [MSE_tr]  0.3844    | w_noise: [0.362 0.366 0.373 0.424 0.515 0.707 0.835 0.987 1.120 1.281]
Step   16000 (bc22.4)s  | [R_te] min: 354.16          max: 404.09         Avg: 375.70 (5.46)       | [MSE_tr]  0.3840    | w_noise: [0.361 0.366 0.374 0.423 0.515 0.705 0.835 0.991 1.124 1.282]
Step   17000 (bc22.3)s  | [R_te] min: 357.32          max: 411.40         Avg: 372.99 (5.19)       | [MSE_tr]  0.3840    | w_noise: [0.362 0.365 0.373 0.424 0.513 0.706 0.837 0.990 1.120 1.285]
Step   18000 (bc22.3)s  | [R_te] min: 348.22          max: 387.16         Avg: 364.87 (3.71)       | [MSE_tr]  0.3834    | w_noise: [0.362 0.365 0.373 0.423 0.513 0.706 0.839 0.991 1.121 1.283]
Step   19000 (bc22.4)s  | [R_te] min: 332.93          max: 401.29         Avg: 359.13 (7.06)       | [MSE_tr]  0.3820    | w_noise: [0.361 0.366 0.374 0.423 0.513 0.704 0.835 0.990 1.122 1.280]
Step   20000 (bc22.7)s  | [R_te] min: 340.12          max: 413.86         Avg: 367.78 (7.17)       | [MSE_tr]  0.3820    | w_noise: [0.361 0.366 0.373 0.423 0.514 0.706 0.836 0.988 1.121 1.277]
Step   21000 (bc23.1)s  | [R_te] min: 344.39          max: 391.29         Avg: 365.42 (4.21)       | [MSE_tr]  0.3834    | w_noise: [0.361 0.365 0.373 0.424 0.513 0.705 0.834 0.987 1.122 1.277]
Step   22000 (bc23.1)s  | [R_te] min: 337.45          max: 403.73         Avg: 379.06 (6.42)       | [MSE_tr]  0.3825    | w_noise: [0.360 0.365 0.373 0.424 0.514 0.705 0.835 0.988 1.120 1.278]
Step   23000 (bc23.1)s  | [R_te] min: 337.39          max: 383.27         Avg: 360.55 (4.94)       | [MSE_tr]  0.3830    | w_noise: [0.361 0.365 0.373 0.423 0.514 0.704 0.832 0.987 1.121 1.278]
Step   24000 (bc23.2)s  | [R_te] min: 338.70          max: 383.83         Avg: 361.58 (4.12)       | [MSE_tr]  0.3829    | w_noise: [0.361 0.365 0.373 0.423 0.514 0.703 0.836 0.988 1.121 1.276]
