Step       0 (bc0.0)s   | [R_te] min: 321.18          max: 348.59         Avg: 335.93 (2.81)       | [MSE_tr]  0.6111    | w_noise: [0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368 0.368]
Step    1000 (bc23.6)s  | [R_te] min: 192.35          max: 201.44         Avg: 197.15 (0.84)       | [MSE_tr]  0.5637    | w_noise: [0.440 0.443 0.447 0.459 0.466 0.470 0.474 0.474 0.477 0.476]
Step    2000 (bc23.6)s  | [R_te] min: 182.94          max: 191.25         Avg: 188.08 (0.97)       | [MSE_tr]  0.5564    | w_noise: [0.453 0.460 0.478 0.525 0.555 0.575 0.587 0.588 0.595 0.599]
Step    3000 (bc23.6)s  | [R_te] min: 183.21          max: 191.24         Avg: 186.93 (0.84)       | [MSE_tr]  0.5519    | w_noise: [0.428 0.436 0.466 0.556 0.626 0.677 0.706 0.715 0.724 0.737]
Step    4000 (bc23.6)s  | [R_te] min: 189.33          max: 196.53         Avg: 192.39 (0.79)       | [MSE_tr]  0.5508    | w_noise: [0.401 0.410 0.444 0.555 0.671 0.774 0.829 0.850 0.866 0.890]
Step    5000 (bc23.7)s  | [R_te] min: 183.74          max: 192.10         Avg: 188.56 (0.85)       | [MSE_tr]  0.5497    | w_noise: [0.385 0.394 0.428 0.543 0.691 0.856 0.952 0.989 1.022 1.062]
Step    6000 (bc24.0)s  | [R_te] min: 187.96          max: 195.28         Avg: 190.70 (0.72)       | [MSE_tr]  0.5464    | w_noise: [0.377 0.385 0.419 0.534 0.696 0.917 1.065 1.128 1.181 1.249]
Step    7000 (bc23.7)s  | [R_te] min: 191.98          max: 201.68         Avg: 195.99 (0.94)       | [MSE_tr]  0.5443    | w_noise: [0.372 0.379 0.413 0.528 0.693 0.951 1.155 1.255 1.340 1.447]
Step    8000 (bc23.8)s  | [R_te] min: 187.80          max: 196.07         Avg: 191.74 (0.99)       | [MSE_tr]  0.5435    | w_noise: [0.368 0.376 0.410 0.523 0.685 0.969 1.217 1.353 1.482 1.637]
Step    9000 (bc23.8)s  | [R_te] min: 184.19          max: 189.35         Avg: 186.22 (0.48)       | [MSE_tr]  0.5405    | w_noise: [0.365 0.374 0.408 0.518 0.683 0.974 1.249 1.426 1.587 1.801]
Step   10000 (bc23.8)s  | [R_te] min: 184.93          max: 192.27         Avg: 189.36 (0.72)       | [MSE_tr]  0.5386    | w_noise: [0.364 0.373 0.405 0.517 0.680 0.974 1.264 1.465 1.651 1.925]
